,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5
DVU0043,0,0.001,0.001,0.002,0.003,0.002,0.001,0.001,0.003,0.001,0.003,0.001,0.001,0.005,0.003,0.005,0.003,0.003,0.005,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.003,0.005,0,0.004,0.003,0.004,0.001,0.003,0.002,0.003,0,0.001,0.005,0.005,0.003,0.005,0.002,0.005,0.001,0.005,0.004,0.001,0.001,0,0,0.002,0.009,0.005,0.004,0.003,0.003,0.003,0.007,0.001,0.001,0.007,0.003,0.001,0.199,0.164,0.138,0.161,0.158
DVU0044,0.001,0.002,0.003,0,0.002,0.003,0.004,0.001,0.002,0.003,0.003,0,0.001,0.004,0.006,0.001,0.003,0.002,0.003,0.008,0.005,0.006,0.003,0.003,0.003,0.005,0.003,0.003,0.001,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.005,0.004,0.006,0.002,0.005,0.003,0.004,0,0.004,0.003,0.002,0,0.002,0,0,0.008,0.002,0.003,0.003,0.003,0.005,0.005,0.001,0,0.004,0.001,0.002,0.203,0.159,0.138,0.157,0.165
DVU0045,0,0.002,0.001,0,0.002,0.004,0.005,0.002,0.002,0.002,0.003,0,0,0.001,0.003,0.001,0.002,0.004,0.003,0.002,0.003,0.005,0.005,0.004,0.005,0.008,0.004,0.003,0.002,0.003,0.004,0.004,0.001,0.004,0.003,0.002,0.005,0.006,0.005,0.004,0.003,0.006,0.003,0.003,0.001,0.002,0.003,0.001,0,0.002,0.001,0,0.001,0.003,0.004,0.002,0.001,0.005,0.005,0.001,0,0.004,0.002,0,0.209,0.159,0.134,0.165,0.156
DVU0046,0,0.004,0.006,0,0.003,0.002,0.004,0.002,0.003,0.005,0.006,0.002,0.001,0.003,0.001,0,0.006,0.002,0.004,0.003,0.001,0.004,0.005,0.002,0.007,0.006,0.004,0.003,0,0.005,0.004,0.002,0.005,0.004,0.005,0.001,0.006,0.004,0.007,0.004,0.003,0.009,0.004,0.003,0,0.003,0.003,0.001,0,0,0.001,0,0.004,0.002,0.004,0.003,0.001,0.002,0.005,0,0,0.002,0.001,0,0.196,0.163,0.141,0.148,0.161
DVU0047,0.001,0.003,0.006,0.001,0.002,0.004,0.004,0.001,0.004,0.002,0.005,0.001,0,0.003,0.001,0.001,0.005,0.003,0.003,0.002,0.003,0.003,0.006,0.004,0.004,0.008,0.005,0.003,0.001,0.004,0.005,0.002,0.005,0.004,0.003,0.001,0.004,0.007,0.008,0.004,0.003,0.008,0.004,0.003,0.001,0.003,0.003,0,0,0.001,0.001,0,0.004,0.004,0.003,0.002,0.001,0.004,0.003,0,0,0.003,0,0,0.202,0.16,0.143,0.154,0.153
DVU0048,0.001,0.002,0.002,0.001,0.003,0.005,0.005,0,0.002,0.003,0.004,0,0,0.001,0.002,0.001,0.002,0.003,0.004,0.002,0.001,0.008,0.008,0.004,0.005,0.007,0.005,0.004,0.001,0.003,0.004,0.003,0.003,0.007,0.003,0.001,0.005,0.005,0.005,0.005,0.005,0.005,0.002,0.002,0,0.003,0.004,0.001,0,0.001,0,0,0.002,0.003,0.003,0.002,0.002,0.005,0.003,0.002,0,0.003,0.001,0.001,0.205,0.148,0.152,0.157,0.155
DVU0049,0,0.003,0.001,0,0.002,0.005,0.006,0.001,0.001,0.001,0.002,0,0,0.001,0.002,0,0.002,0.005,0.002,0.003,0.003,0.009,0.007,0.004,0.005,0.008,0.008,0.003,0,0.004,0.003,0.003,0.002,0.006,0.001,0.001,0.005,0.006,0.006,0.004,0.001,0.009,0.003,0.002,0.001,0.003,0.002,0.001,0,0.001,0,0,0.001,0.003,0.005,0.002,0.002,0.003,0.002,0.001,0,0.004,0.001,0.001,0.207,0.154,0.145,0.163,0.152
DVU0050,0,0.003,0.002,0,0.001,0.005,0.003,0.002,0.003,0.002,0.003,0.001,0,0.005,0.003,0,0.002,0.003,0.002,0.006,0.005,0.006,0.005,0.006,0.004,0.008,0.004,0.002,0.001,0.006,0.004,0.003,0.003,0.004,0.003,0.001,0.003,0.008,0.006,0.005,0.003,0.007,0.003,0.002,0.001,0.002,0.002,0.001,0,0.001,0.001,0,0.005,0.003,0.005,0.002,0.001,0.005,0.004,0,0,0.003,0.001,0,0.199,0.157,0.145,0.156,0.159
DVU0051,0.001,0.003,0.003,0,0.003,0.002,0.005,0.002,0.003,0.001,0.004,0.001,0,0.002,0.002,0,0.001,0.004,0.003,0.003,0.002,0.005,0.006,0.004,0.004,0.007,0.006,0.004,0,0.003,0.004,0.003,0.004,0.005,0.003,0.001,0.006,0.007,0.005,0.003,0.004,0.007,0.002,0.001,0,0.003,0.005,0,0,0.001,0,0,0.001,0.002,0.005,0.002,0.002,0.006,0.003,0.002,0,0.002,0.001,0,0.211,0.146,0.149,0.163,0.152
DVU0052,0,0.003,0.005,0.001,0.003,0.005,0.003,0.001,0.004,0.002,0.004,0.001,0,0.004,0.003,0,0.004,0.003,0.003,0.005,0.004,0.005,0.005,0.004,0.005,0.009,0.004,0.002,0.001,0.004,0.004,0.002,0.004,0.005,0.002,0.001,0.005,0.006,0.006,0.003,0.003,0.005,0.002,0.003,0,0.004,0.003,0,0,0.001,0,0,0.004,0.002,0.006,0.002,0.001,0.004,0.004,0.001,0,0.002,0,0.001,0.202,0.155,0.15,0.153,0.156
DVU0053,0.001,0.002,0.001,0,0.002,0.003,0.004,0.001,0.001,0.001,0.003,0.001,0,0.003,0.002,0,0.002,0.004,0.003,0.004,0.003,0.003,0.005,0.003,0.003,0.008,0.005,0.004,0.001,0.002,0.005,0.002,0.002,0.003,0.002,0.001,0.005,0.007,0.007,0.004,0.002,0.008,0.007,0.004,0.001,0.002,0.006,0.002,0,0.001,0,0.001,0.002,0.002,0.005,0.002,0.001,0.006,0.005,0.001,0,0.003,0.001,0.001,0.213,0.151,0.146,0.165,0.154
DVU0054,0,0.002,0.001,0.001,0.001,0.003,0.004,0.001,0.001,0.002,0.003,0.001,0,0.002,0.004,0,0.001,0.003,0.002,0.003,0.003,0.005,0.007,0.003,0.003,0.007,0.006,0.004,0.001,0.003,0.005,0.002,0.002,0.004,0.002,0.001,0.004,0.006,0.007,0.005,0.003,0.006,0.005,0.004,0.001,0.002,0.005,0.002,0,0.001,0,0.001,0.002,0.003,0.002,0.002,0.002,0.007,0.004,0.002,0,0.002,0.002,0.001,0.214,0.148,0.155,0.16,0.149
DVU0055,0.001,0.002,0.002,0.001,0.002,0.002,0.004,0.001,0.002,0.002,0.005,0.001,0,0.002,0.002,0.001,0.002,0.002,0.004,0.004,0.002,0.003,0.005,0.003,0.005,0.007,0.005,0.002,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0,0.006,0.006,0.007,0.003,0.003,0.007,0.005,0.005,0.001,0.002,0.006,0.002,0,0.001,0,0.001,0.001,0.002,0.004,0.002,0.002,0.005,0.005,0.002,0,0.003,0.002,0.001,0.209,0.153,0.142,0.166,0.153
DVU0056,0.002,0.004,0.004,0.002,0.004,0.004,0.003,0.002,0.001,0.002,0.004,0,0.001,0.004,0.002,0.002,0.005,0.003,0.002,0.004,0.004,0.003,0.005,0.003,0.005,0.004,0.004,0.004,0.001,0.005,0.003,0.001,0.004,0.004,0.002,0.001,0.003,0.006,0.004,0.002,0.002,0.006,0.004,0.003,0.001,0.003,0.005,0.001,0,0.001,0,0.001,0.004,0.003,0.006,0.002,0.002,0.003,0.003,0.002,0,0.003,0.001,0,0.202,0.157,0.147,0.155,0.158
DVU0057,0,0.003,0.002,0.001,0.001,0.003,0.004,0.001,0.002,0.002,0.004,0.001,0.001,0.002,0.005,0.001,0.002,0.002,0.003,0.004,0.002,0.002,0.005,0.003,0.003,0.007,0.005,0.005,0.001,0.002,0.002,0.001,0.003,0.003,0.004,0.001,0.005,0.006,0.006,0.002,0.004,0.007,0.004,0.002,0.002,0.002,0.004,0.002,0.001,0.002,0,0.002,0.002,0.001,0.004,0.001,0.002,0.003,0.003,0.003,0,0.003,0.001,0.002,0.215,0.146,0.153,0.166,0.151
DVU0058,0,0.002,0.002,0,0.002,0.002,0.004,0.001,0.001,0.002,0.004,0.001,0,0.001,0.003,0,0.001,0.003,0.003,0.002,0.001,0.003,0.007,0.002,0.005,0.009,0.006,0.005,0.001,0.002,0.004,0.001,0.003,0.004,0.003,0.001,0.003,0.007,0.01,0.004,0.004,0.008,0.005,0.004,0,0.003,0.007,0.001,0,0,0,0.001,0.002,0.001,0.003,0.001,0.002,0.005,0.006,0.002,0,0.001,0.001,0,0.215,0.149,0.147,0.162,0.157
DVU0059,0,0.002,0.002,0,0.002,0.003,0.003,0.001,0.002,0.002,0.003,0,0,0.002,0.003,0.001,0.002,0.003,0.002,0.003,0.002,0.003,0.005,0.003,0.004,0.007,0.006,0.004,0.001,0.003,0.004,0.002,0.002,0.004,0.003,0.002,0.004,0.006,0.008,0.004,0.003,0.007,0.006,0.004,0.001,0.003,0.006,0.001,0,0.001,0,0.001,0.002,0.002,0.005,0.002,0.002,0.005,0.005,0.002,0,0.003,0.001,0.001,0.212,0.153,0.145,0.162,0.153
DVU0060,0,0.001,0.004,0,0.002,0.004,0.003,0.001,0.002,0.004,0.005,0.001,0,0.003,0.002,0,0.003,0.003,0.005,0.003,0.004,0.006,0.008,0.003,0.006,0.007,0.005,0.004,0.001,0.003,0.002,0.002,0.002,0.004,0.003,0.002,0.004,0.009,0.006,0.002,0.001,0.007,0.004,0.004,0.001,0.004,0.004,0.002,0,0.002,0,0.001,0.004,0.002,0.005,0.002,0.002,0.004,0.002,0.001,0,0.003,0,0.001,0.203,0.157,0.145,0.159,0.156
DVU0061,0,0.003,0.002,0,0.002,0.003,0.003,0.001,0.002,0.002,0.003,0.001,0,0.004,0.003,0,0.003,0.003,0.003,0.006,0.004,0.004,0.004,0.003,0.004,0.006,0.005,0.004,0.001,0.003,0.003,0.002,0.002,0.003,0.002,0.001,0.003,0.006,0.005,0.004,0.002,0.006,0.003,0.004,0.001,0.003,0.004,0.002,0,0.002,0,0.001,0.005,0.002,0.006,0.002,0.002,0.004,0.004,0.002,0,0.004,0.001,0,0.209,0.159,0.139,0.164,0.154
DVU0062,0,0.001,0.002,0,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.001,0,0.002,0.003,0,0.002,0.003,0.004,0.002,0.003,0.004,0.007,0.004,0.004,0.008,0.006,0.004,0.001,0.005,0.003,0.002,0.002,0.005,0.004,0.001,0.004,0.009,0.006,0.004,0.003,0.008,0.003,0.003,0.001,0.002,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.006,0.001,0.002,0.005,0.004,0,0,0.002,0.001,0,0.208,0.155,0.146,0.164,0.151
DVU0063,0.002,0.001,0.004,0,0.001,0.003,0.003,0,0.002,0.003,0.006,0.001,0.002,0.003,0.003,0,0.001,0.002,0.005,0.006,0.005,0.005,0.004,0.003,0.005,0.006,0.002,0.003,0,0.003,0.005,0.002,0.004,0.003,0.003,0.001,0.006,0.005,0.004,0.005,0.003,0.005,0.005,0.006,0.001,0.004,0.005,0.002,0,0.001,0.001,0.001,0.002,0.003,0.005,0.002,0.002,0.005,0.006,0.001,0,0.003,0.001,0,0.206,0.147,0.156,0.156,0.152
DVU0064,0.001,0.002,0.002,0.001,0.002,0.004,0.003,0.002,0.001,0.003,0.001,0.002,0,0.002,0.002,0,0.002,0.002,0.003,0.002,0.001,0.004,0.006,0.004,0.005,0.005,0.006,0.004,0.002,0.004,0.003,0.003,0.003,0.005,0.002,0.001,0.003,0.006,0.005,0.004,0.002,0.006,0.004,0.004,0.001,0.003,0.005,0.002,0,0.002,0,0.001,0.003,0.002,0.006,0.002,0.003,0.003,0.005,0.001,0,0.004,0.001,0.001,0.206,0.165,0.135,0.161,0.158
DVU0065,0,0.001,0.001,0,0.001,0.003,0.004,0.002,0,0.002,0.002,0.001,0,0.001,0.003,0,0.001,0.003,0.002,0.003,0.002,0.005,0.007,0.003,0.003,0.005,0.007,0.005,0.001,0.001,0.005,0.003,0.001,0.004,0.002,0.001,0.005,0.007,0.005,0.004,0.003,0.007,0.009,0.003,0.001,0.003,0.005,0.002,0,0.002,0,0.001,0.001,0.003,0.005,0.001,0.002,0.006,0.004,0.003,0,0.004,0.002,0,0.212,0.153,0.15,0.163,0.15
DVU0066,0.001,0.001,0.001,0,0.002,0.004,0.005,0.001,0.002,0.003,0.002,0,0.002,0.002,0.004,0,0.001,0.004,0.003,0.003,0.003,0.005,0.004,0.004,0.006,0.005,0.006,0.003,0.002,0.002,0.004,0.002,0.002,0.004,0.004,0.003,0.005,0.004,0.007,0.003,0.003,0.005,0.002,0.004,0,0.002,0.004,0.002,0,0.002,0,0.001,0.002,0.002,0.004,0.002,0.001,0.006,0.004,0.002,0,0.004,0.001,0.001,0.215,0.145,0.155,0.161,0.151
DVU0067,0.002,0.001,0.004,0.001,0.004,0.004,0.004,0.001,0.001,0.001,0.006,0,0.002,0.001,0.004,0.001,0.002,0.006,0.003,0.005,0.006,0.007,0.008,0.001,0.004,0.005,0.005,0.004,0.001,0.005,0.003,0.003,0.002,0.005,0.001,0.001,0.004,0.009,0.002,0.004,0.004,0.007,0.005,0.002,0.001,0.003,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.003,0.005,0.001,0.006,0.002,0,0,0.003,0.001,0,0.205,0.151,0.146,0.167,0.149
DVU0068,0,0.002,0.002,0,0.003,0.004,0.005,0.001,0.001,0.001,0.003,0,0,0.003,0.002,0.001,0.002,0.005,0.002,0.004,0.003,0.006,0.007,0.004,0.005,0.008,0.005,0.004,0.002,0.002,0.003,0.002,0.002,0.005,0.002,0.001,0.004,0.007,0.006,0.003,0.002,0.006,0.004,0.003,0.001,0.003,0.004,0,0,0.002,0,0.001,0.002,0.002,0.004,0.002,0.001,0.004,0.004,0.001,0,0.002,0.001,0,0.214,0.149,0.15,0.164,0.152
DVU0069,0,0.003,0.002,0,0.002,0.004,0.006,0.001,0.002,0.002,0.002,0,0,0.001,0.002,0,0.002,0.005,0.003,0.002,0.003,0.006,0.008,0.005,0.005,0.012,0.005,0.002,0,0.004,0.004,0.002,0.003,0.005,0.002,0.001,0.006,0.01,0.007,0.003,0.002,0.007,0.004,0.001,0,0.002,0.002,0.001,0,0.001,0,0,0.002,0.002,0.004,0.002,0.001,0.004,0.003,0.001,0,0.001,0.001,0,0.213,0.151,0.145,0.165,0.149
DVU0070,0,0.001,0.001,0,0.002,0.004,0.006,0.001,0.001,0.002,0.003,0,0,0.002,0.003,0,0.001,0.005,0.003,0.003,0.003,0.007,0.006,0.005,0.006,0.01,0.005,0.004,0.001,0.004,0.003,0.002,0.001,0.005,0.002,0.001,0.006,0.008,0.006,0.002,0.002,0.006,0.003,0.002,0.001,0.003,0.003,0.001,0,0.001,0,0,0.001,0.002,0.007,0.002,0.001,0.005,0.002,0.001,0,0.002,0,0,0.214,0.147,0.152,0.159,0.154
DVU0071,0,0.001,0.002,0,0.001,0.003,0.004,0.001,0.001,0.002,0.003,0.001,0,0.001,0.003,0.001,0.001,0.003,0.002,0.002,0.002,0.005,0.005,0.003,0.004,0.008,0.008,0.003,0.001,0.003,0.004,0.002,0.002,0.004,0.003,0.002,0.004,0.006,0.008,0.004,0.004,0.008,0.006,0.005,0,0.003,0.006,0.002,0,0.001,0,0.001,0.002,0.001,0.005,0.002,0.002,0.005,0.005,0.002,0,0.003,0.001,0,0.209,0.155,0.146,0.161,0.151
DVU0072,0.001,0.002,0.005,0.001,0.003,0.004,0.004,0.002,0.003,0.003,0.002,0.002,0.001,0.003,0.002,0.001,0.004,0.004,0.002,0.004,0.002,0.003,0.005,0.003,0.006,0.007,0.004,0.003,0.002,0.002,0.003,0.002,0.004,0.005,0.003,0.001,0.005,0.004,0.006,0.003,0.003,0.005,0.003,0.002,0.001,0.003,0.004,0.001,0,0.002,0,0,0.003,0.002,0.005,0.001,0.002,0.003,0.003,0.002,0,0.003,0,0.001,0.209,0.149,0.151,0.155,0.162
DVU0073,0,0.001,0.003,0.001,0.002,0.004,0.004,0.002,0.001,0.001,0.004,0.001,0,0.002,0.002,0,0.003,0.003,0.002,0.003,0.004,0.004,0.006,0.003,0.005,0.008,0.004,0.003,0.001,0.003,0.004,0.002,0.002,0.004,0.002,0,0.004,0.006,0.006,0.005,0.002,0.008,0.005,0.003,0.001,0.002,0.005,0.001,0,0.003,0,0,0.002,0.002,0.004,0.001,0.001,0.004,0.005,0.002,0,0.003,0,0.001,0.212,0.15,0.154,0.152,0.158
DVU0074,0,0,0.002,0,0.003,0.004,0.004,0.001,0.001,0.002,0.003,0,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.002,0.006,0.009,0.002,0.005,0.01,0.005,0.003,0.001,0.002,0.003,0.001,0.002,0.006,0.002,0.001,0.004,0.007,0.007,0.003,0.003,0.004,0.004,0.004,0.002,0.002,0.005,0.001,0,0.002,0.001,0,0.002,0.003,0.003,0.001,0.001,0.005,0.003,0.002,0,0.003,0.001,0,0.213,0.147,0.153,0.162,0.155
DVU0075,0,0.002,0.003,0,0.002,0.005,0.003,0.001,0.002,0.003,0.002,0.001,0,0.003,0.002,0,0.002,0.003,0.003,0.004,0.003,0.004,0.008,0.004,0.004,0.008,0.005,0.005,0.001,0.002,0.004,0.002,0.003,0.004,0.002,0.001,0.005,0.009,0.007,0.003,0.001,0.007,0.003,0.002,0.001,0.002,0.004,0.001,0,0.001,0,0,0.003,0.002,0.005,0.002,0.002,0.005,0.002,0.001,0,0.003,0.001,0,0.211,0.158,0.135,0.168,0.157
DVU0076,0,0.002,0.001,0,0.001,0.004,0.004,0.002,0.001,0.002,0.002,0.001,0,0.002,0.002,0,0.002,0.003,0.002,0.003,0.004,0.003,0.006,0.004,0.006,0.01,0.004,0.005,0.001,0.003,0.004,0.003,0.002,0.005,0.003,0.001,0.003,0.007,0.009,0.003,0.002,0.006,0.005,0.001,0.001,0.003,0.003,0.003,0,0.001,0,0,0.002,0.003,0.005,0.002,0.001,0.004,0.003,0.002,0,0.004,0.001,0.001,0.211,0.15,0.148,0.161,0.155
DVU0077,0,0.001,0.001,0,0.001,0.003,0.003,0.001,0.001,0.002,0.003,0.001,0,0.003,0.003,0,0.001,0.004,0.003,0.005,0.003,0.002,0.005,0.003,0.003,0.007,0.006,0.004,0.001,0.003,0.005,0.002,0.001,0.003,0.003,0.001,0.004,0.007,0.009,0.004,0.002,0.009,0.004,0.002,0.001,0.003,0.004,0.001,0,0.001,0,0.001,0.003,0.001,0.004,0.003,0.001,0.006,0.005,0.001,0,0.003,0.001,0,0.215,0.155,0.14,0.17,0.149
DVU0078,0,0,0.001,0,0.001,0.003,0.003,0,0,0.001,0.003,0,0.002,0.003,0.003,0,0,0.003,0.002,0.005,0.002,0.003,0.003,0.004,0.002,0.005,0.008,0.003,0.001,0.003,0.005,0.001,0.001,0.003,0,0.002,0.004,0.005,0.005,0.006,0.003,0.008,0.005,0.004,0.001,0.002,0.005,0.002,0,0.001,0.001,0.001,0.003,0,0.006,0.001,0.001,0.007,0.004,0.002,0,0.002,0.001,0,0.212,0.16,0.147,0.161,0.151
DVU0079,0,0.001,0.001,0,0.001,0.002,0.003,0.002,0.001,0.001,0.003,0.001,0,0.001,0.004,0,0,0.004,0.002,0.003,0.002,0.002,0.005,0.004,0.002,0.005,0.007,0.005,0,0.003,0.005,0.004,0.002,0.002,0.002,0.002,0.004,0.007,0.006,0.004,0.002,0.008,0.007,0.005,0.001,0.004,0.005,0.003,0,0.001,0,0.001,0.002,0.003,0.006,0.002,0.002,0.006,0.005,0.002,0,0.004,0.002,0.002,0.206,0.155,0.138,0.166,0.159
DVU0080,0,0.003,0.001,0.001,0.002,0.003,0.003,0.002,0.001,0.002,0.003,0.001,0,0.002,0.004,0,0.003,0.003,0.003,0.004,0.003,0.004,0.005,0.003,0.003,0.006,0.006,0.003,0.001,0.003,0.005,0.002,0.002,0.003,0.002,0.001,0.005,0.007,0.007,0.003,0.002,0.008,0.005,0.004,0.001,0.002,0.005,0.001,0,0.001,0,0.001,0.002,0.002,0.003,0.002,0.002,0.007,0.005,0.002,0,0.002,0.001,0.001,0.211,0.151,0.153,0.157,0.155
DVU0081,0.001,0.003,0.002,0,0.003,0.004,0.005,0.002,0.003,0.002,0.003,0.001,0.001,0.003,0.003,0,0.002,0.003,0.003,0.004,0.002,0.005,0.006,0.004,0.004,0.007,0.006,0.003,0.001,0.004,0.004,0.002,0.003,0.005,0.003,0.002,0.005,0.007,0.005,0.003,0.004,0.006,0.004,0.002,0.001,0.003,0.003,0.001,0,0.002,0,0.001,0.003,0.002,0.005,0.002,0.002,0.004,0.003,0.001,0,0.002,0.001,0,0.208,0.153,0.149,0.161,0.152
DVU0082,0,0.002,0.002,0.001,0.002,0.005,0.003,0.001,0.002,0.001,0.002,0,0.001,0.002,0.003,0,0.001,0.003,0.003,0.003,0.003,0.007,0.006,0.004,0.005,0.007,0.006,0.003,0.001,0.004,0.005,0.001,0.002,0.005,0.001,0.002,0.003,0.006,0.007,0.004,0.003,0.006,0.005,0.003,0.001,0.003,0.003,0.001,0,0.002,0,0.001,0.002,0.003,0.005,0.002,0.001,0.005,0.004,0.002,0,0.002,0,0,0.207,0.155,0.151,0.156,0.155
DVU0083,0,0.001,0.002,0,0.001,0.002,0.004,0.001,0.001,0.001,0.004,0.001,0,0.001,0.006,0,0.001,0.003,0.001,0.003,0.002,0.005,0.004,0.004,0.002,0.005,0.007,0.006,0.001,0.002,0.003,0.003,0.002,0.003,0.004,0.003,0.004,0.006,0.007,0.001,0.006,0.006,0.006,0.003,0.001,0.004,0.006,0.003,0,0.001,0.001,0,0.001,0.002,0.004,0.003,0.003,0.006,0.005,0.004,0,0.003,0.003,0.001,0.212,0.14,0.163,0.163,0.144
DVU0084,0.001,0.003,0.001,0,0.001,0.004,0.006,0.002,0.002,0.001,0.002,0,0,0.003,0.003,0.001,0.002,0.004,0.001,0.005,0.003,0.004,0.006,0.003,0.005,0.009,0.004,0.005,0.001,0.002,0.003,0.001,0.003,0.004,0.002,0.001,0.006,0.007,0.006,0.002,0.002,0.006,0.003,0.002,0,0.002,0.005,0.001,0,0.002,0,0,0.003,0.001,0.004,0.001,0.002,0.004,0.005,0.001,0,0.002,0,0,0.217,0.154,0.141,0.172,0.149
DVU0085,0,0.002,0.003,0.001,0.002,0.005,0.003,0,0.002,0.002,0.003,0.001,0.001,0.003,0.003,0.001,0.003,0.003,0.002,0.005,0.005,0.004,0.005,0.004,0.003,0.005,0.005,0.004,0.001,0.004,0.003,0.002,0.003,0.004,0.002,0.002,0.003,0.006,0.005,0.003,0.003,0.005,0.006,0.003,0.001,0.003,0.005,0.001,0,0.002,0,0.001,0.003,0.002,0.005,0.003,0.002,0.005,0.003,0.002,0,0.003,0.001,0,0.207,0.154,0.149,0.158,0.155
DVU0086,0.005,0.004,0.002,0,0.003,0.001,0.005,0.004,0.002,0.004,0.005,0,0,0.002,0.004,0.001,0.005,0.003,0.004,0.005,0.003,0.008,0.006,0.005,0.003,0.007,0.004,0.004,0.001,0.003,0.002,0.007,0,0.005,0.004,0.001,0.006,0.01,0.002,0.002,0.004,0.005,0.009,0.002,0,0.003,0.001,0.002,0.001,0.001,0.001,0,0.004,0.003,0.005,0.003,0.002,0.005,0.002,0,0.002,0.006,0.002,0.006,0.19,0.154,0.138,0.176,0.145
DVU0087,0.001,0.001,0.003,0,0.003,0.002,0.005,0.001,0.002,0.002,0.005,0.001,0,0.002,0.003,0.001,0.001,0.003,0.004,0.003,0.001,0.004,0.003,0.004,0.004,0.005,0.005,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.001,0.001,0.005,0.005,0.003,0.004,0.003,0.007,0.003,0.004,0.001,0.004,0.003,0.003,0,0.002,0.001,0.002,0.003,0.002,0.005,0.004,0.002,0.004,0.004,0.003,0,0.004,0.003,0,0.205,0.15,0.15,0.156,0.158
DVU0088,0,0,0.001,0,0.002,0.003,0.002,0.001,0.001,0.002,0.002,0.001,0,0.003,0.003,0.001,0.001,0.002,0.003,0.005,0.004,0.002,0.004,0.003,0.002,0.005,0.006,0.005,0.001,0.003,0.005,0.003,0.001,0.004,0.001,0.002,0.002,0.006,0.006,0.004,0.002,0.007,0.005,0.004,0.001,0.004,0.005,0.002,0,0.002,0,0.001,0.003,0.002,0.006,0.003,0.002,0.005,0.006,0.003,0,0.004,0.002,0.001,0.21,0.159,0.136,0.168,0.154
DVU0089,0.002,0.003,0.002,0.002,0.002,0.004,0.005,0.002,0.002,0.002,0.002,0.001,0.001,0.004,0.004,0.001,0.003,0.002,0.003,0.006,0.004,0.004,0.006,0.003,0.005,0.005,0.005,0.003,0.002,0.003,0.003,0.002,0.004,0.005,0.002,0.001,0.004,0.005,0.003,0.002,0.004,0.004,0.004,0.002,0.002,0.004,0.002,0.001,0,0.003,0,0.001,0.004,0.004,0.004,0.003,0.002,0.002,0.003,0.002,0,0.003,0.001,0.001,0.204,0.159,0.146,0.157,0.156
DVU0090,0.001,0.003,0.002,0,0.002,0.003,0.004,0.002,0.002,0.002,0.003,0.001,0.001,0.003,0.003,0.001,0.003,0.003,0.003,0.004,0.003,0.001,0.004,0.002,0.004,0.006,0.006,0.003,0.001,0.002,0.003,0.003,0.002,0.005,0.003,0.001,0.004,0.004,0.006,0.003,0.004,0.006,0.006,0.003,0.001,0.004,0.004,0.001,0,0.001,0.001,0.001,0.003,0.002,0.005,0.002,0.002,0.004,0.003,0.003,0,0.003,0.002,0.001,0.209,0.152,0.15,0.158,0.156
