,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3
DVU0044,0.001,0.003,0.004,0,0.002,0.005,0.006,0.001,0.003,0.004,0.004,0,0.001,0.006,0.009,0.001,0.004,0.003,0.005,0.012,0.007,0.009,0.004,0.004,0.004,0.007,0.004,0.005,0.002,0.005,0.006,0.004,0.004,0.004,0.002,0.003,0.004,0.008,0.006,0.009,0.003,0.008,0.004,0.005,0,0.006,0.004,0.002,0,0.003,0,0,0.011,0.003,0.005,0.004,0.004,0.008,0.007,0.001,0,0.006,0.001,0.002,0.299,0.235,0.204
DVU0045,0.001,0.003,0.002,0,0.003,0.006,0.007,0.003,0.003,0.004,0.005,0.001,0.001,0.002,0.004,0.001,0.003,0.007,0.004,0.004,0.005,0.008,0.008,0.007,0.007,0.011,0.006,0.005,0.003,0.005,0.007,0.006,0.002,0.006,0.005,0.003,0.008,0.009,0.008,0.007,0.004,0.01,0.005,0.004,0.002,0.004,0.004,0.002,0.001,0.003,0.002,0.001,0.002,0.004,0.007,0.004,0.002,0.007,0.007,0.002,0.001,0.006,0.003,0.001,0.306,0.235,0.198
DVU0046,0.001,0.006,0.009,0.001,0.004,0.003,0.005,0.003,0.005,0.007,0.008,0.003,0.001,0.005,0.001,0,0.009,0.003,0.005,0.004,0.002,0.006,0.007,0.003,0.011,0.009,0.006,0.004,0.001,0.007,0.005,0.003,0.007,0.006,0.007,0.002,0.009,0.005,0.01,0.006,0.004,0.012,0.006,0.004,0.001,0.004,0.004,0.002,0.001,0,0.002,0,0.006,0.003,0.006,0.004,0.002,0.003,0.007,0.001,0,0.003,0.002,0,0.285,0.236,0.205
DVU0047,0.001,0.004,0.009,0.002,0.003,0.005,0.006,0.002,0.006,0.003,0.007,0.001,0.001,0.004,0.002,0.001,0.007,0.004,0.005,0.003,0.005,0.004,0.009,0.006,0.006,0.012,0.008,0.004,0.001,0.006,0.007,0.003,0.007,0.006,0.004,0.002,0.005,0.009,0.012,0.006,0.004,0.012,0.006,0.004,0.002,0.004,0.004,0.001,0,0.002,0.001,0.001,0.006,0.005,0.004,0.003,0.002,0.006,0.004,0,0,0.004,0.001,0.001,0.291,0.232,0.206
DVU0048,0.001,0.003,0.003,0.001,0.004,0.007,0.007,0,0.003,0.005,0.005,0.001,0,0.001,0.004,0.002,0.003,0.004,0.006,0.003,0.001,0.012,0.011,0.006,0.008,0.01,0.007,0.006,0.002,0.004,0.006,0.004,0.004,0.01,0.004,0.002,0.007,0.007,0.008,0.007,0.007,0.008,0.004,0.003,0.001,0.005,0.006,0.001,0,0.002,0.001,0,0.003,0.005,0.005,0.003,0.003,0.007,0.005,0.003,0,0.004,0.002,0.002,0.298,0.216,0.221
DVU0049,0,0.004,0.002,0,0.003,0.007,0.009,0.001,0.002,0.002,0.003,0.001,0,0.002,0.003,0.001,0.004,0.007,0.003,0.004,0.005,0.012,0.01,0.006,0.008,0.011,0.011,0.005,0,0.005,0.005,0.005,0.003,0.008,0.002,0.001,0.007,0.009,0.009,0.005,0.002,0.013,0.005,0.003,0.002,0.005,0.003,0.001,0,0.002,0,0,0.002,0.004,0.008,0.003,0.003,0.005,0.003,0.001,0,0.005,0.001,0.001,0.302,0.225,0.211
DVU0050,0,0.004,0.002,0.001,0.001,0.007,0.004,0.002,0.004,0.002,0.004,0.001,0.001,0.007,0.004,0,0.004,0.004,0.004,0.009,0.008,0.009,0.007,0.008,0.006,0.012,0.006,0.003,0.001,0.008,0.006,0.005,0.004,0.006,0.005,0.001,0.004,0.012,0.008,0.007,0.004,0.01,0.005,0.003,0.001,0.003,0.002,0.001,0,0.001,0.001,0.001,0.007,0.005,0.008,0.002,0.001,0.007,0.006,0.001,0,0.004,0.002,0,0.291,0.23,0.212
DVU0051,0.002,0.004,0.005,0,0.004,0.003,0.008,0.003,0.004,0.002,0.006,0.001,0,0.003,0.003,0,0.002,0.005,0.005,0.005,0.003,0.007,0.009,0.005,0.006,0.01,0.008,0.006,0,0.004,0.006,0.004,0.006,0.007,0.004,0.001,0.009,0.011,0.008,0.004,0.006,0.011,0.003,0.002,0.001,0.004,0.008,0.001,0,0.001,0,0,0.001,0.004,0.007,0.003,0.003,0.008,0.005,0.003,0.001,0.003,0.001,0,0.308,0.214,0.217
DVU0052,0.001,0.004,0.007,0.001,0.004,0.007,0.004,0.001,0.005,0.003,0.006,0.001,0.001,0.005,0.004,0.001,0.006,0.004,0.005,0.007,0.006,0.008,0.007,0.006,0.007,0.012,0.006,0.003,0.001,0.006,0.005,0.003,0.006,0.007,0.003,0.002,0.007,0.009,0.008,0.005,0.005,0.008,0.003,0.004,0,0.006,0.004,0.001,0,0.001,0.001,0,0.005,0.003,0.009,0.003,0.001,0.006,0.005,0.001,0,0.003,0.001,0.001,0.292,0.225,0.218
DVU0053,0.001,0.002,0.002,0.001,0.002,0.004,0.006,0.001,0.002,0.001,0.005,0.001,0.001,0.005,0.003,0,0.002,0.006,0.004,0.006,0.005,0.004,0.007,0.005,0.004,0.011,0.008,0.006,0.001,0.004,0.007,0.003,0.003,0.004,0.003,0.001,0.007,0.01,0.01,0.007,0.003,0.011,0.01,0.006,0.001,0.003,0.008,0.002,0,0.002,0,0.001,0.003,0.002,0.007,0.002,0.002,0.009,0.007,0.002,0,0.004,0.002,0.001,0.312,0.222,0.214
DVU0054,0,0.002,0.002,0.001,0.001,0.005,0.006,0.001,0.001,0.003,0.004,0.001,0.001,0.002,0.005,0,0.002,0.004,0.003,0.005,0.004,0.007,0.01,0.004,0.004,0.01,0.009,0.005,0.001,0.004,0.007,0.003,0.003,0.005,0.004,0.001,0.005,0.009,0.01,0.007,0.005,0.009,0.007,0.006,0.002,0.003,0.007,0.003,0,0.002,0,0.001,0.003,0.004,0.003,0.002,0.003,0.01,0.006,0.003,0,0.003,0.003,0.001,0.31,0.214,0.225
DVU0055,0.001,0.003,0.003,0.001,0.003,0.003,0.006,0.001,0.003,0.004,0.007,0.001,0.001,0.004,0.004,0.001,0.002,0.003,0.005,0.005,0.004,0.004,0.007,0.004,0.008,0.01,0.008,0.004,0.001,0.002,0.004,0.004,0.004,0.006,0.006,0,0.008,0.009,0.01,0.004,0.004,0.01,0.007,0.007,0.001,0.003,0.008,0.002,0,0.001,0.001,0.001,0.002,0.002,0.006,0.002,0.002,0.008,0.007,0.002,0,0.004,0.003,0.001,0.307,0.225,0.21
DVU0056,0.002,0.005,0.005,0.003,0.005,0.006,0.004,0.002,0.002,0.003,0.006,0.001,0.001,0.006,0.003,0.002,0.007,0.004,0.004,0.006,0.005,0.005,0.007,0.005,0.008,0.006,0.006,0.006,0.001,0.007,0.004,0.002,0.006,0.006,0.003,0.001,0.005,0.008,0.006,0.003,0.004,0.009,0.006,0.005,0.001,0.005,0.007,0.002,0,0.001,0,0.002,0.006,0.004,0.009,0.003,0.004,0.004,0.004,0.002,0.001,0.004,0.001,0,0.294,0.229,0.215
DVU0057,0,0.004,0.003,0.001,0.002,0.005,0.007,0.001,0.003,0.002,0.007,0.001,0.001,0.003,0.007,0.001,0.003,0.003,0.004,0.006,0.003,0.002,0.008,0.004,0.005,0.01,0.008,0.007,0.002,0.003,0.003,0.001,0.004,0.005,0.005,0.002,0.007,0.008,0.009,0.003,0.006,0.01,0.006,0.003,0.003,0.003,0.006,0.003,0.001,0.002,0,0.003,0.003,0.002,0.007,0.002,0.003,0.005,0.005,0.004,0,0.004,0.001,0.002,0.316,0.213,0.225
DVU0058,0,0.002,0.002,0,0.003,0.003,0.006,0.002,0.001,0.003,0.006,0.001,0,0.001,0.005,0,0.001,0.004,0.004,0.002,0.001,0.004,0.01,0.002,0.007,0.013,0.009,0.007,0.001,0.003,0.006,0.001,0.004,0.006,0.005,0.002,0.005,0.01,0.015,0.005,0.005,0.012,0.008,0.006,0,0.004,0.011,0.002,0,0,0,0.001,0.002,0.001,0.004,0.002,0.003,0.008,0.009,0.003,0,0.002,0.002,0,0.316,0.219,0.215
DVU0059,0,0.002,0.003,0,0.002,0.004,0.005,0.001,0.002,0.003,0.004,0.001,0.001,0.004,0.004,0.001,0.002,0.004,0.003,0.005,0.003,0.005,0.008,0.005,0.006,0.011,0.009,0.006,0.001,0.004,0.006,0.003,0.003,0.006,0.004,0.002,0.005,0.009,0.011,0.006,0.004,0.01,0.008,0.006,0.001,0.004,0.009,0.002,0,0.001,0,0.001,0.003,0.003,0.007,0.003,0.003,0.008,0.008,0.002,0,0.004,0.002,0.001,0.309,0.223,0.212
DVU0060,0,0.002,0.005,0,0.002,0.006,0.004,0.001,0.004,0.005,0.008,0.001,0.001,0.004,0.003,0,0.004,0.004,0.007,0.004,0.005,0.009,0.011,0.004,0.009,0.01,0.007,0.006,0.002,0.005,0.003,0.002,0.004,0.005,0.005,0.003,0.005,0.013,0.008,0.004,0.002,0.01,0.005,0.006,0.001,0.006,0.006,0.002,0,0.002,0,0.001,0.006,0.002,0.008,0.003,0.002,0.006,0.003,0.002,0,0.004,0.001,0.001,0.297,0.229,0.212
DVU0061,0,0.004,0.003,0,0.003,0.005,0.005,0.002,0.002,0.003,0.004,0.002,0,0.006,0.004,0,0.004,0.004,0.004,0.008,0.007,0.005,0.006,0.005,0.005,0.008,0.008,0.006,0.001,0.005,0.005,0.003,0.003,0.004,0.004,0.001,0.005,0.009,0.008,0.005,0.003,0.009,0.004,0.006,0.002,0.005,0.006,0.004,0,0.003,0,0.001,0.007,0.003,0.008,0.002,0.003,0.006,0.005,0.003,0,0.006,0.001,0.001,0.307,0.233,0.204
DVU0062,0,0.002,0.003,0.001,0.003,0.005,0.005,0.002,0.004,0.004,0.006,0.001,0.001,0.002,0.004,0.001,0.003,0.004,0.006,0.003,0.004,0.006,0.01,0.006,0.006,0.012,0.008,0.006,0.002,0.007,0.004,0.004,0.002,0.007,0.005,0.002,0.006,0.012,0.009,0.006,0.004,0.012,0.005,0.004,0.001,0.003,0.006,0.001,0,0.002,0,0.001,0.002,0.003,0.009,0.002,0.003,0.007,0.005,0.001,0,0.003,0.002,0,0.304,0.226,0.213
DVU0063,0.002,0.001,0.005,0,0.002,0.005,0.004,0,0.003,0.004,0.009,0.002,0.002,0.004,0.005,0.001,0.001,0.003,0.007,0.008,0.007,0.007,0.005,0.004,0.007,0.009,0.002,0.005,0.001,0.004,0.007,0.002,0.005,0.005,0.004,0.002,0.008,0.007,0.006,0.007,0.004,0.008,0.007,0.008,0.001,0.006,0.007,0.002,0,0.001,0.002,0.001,0.002,0.004,0.008,0.003,0.003,0.008,0.008,0.002,0,0.004,0.002,0.001,0.299,0.212,0.226
DVU0064,0.001,0.003,0.003,0.001,0.003,0.006,0.005,0.003,0.002,0.005,0.001,0.002,0.001,0.003,0.003,0.001,0.002,0.003,0.005,0.003,0.002,0.006,0.009,0.005,0.008,0.008,0.009,0.006,0.003,0.006,0.005,0.004,0.004,0.008,0.003,0.001,0.005,0.009,0.007,0.005,0.002,0.009,0.006,0.006,0.002,0.004,0.008,0.003,0,0.003,0,0.002,0.005,0.002,0.009,0.003,0.004,0.005,0.007,0.002,0,0.006,0.001,0.001,0.302,0.242,0.198
DVU0065,0,0.001,0.001,0,0.002,0.004,0.006,0.003,0,0.003,0.002,0.002,0.001,0.002,0.004,0.001,0.001,0.005,0.003,0.004,0.003,0.007,0.01,0.005,0.004,0.008,0.011,0.007,0.002,0.002,0.008,0.004,0.001,0.006,0.003,0.001,0.007,0.01,0.007,0.006,0.004,0.01,0.013,0.004,0.002,0.005,0.007,0.003,0,0.003,0.001,0.001,0.001,0.004,0.007,0.002,0.003,0.009,0.006,0.004,0,0.005,0.003,0,0.308,0.223,0.218
DVU0066,0.001,0.002,0.002,0,0.002,0.006,0.007,0.001,0.003,0.004,0.004,0,0.002,0.003,0.006,0,0.001,0.006,0.004,0.005,0.004,0.007,0.006,0.005,0.008,0.008,0.008,0.004,0.003,0.004,0.005,0.003,0.003,0.005,0.005,0.004,0.008,0.006,0.01,0.004,0.005,0.007,0.004,0.005,0,0.003,0.006,0.004,0,0.004,0,0.001,0.002,0.004,0.006,0.003,0.002,0.008,0.005,0.003,0,0.005,0.001,0.001,0.312,0.212,0.225
DVU0067,0.003,0.002,0.005,0.001,0.006,0.006,0.006,0.002,0.002,0.002,0.009,0,0.003,0.002,0.005,0.001,0.003,0.009,0.004,0.007,0.009,0.01,0.011,0.002,0.005,0.007,0.007,0.005,0.001,0.007,0.004,0.004,0.003,0.007,0.002,0.001,0.005,0.013,0.003,0.006,0.006,0.01,0.008,0.003,0.002,0.004,0.002,0.001,0.001,0.003,0.001,0.001,0.003,0.003,0.004,0.007,0.001,0.009,0.003,0,0,0.004,0.002,0,0.301,0.222,0.212
DVU0068,0,0.003,0.003,0,0.005,0.007,0.008,0.001,0.002,0.002,0.005,0.001,0,0.004,0.003,0.001,0.003,0.007,0.003,0.006,0.004,0.009,0.01,0.005,0.008,0.012,0.007,0.005,0.002,0.003,0.005,0.002,0.003,0.008,0.003,0.001,0.007,0.01,0.009,0.004,0.003,0.009,0.005,0.005,0.001,0.004,0.006,0.001,0,0.003,0,0.001,0.003,0.003,0.006,0.002,0.002,0.007,0.005,0.001,0,0.002,0.001,0.001,0.313,0.217,0.219
DVU0069,0.001,0.005,0.002,0,0.004,0.006,0.009,0.002,0.003,0.003,0.003,0.001,0.001,0.002,0.002,0,0.003,0.008,0.004,0.004,0.004,0.008,0.011,0.007,0.008,0.017,0.008,0.004,0.001,0.006,0.006,0.003,0.004,0.007,0.003,0.001,0.008,0.014,0.01,0.004,0.004,0.01,0.006,0.001,0.001,0.003,0.003,0.001,0,0.001,0,0,0.003,0.002,0.006,0.003,0.002,0.006,0.004,0.001,0,0.002,0.002,0.001,0.311,0.221,0.211
DVU0070,0.001,0.002,0.001,0,0.003,0.005,0.009,0.001,0.002,0.003,0.005,0,0.001,0.003,0.004,0,0.002,0.007,0.004,0.005,0.005,0.011,0.009,0.007,0.009,0.015,0.007,0.006,0.001,0.006,0.005,0.002,0.001,0.007,0.004,0.002,0.009,0.012,0.008,0.004,0.003,0.008,0.005,0.003,0.001,0.005,0.005,0.001,0,0.002,0,0,0.001,0.003,0.01,0.002,0.001,0.008,0.003,0.002,0,0.003,0.001,0,0.311,0.215,0.222
DVU0071,0,0.002,0.003,0,0.002,0.004,0.005,0.002,0.002,0.002,0.004,0.001,0,0.002,0.005,0.001,0.002,0.004,0.003,0.004,0.003,0.007,0.007,0.005,0.006,0.011,0.011,0.004,0.001,0.004,0.006,0.003,0.003,0.006,0.004,0.003,0.005,0.009,0.012,0.006,0.005,0.011,0.009,0.007,0,0.004,0.009,0.002,0,0.001,0,0.001,0.003,0.002,0.008,0.003,0.003,0.008,0.008,0.003,0,0.005,0.002,0.001,0.304,0.225,0.213
DVU0072,0.001,0.003,0.007,0.001,0.005,0.007,0.006,0.003,0.004,0.004,0.004,0.003,0.001,0.004,0.004,0.001,0.005,0.005,0.003,0.006,0.003,0.005,0.008,0.004,0.009,0.009,0.007,0.004,0.002,0.003,0.005,0.003,0.005,0.008,0.005,0.002,0.007,0.006,0.009,0.004,0.004,0.008,0.004,0.003,0.002,0.005,0.005,0.002,0,0.004,0,0.001,0.005,0.002,0.007,0.002,0.002,0.004,0.005,0.003,0,0.005,0.001,0.001,0.306,0.219,0.221
DVU0073,0,0.002,0.004,0.001,0.003,0.006,0.006,0.002,0.001,0.001,0.005,0.002,0.001,0.003,0.003,0,0.005,0.005,0.003,0.005,0.005,0.006,0.009,0.004,0.007,0.012,0.006,0.005,0.002,0.005,0.006,0.003,0.002,0.006,0.003,0,0.006,0.009,0.009,0.007,0.002,0.012,0.007,0.004,0.002,0.003,0.007,0.001,0,0.004,0,0,0.003,0.003,0.006,0.002,0.001,0.006,0.007,0.002,0,0.004,0,0.001,0.308,0.218,0.224
DVU0074,0,0.001,0.003,0.001,0.004,0.006,0.006,0.001,0.002,0.002,0.005,0.001,0.001,0.003,0.003,0.002,0.002,0.005,0.002,0.006,0.003,0.008,0.013,0.003,0.008,0.014,0.007,0.004,0.001,0.002,0.005,0.002,0.002,0.008,0.003,0.002,0.006,0.01,0.01,0.004,0.005,0.006,0.006,0.006,0.002,0.003,0.007,0.001,0,0.003,0.001,0.001,0.003,0.004,0.004,0.001,0.001,0.008,0.005,0.002,0,0.004,0.001,0.001,0.312,0.217,0.223
DVU0075,0,0.003,0.004,0,0.002,0.007,0.004,0.002,0.003,0.004,0.004,0.001,0,0.005,0.003,0,0.002,0.005,0.004,0.007,0.004,0.007,0.012,0.006,0.007,0.012,0.007,0.007,0.002,0.003,0.006,0.003,0.004,0.006,0.004,0.001,0.007,0.013,0.01,0.004,0.002,0.01,0.004,0.003,0.001,0.004,0.007,0.002,0,0.002,0,0.001,0.004,0.002,0.007,0.002,0.003,0.008,0.004,0.002,0,0.004,0.001,0.001,0.312,0.234,0.2
DVU0076,0,0.003,0.002,0,0.002,0.006,0.006,0.003,0.002,0.003,0.003,0.002,0,0.003,0.003,0,0.002,0.004,0.003,0.004,0.006,0.004,0.009,0.005,0.009,0.015,0.006,0.007,0.001,0.004,0.006,0.004,0.002,0.008,0.004,0.001,0.004,0.01,0.013,0.004,0.003,0.008,0.007,0.002,0.001,0.004,0.005,0.004,0,0.002,0,0,0.002,0.004,0.007,0.003,0.002,0.006,0.005,0.003,0,0.006,0.001,0.001,0.308,0.219,0.216
DVU0077,0,0.001,0.002,0.001,0.002,0.005,0.004,0.001,0.002,0.003,0.004,0.001,0,0.005,0.005,0,0.002,0.006,0.004,0.007,0.004,0.003,0.008,0.005,0.005,0.01,0.009,0.006,0.001,0.005,0.007,0.003,0.002,0.004,0.004,0.002,0.006,0.01,0.013,0.006,0.003,0.013,0.006,0.003,0.001,0.004,0.006,0.002,0,0.002,0,0.001,0.005,0.002,0.006,0.004,0.002,0.008,0.007,0.002,0,0.004,0.002,0,0.316,0.228,0.206
DVU0078,0,0.001,0.002,0,0.001,0.005,0.005,0,0,0.001,0.005,0.001,0.003,0.004,0.005,0,0.001,0.004,0.003,0.007,0.003,0.005,0.005,0.006,0.004,0.007,0.011,0.004,0.001,0.005,0.007,0.002,0.002,0.004,0.001,0.003,0.006,0.008,0.008,0.009,0.005,0.011,0.008,0.006,0.001,0.004,0.007,0.003,0,0.002,0.002,0.001,0.005,0.001,0.009,0.001,0.001,0.01,0.006,0.004,0,0.003,0.002,0,0.309,0.232,0.215
DVU0079,0,0.002,0.001,0,0.002,0.003,0.005,0.002,0.002,0.001,0.005,0.001,0.001,0.001,0.006,0.001,0.001,0.005,0.003,0.004,0.003,0.004,0.007,0.007,0.003,0.008,0.01,0.008,0.001,0.004,0.007,0.006,0.003,0.003,0.003,0.003,0.006,0.01,0.008,0.006,0.003,0.012,0.01,0.007,0.001,0.006,0.007,0.004,0,0.001,0.001,0.001,0.002,0.004,0.009,0.003,0.004,0.009,0.007,0.002,0,0.007,0.004,0.002,0.305,0.23,0.204
DVU0080,0,0.004,0.001,0.001,0.003,0.004,0.004,0.003,0.002,0.002,0.004,0.001,0,0.003,0.006,0.001,0.004,0.004,0.004,0.006,0.004,0.006,0.008,0.005,0.005,0.008,0.008,0.005,0.001,0.004,0.008,0.002,0.003,0.005,0.003,0.001,0.008,0.01,0.01,0.005,0.004,0.011,0.008,0.005,0.001,0.004,0.007,0.002,0,0.001,0.001,0.001,0.003,0.003,0.005,0.003,0.002,0.01,0.008,0.003,0,0.003,0.002,0.001,0.306,0.219,0.222
DVU0081,0.001,0.004,0.003,0.001,0.004,0.006,0.007,0.003,0.004,0.003,0.004,0.001,0.001,0.004,0.004,0.001,0.003,0.005,0.004,0.006,0.004,0.007,0.009,0.005,0.006,0.01,0.008,0.005,0.001,0.005,0.006,0.003,0.005,0.007,0.004,0.003,0.007,0.01,0.007,0.004,0.006,0.009,0.005,0.003,0.001,0.004,0.004,0.001,0,0.002,0.001,0.001,0.005,0.003,0.007,0.002,0.003,0.006,0.005,0.001,0,0.003,0.001,0,0.303,0.222,0.216
DVU0082,0.001,0.002,0.003,0.001,0.003,0.007,0.004,0.002,0.003,0.002,0.004,0.001,0.001,0.004,0.004,0.001,0.002,0.005,0.004,0.005,0.005,0.01,0.009,0.006,0.008,0.01,0.008,0.004,0.002,0.006,0.007,0.002,0.004,0.007,0.002,0.002,0.005,0.009,0.01,0.005,0.004,0.009,0.007,0.004,0.001,0.004,0.004,0.002,0,0.003,0,0.001,0.003,0.004,0.007,0.003,0.001,0.007,0.005,0.002,0,0.004,0.001,0,0.3,0.225,0.219
DVU0083,0,0.001,0.003,0,0.002,0.002,0.006,0.001,0.002,0.001,0.006,0.002,0,0.002,0.008,0.001,0.002,0.004,0.001,0.005,0.003,0.007,0.006,0.006,0.003,0.007,0.01,0.008,0.002,0.002,0.004,0.004,0.002,0.005,0.006,0.004,0.006,0.009,0.01,0.001,0.009,0.009,0.009,0.005,0.002,0.006,0.009,0.004,0,0.002,0.001,0.001,0.001,0.003,0.006,0.004,0.004,0.009,0.007,0.006,0,0.004,0.004,0.001,0.305,0.203,0.235
DVU0084,0.001,0.005,0.002,0.001,0.002,0.006,0.009,0.002,0.003,0.001,0.003,0.001,0.001,0.005,0.004,0.001,0.004,0.006,0.002,0.007,0.004,0.006,0.009,0.004,0.007,0.013,0.005,0.007,0.002,0.003,0.005,0.001,0.004,0.006,0.003,0.002,0.008,0.01,0.009,0.003,0.003,0.009,0.004,0.003,0,0.003,0.007,0.001,0,0.003,0,0.001,0.004,0.002,0.006,0.002,0.002,0.006,0.007,0.001,0,0.003,0,0,0.319,0.227,0.209
DVU0085,0,0.003,0.004,0.001,0.003,0.007,0.005,0.001,0.003,0.002,0.005,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.007,0.007,0.005,0.007,0.006,0.005,0.008,0.008,0.006,0.002,0.005,0.004,0.003,0.004,0.006,0.003,0.002,0.004,0.009,0.007,0.004,0.005,0.008,0.008,0.005,0.001,0.004,0.007,0.002,0,0.002,0,0.001,0.005,0.003,0.007,0.004,0.004,0.007,0.005,0.002,0,0.005,0.002,0.001,0.301,0.224,0.217
DVU0086,0.007,0.005,0.003,0,0.004,0.001,0.007,0.005,0.003,0.005,0.007,0,0,0.003,0.005,0.001,0.007,0.004,0.005,0.007,0.004,0.012,0.009,0.007,0.004,0.011,0.005,0.005,0.001,0.004,0.003,0.011,0,0.007,0.005,0.001,0.009,0.014,0.003,0.003,0.005,0.007,0.013,0.003,0,0.004,0.001,0.003,0.001,0.001,0.001,0,0.005,0.004,0.007,0.004,0.003,0.007,0.003,0,0.003,0.009,0.003,0.009,0.282,0.225,0.205
DVU0087,0.002,0.002,0.004,0.001,0.004,0.003,0.007,0.002,0.003,0.003,0.007,0.001,0.001,0.003,0.005,0.001,0.001,0.005,0.006,0.005,0.002,0.006,0.005,0.006,0.006,0.007,0.007,0.004,0.004,0.006,0.005,0.005,0.005,0.006,0.002,0.002,0.007,0.007,0.005,0.006,0.004,0.01,0.005,0.006,0.002,0.005,0.004,0.004,0,0.003,0.001,0.003,0.004,0.003,0.007,0.006,0.003,0.005,0.006,0.004,0,0.006,0.004,0.001,0.299,0.219,0.219
DVU0088,0,0,0.002,0.001,0.002,0.004,0.003,0.002,0.001,0.003,0.003,0.001,0.001,0.005,0.005,0.001,0.002,0.003,0.004,0.007,0.006,0.003,0.005,0.005,0.003,0.007,0.008,0.007,0.002,0.004,0.007,0.005,0.001,0.005,0.001,0.002,0.003,0.009,0.008,0.006,0.003,0.01,0.008,0.006,0.002,0.005,0.007,0.004,0,0.003,0.001,0.001,0.005,0.003,0.008,0.004,0.003,0.007,0.009,0.004,0,0.007,0.003,0.001,0.31,0.235,0.201
DVU0089,0.003,0.004,0.003,0.002,0.004,0.006,0.007,0.003,0.002,0.004,0.004,0.002,0.001,0.006,0.005,0.002,0.004,0.003,0.004,0.008,0.005,0.006,0.008,0.004,0.007,0.007,0.007,0.005,0.003,0.004,0.004,0.003,0.005,0.007,0.004,0.002,0.005,0.007,0.005,0.003,0.005,0.006,0.006,0.003,0.002,0.005,0.003,0.001,0.001,0.004,0,0.002,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.002,0,0.004,0.001,0.001,0.297,0.232,0.213
DVU0090,0.001,0.004,0.003,0.001,0.003,0.004,0.006,0.003,0.003,0.002,0.004,0.002,0.001,0.004,0.004,0.001,0.004,0.004,0.004,0.006,0.005,0.002,0.005,0.003,0.005,0.009,0.009,0.004,0.002,0.003,0.004,0.004,0.003,0.007,0.005,0.002,0.006,0.006,0.009,0.005,0.005,0.009,0.009,0.004,0.002,0.005,0.005,0.002,0,0.002,0.001,0.002,0.004,0.003,0.007,0.002,0.002,0.006,0.005,0.004,0,0.004,0.003,0.001,0.305,0.221,0.22
DVU0091,0.001,0.004,0.008,0.001,0.004,0.006,0.006,0.004,0.004,0.004,0.003,0.004,0.002,0.004,0.003,0.001,0.006,0.005,0.004,0.005,0.004,0.002,0.006,0.005,0.009,0.007,0.007,0.002,0.002,0.005,0.007,0.004,0.006,0.007,0.003,0.003,0.007,0.007,0.006,0.005,0.005,0.007,0.002,0.002,0.001,0.002,0.003,0.003,0,0.003,0,0.002,0.004,0.002,0.008,0.003,0.001,0.007,0.005,0.001,0,0.006,0.002,0.001,0.298,0.227,0.218
