DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2
DVU2263,-0.375,0.043,-0.294,-0.002
DVU2264,-0.64,0.097,-0.484,0.119
DVU2265,-0.449,0.087,-0.41,0.006
DVU2266,-0.321,0.141,-0.308,0.155
DVU2267,-0.358,0.048,-0.293,0.086
DVU2268,-0.284,0.009,-0.255,-0.108
DVU2269,-0.401,0.068,-0.242,0.012
DVU2270,-0.337,0.03,-0.216,0.061
DVU2271,-0.272,0.033,-0.246,-0.008
DVU2272,-0.237,-0.014,-0.28,-0.022
DVU2273,-0.21,0.039,-0.275,0.096
DVU2274,-0.24,0.053,-0.128,0.028
DVU2275,-0.287,0.062,-0.284,0.043
DVU2276,-0.399,0.018,-0.361,0.046
DVU2277,-0.226,0.009,-0.238,0.038
DVU2278,-0.281,-0.005,-0.304,0.028
DVU2279,-0.314,-0.072,-0.372,0.037
DVU2280,-0.273,-0.007,-0.29,0.006
DVU2281,-0.305,0.029,-0.259,0.002
DVU2282,-0.284,-0.005,-0.295,0.012
DVU2283,-0.194,-0.091,-0.291,-0.104
DVU2284,-0.317,-0.027,-0.307,0.042
DVU2285,-0.258,-0.035,-0.354,0.041
DVU2286,-0.305,0.029,-0.295,0.015
DVU2288,-0.316,0.017,-0.383,0.047
DVU2289,-0.278,-0.01,-0.3,0.018
DVU2290,-0.273,-0.015,-0.292,0.009
DVU2291,-0.339,0.056,-0.35,0.023
DVU2292,-0.307,0.06,-0.271,-0.004
DVU2293,-0.284,0.104,-0.309,0.123
DVU2294,-0.322,0.055,-0.274,0.06
DVU2295,-0.27,-0.005,-0.252,-0.006
DVU2296,-0.28,0.042,-0.266,0.043
DVU2297,-0.318,-0.002,-0.234,-0.022
DVU2298,-0.3,0.007,-0.299,-0.029
DVU2299,-0.26,0.015,-0.262,0.007
DVU2300,-0.297,0.086,-0.326,0.109
DVU2301,-0.615,0.28,-0.508,0.26
DVU2302,-0.229,-0.043,-0.287,-0.013
DVU2303,-0.262,-0.013,-0.279,-0.003
DVU2304,-0.375,0.078,-0.403,0.108
DVU2305,-0.163,-0.057,-0.225,-0.037
DVU2306,-0.229,-0.067,-0.305,0.008
DVU2307,-0.294,-0.007,-0.235,0.008
DVU2308,-0.305,0.002,-0.312,0.07
DVU2309,-0.231,-0.074,-0.268,-0.054
DVU2310,-0.284,0.015,-0.31,0.04
DVU4009,-0.284,0.027,-0.283,0.042
DVU2312,-0.255,-0.007,-0.199,-0.021
DVU2313,-0.254,0.012,-0.287,-0.001
DVU2314,-0.2,-0.034,-0.358,0.069
DVU2315,-0.368,0.06,-0.306,-0.011
DVU2316,-0.226,0.006,-0.27,-0.009
DVU2317,-0.235,0.011,-0.269,0.04
DVU2318,-0.234,-0.008,-0.264,-0.004
DVU2319,-0.276,-0.005,-0.293,0.028
DVU2320,-0.278,0.002,-0.328,0.036
DVU2321,-0.366,0.092,-0.315,0.053
DVU2322,-0.268,0.028,-0.288,0.005
DVU2323,-0.2,-0.07,-0.259,0.002
DVU2324,-0.342,0.036,-0.281,0.032
DVU2325,-0.319,0.027,-0.311,0.046
DVU2326,-0.225,-0.021,-0.219,-0.066
DVU4016,-0.243,0.022,-0.255,0.01
DVU2328,-0.25,0.065,-0.231,0.073
DVU2329,-0.251,-0.025,-0.237,-0.076
DVU2330,-0.257,-0.036,-0.268,-0.04
DVU2331,-0.279,0.044,-0.272,-0.008
DVU2332,-0.32,0.028,-0.259,0.022
DVU2333,-0.255,0.026,-0.277,-0.017
DVU2334,-0.366,0.008,-0.439,-0.002
DVU2335,-0.311,0.048,-0.283,0.025
DVU2336,-0.245,-0.008,-0.243,-0.024
DVU2337,-0.303,0.037,-0.259,0.057
DVU2338,-0.291,0.096,-0.212,-0.003
DVU2339,-0.248,-0.019,-0.235,-0.005
DVU2340,-0.298,0.006,-0.282,0.03
DVU2341,-0.3,0.038,-0.4,0.098
DVU2342,-0.226,-0.022,-0.208,-0.075
DVU2343,-0.195,0.001,-0.256,-0.008
DVU2344,-0.314,-0.043,-0.255,-0.046
DVU2345,-0.308,-0.018,-0.169,-0.065
DVU2346,-0.338,-0.033,-0.265,-0.004
DVU2347,-0.257,-0.002,-0.275,0.008
DVU2348,-0.246,0.026,-0.24,0.01
DVU2349,-0.271,0.029,-0.292,0.016
DVU2350,-0.235,-0.026,-0.267,0.004
DVU2351,-0.338,0.078,-0.339,0.075
DVU2352,-0.318,0.022,-0.252,0.009
DVU2353,-0.319,0.051,-0.323,0.052
DVU2354,-0.293,0.03,-0.258,-0.003
DVU2355,-0.334,0.023,-0.378,0.06
DVU2356,-0.27,-0.005,-0.274,-0.027
DVU2357,-0.27,0.018,-0.273,0.004
DVU2359,-0.254,0.032,-0.286,0.034
DVU2360,-0.27,0.035,-0.33,0.051
DVU2361,-0.342,0.171,-0.358,0.153
DVU2362,-0.372,0.06,-0.284,0.028
DVU2363,-0.408,0.079,-0.308,0.017
DVU2364,-0.271,0.008,-0.303,0.01
DVU2365,-0.255,-0.034,-0.245,-0.021
DVU2366,-0.347,-0.036,-0.365,-0.011
DVU2367,-0.283,0.039,-0.291,0.021
DVU2368,-0.283,-0.066,-0.333,-0.041
DVU2369,-0.268,-0.006,-0.3,0.018
DVU2370,-0.195,-0.014,-0.247,-0.025
DVU2371,-0.296,0.016,-0.254,-0.019
DVU2372,-0.291,0.012,-0.317,0.003
DVU2373,-0.245,-0.04,-0.267,-0.044
DVU2374,-0.243,-0.014,-0.281,-0.037
DVU2375,-0.261,-0.038,-0.345,0.032
DVU2376,-0.242,0.004,-0.257,0
DVU2377,-0.489,0.128,-0.239,0.054
DVU2378,-0.29,0.007,-0.344,0.054
DVU2379,-0.272,-0.001,-0.285,0.027
DVU2380,-0.306,0.009,-0.298,0.035
DVU2381,-0.314,0.01,-0.278,0.052
DVU2382,-0.252,-0.003,-0.259,-0.016
DVU2383,-0.295,-0.021,-0.314,-0.029
DVU2384,-0.297,0.029,-0.336,0.037
DVU2385,-0.305,0.004,-0.285,-0.014
DVU2386,-0.317,-0.024,-0.247,-0.088
DVU2387,-0.256,0.024,-0.249,-0.014
DVU2388,-0.308,-0.004,-0.343,0.064
DVU2389,-0.335,-0.002,-0.279,0.047
DVU2390,-0.364,0.087,-0.264,0.026
DVU2391,-0.337,0.14,-0.259,0.134
DVU2392,-0.254,0.002,-0.254,-0.012
DVU4010,-0.276,0.009,-0.263,0
DVU2394,-0.298,-0.022,-0.293,-0.013
DVU2395,-0.24,-0.033,-0.275,-0.027
DVU2396,-0.245,-0.078,-0.274,-0.031
DVU2397,-0.274,0.004,-0.288,0.037
DVU2398,-0.231,-0.046,-0.327,0.016
DVU2399,-0.335,0.026,-0.31,0.026
DVU2400,-0.294,0.076,-0.293,0.028
DVU2401,-0.316,0.018,-0.261,-0.008
DVU2402,-0.325,0.04,-0.331,0.039
DVU2403,-0.297,0.05,-0.292,0.029
DVU2404,-0.327,0.076,-0.267,0.044
DVU2405,-0.259,-0.036,-0.299,-0.029
DVU2406,-0.425,0.083,-0.348,0.036
DVU2407,-0.408,0.091,-0.342,0.058
DVU2408,-0.307,0.163,-0.378,0.163
DVU2409,-0.285,0.001,-0.271,0.02
DVU2410,-0.304,-0.004,-0.268,-0.028
DVU2411,-0.298,0.076,-0.235,0.012
DVU2412,-0.263,0.022,-0.243,0.025
DVU2413,-0.297,0.04,-0.297,0.037
DVU2414,-0.296,0.002,-0.248,-0.016
DVU2415,-0.264,0.026,-0.291,0.061
DVU2416,-0.219,-0.023,-0.259,0.034
DVU2417,-0.237,-0.069,-0.182,-0.085
DVU2418,-0.354,-0.027,-0.249,-0.038
DVU2419,-0.351,0.043,-0.265,0.034
DVU2420,-0.282,0.065,-0.209,0.025
DVU2421,-0.216,-0.031,-0.302,0.095
DVU2422,-0.284,0.014,-0.322,0.014
DVU2423,-0.265,-0.01,-0.245,0.001
DVU2424,-0.338,0.023,-0.291,-0.029
DVU2425,-0.32,0.054,-0.245,0.017
DVU2426,-0.303,0.035,-0.175,0.124
DVU2427,-0.32,0.044,-0.276,0.028
DVU2428,-0.315,-0.031,-0.283,-0.012
DVU2429,-0.416,0.054,-0.233,0.016
DVU2430,-0.243,-0.003,-0.258,-0.016
DVU2431,-0.363,0.07,-0.291,-0.004
DVU2432,-0.269,-0.017,-0.29,0.002
DVU2433,-0.279,0.016,-0.397,0.08
DVU2434,-0.271,0.125,-0.318,0.094
DVU2435,-0.306,0.037,-0.283,0.026
DVU2436,-0.251,-0.03,-0.294,0.026
DVU2437,-0.308,0.083,-0.286,0.027
DVU2439,-0.272,-0.015,-0.28,-0.026
DVU2440,-0.339,0.066,-0.243,0.036
DVU2441,-0.227,-0.012,-0.259,-0.036
DVU2442,-0.27,0.03,-0.297,0.068
DVU2443,-0.295,-0.011,-0.294,-0.013
DVU2444,-0.249,-0.042,-0.283,-0.063
DVU2445,-0.328,-0.142,-0.283,-0.048
DVU2446,-0.368,0.051,-0.292,0.037
DVU2447,-0.319,0.009,-0.326,0.041
DVU2448,-0.216,-0.025,-0.29,0.049
DVU2449,-0.234,-0.03,-0.331,-0.018
DVU2450,-0.172,-0.056,-0.145,-0.065
DVU2451,-0.252,-0.007,-0.283,0.027
DVU2452,-0.327,-0.034,-0.367,0.111
DVU2453,-0.246,-0.056,-0.139,0.019
DVU2454,-0.314,0.081,-0.291,-0.022
DVU2455,-0.299,0.023,-0.322,0.049
DVU2456,-0.137,-0.032,-0.253,-0.027
DVU2457,-0.313,0.007,-0.238,-0.045
DVU2459,-0.216,0,-0.254,-0.064
DVU2460,-0.288,0.008,-0.227,-0.049
DVU2461,-0.253,-0.043,-0.304,0.012
DVU2462,-0.272,-0.014,-0.276,0.032
DVU2463,-0.252,-0.012,-0.226,0.005
DVU2464,-0.242,0.003,-0.253,-0.007
DVU2465,-0.339,0.186,-0.412,0.156
DVU2466,-0.303,0.024,-0.332,0.024
DVU2467,-0.257,0.006,-0.237,-0.031
DVU2468,-0.287,0.029,-0.207,-0.009
DVU2469,-0.208,0.026,-0.221,0.044
DVU2470,-0.335,0.01,-0.351,0.023
DVU2472,-0.295,0.044,-0.265,0.026
DVU2473,-0.241,0.152,-0.388,0.199
DVU2474,-0.341,0.003,-0.277,-0.013
DVU2475,-0.271,0.018,-0.292,0.018
DVU2476,-0.251,-0.005,-0.257,0.022
DVU2477,-0.204,-0.055,-0.261,-0.029
DVU2478,-0.253,-0.002,-0.308,0.011
DVU2479,-0.256,-0.061,-0.312,-0.016
DVU2480,-0.248,0.093,-0.288,0.093
DVU2481,-0.27,-0.001,-0.243,0.035
DVU2483,-0.294,-0.004,-0.313,0.009
DVU2484,-0.3,0.02,-0.273,0.009
DVU2485,-0.3,0.038,-0.256,-0.024
DVU2486,-0.271,0.017,-0.273,-0.003
DVU2487,-0.291,0.032,-0.274,0.043
DVU2488,-0.28,-0.014,-0.311,0.023
DVU2489,-0.304,0.082,-0.337,0.071
DVU2490,-0.316,-0.001,-0.32,0.027
DVU2491,-0.345,0.046,-0.318,0.047
DVU2492,-0.293,0.012,-0.275,0.017
DVU2493,-0.276,0.024,-0.297,0.058
DVU2494,-0.227,-0.021,-0.333,-0.005
DVU2495,-0.338,-0.018,-0.32,-0.024
DVU2496,-0.264,-0.005,-0.264,-0.003
DVU2497,-0.274,0.016,-0.269,-0.002
DVU2498,-0.326,0.038,-0.385,0.155
DVU2499,-0.22,-0.017,-0.288,-0.022
DVU2500,-0.256,-0.06,-0.278,0.005
DVU2501,-0.292,-0.048,-0.203,-0.061
DVU2502,-0.313,-0.027,-0.252,0
DVU2503,-0.306,-0.061,-0.297,-0.051
DVU2504,-0.327,0.045,-0.291,0.017
DVU2505,-0.275,-0.027,-0.304,-0.032
DVU2506,-0.274,-0.005,-0.289,0.032
DVU2507,-0.309,0.023,-0.283,-0.017
DVU2508,-0.29,0.013,-0.267,-0.004
DVU2509,-0.272,-0.021,-0.276,-0.002
DVU2510,-0.299,0.028,-0.279,0.018
DVU2511,-0.327,0.013,-0.22,0.087
DVU2512,-0.299,-0.027,-0.277,-0.001
DVU2513,-0.216,0.004,-0.176,-0.024
DVU2514,-0.231,-0.004,-0.239,-0.038
DVU2515,-0.21,-0.009,-0.251,-0.034
DVU2516,-0.232,-0.012,-0.221,0.033
DVU2517,-0.261,-0.039,-0.275,-0.033
DVU2518,-0.251,-0.039,-0.292,0.002
DVU2519,-0.2,-0.073,-0.291,-0.019
DVU2520,-0.363,0.131,-0.324,0.147
DVU2521,-0.311,0.014,-0.299,0.025
DVU2522,-0.308,0.038,-0.297,0.03
DVU2523,-0.283,0,-0.348,0.034
DVU2524,-0.319,0.056,-0.311,0.067
DVU2525,-0.254,-0.011,-0.27,-0.01
DVU2526,-0.287,0.034,-0.281,0.051
DVU2527,-0.236,0.013,-0.196,0.043
DVU2528,-0.416,0.046,-0.365,0.079
DVU2529,-0.264,0.002,-0.244,-0.011
DVU2530,-0.299,0.034,-0.299,0.027
DVU2531,-0.3,0.019,-0.25,-0.007
DVU2532,-0.17,-0.014,-0.298,0.08
DVU2533,-0.251,-0.024,-0.254,-0.014
DVU2534,-0.226,0.01,-0.273,0.051
DVU2535,-0.219,0.016,-0.253,0.044
DVU2536,-0.214,-0.038,-0.286,-0.036
DVU2537,-0.202,-0.063,-0.248,-0.004
DVU2538,-0.278,0,-0.283,0.009
DVU2539,-0.332,0.107,-0.322,0.136
DVU2540,-0.289,0.025,-0.254,0.019
DVU2541,-0.342,0.031,-0.235,-0.031
DVU2542,-0.309,0.123,-0.191,0.014
DVU2543,-0.238,-0.037,-0.287,-0.028
DVU2544,-0.276,0.036,-0.255,0.064
DVU2545,-0.265,0.005,-0.291,0.006
DVU2546,-0.259,-0.04,-0.296,0.004
DVU2547,-0.21,0.019,-0.227,0.036
DVU2548,-0.307,0.046,-0.321,-0.001
DVU2549,-0.338,0.074,-0.3,0.112
DVU2550,-0.248,-0.007,-0.294,0.022
DVU2551,-0.264,0.045,-0.251,0.028
DVU2552,-0.278,-0.009,-0.262,-0.021
DVU2553,-0.333,0.02,-0.283,0.021
DVU2554,-0.269,-0.014,-0.259,0.011
DVU2555,-0.328,0.029,-0.261,-0.021
DVU2556,-0.235,0.01,-0.272,0.03
DVU2557,-0.324,0.004,-0.262,0.009
DVU2558,-0.288,0.031,-0.33,0.067
DVU2559,-0.326,0.021,-0.32,0.022
DVU2560,-0.317,0.07,-0.276,-0.041
DVU2561,-0.312,-0.018,-0.315,0.005
DVU2562,-0.239,0.013,-0.329,0.053
DVU2563,-0.286,0.041,-0.26,0.023
DVU2564,-0.298,0.034,-0.301,0.025
DVU2565,-0.335,0.062,-0.266,0.041
DVU2566,-0.284,-0.008,-0.266,-0.026
DVU2567,-0.264,0.004,-0.277,0.051
DVU2568,-0.281,0.045,-0.288,0.026
DVU2569,-0.24,-0.065,-0.231,-0.042
DVU2570,-0.35,0.008,-0.278,-0.007
DVU2571,-0.282,-0.022,-0.299,-0.011
DVU2572,-0.235,0.033,-0.246,0.011
DVU2573,-0.481,-0.032,-0.354,0.017
DVU2574,-0.3,0.113,-0.232,0.125
DVU2575,-0.274,0.015,-0.324,0.059
DVU2576,-0.254,-0.003,-0.311,0.018
DVU2577,-0.277,-0.015,-0.26,-0.006
DVU2578,-0.309,-0.007,-0.316,0.021
DVU2579,-0.197,-0.062,-0.288,-0.064
DVU2580,-0.257,-0.022,-0.285,-0.021
DVU2581,-0.319,0.034,-0.294,0.024
DVU2582,-0.252,0.009,-0.302,0.013
DVU2583,-0.297,0.056,-0.306,0.049
DVU2584,-0.237,-0.056,-0.265,-0.009
DVU2585,-0.283,0.008,-0.27,0.016
DVU2586,-0.267,-0.031,-0.248,-0.047
DVU2587,-0.305,0.034,-0.276,0.023
DVU2588,-0.315,0.01,-0.268,-0.01
DVU2589,-0.411,0.133,-0.422,0.09
DVU2590,-0.29,0.05,-0.278,0.061
DVU2591,-0.333,-0.064,-0.307,-0.025
DVU2592,-0.298,0.014,-0.267,0.042
DVU2593,-0.272,-0.034,-0.283,-0.032
DVU2594,-0.192,-0.05,-0.411,0.008
DVU2595,-0.372,0.097,-0.34,0.108
DVU2596,-0.3,-0.018,-0.234,-0.013
DVU2597,-0.291,0.061,-0.27,0.003
DVU2598,-0.316,0.084,-0.283,0.051
DVU2599,-0.285,0.034,-0.241,0.01
DVU2600,-0.38,0.05,-0.344,0.001
DVU4020,-0.28,0.043,-0.285,0
DVU2602,-0.259,0.008,-0.208,0.002
DVU2603,-0.274,0.003,-0.157,-0.057
DVU2604,-0.318,0.036,-0.265,0.03
DVU2605,-0.244,0.001,-0.275,-0.063
DVU2606,-0.311,0.038,-0.309,0.083
DVU2607,-0.332,0.077,-0.276,0.083
DVU2608,-0.267,-0.032,-0.337,0.052
DVU2609,-0.275,0.003,-0.273,-0.037
DVU2610,-0.33,0.049,-0.277,0.019
DVU2611,-0.296,-0.007,-0.271,-0.017
DVU2612,-0.321,-0.033,-0.331,-0.048
DVU2613,-0.264,0,-0.283,0.022
DVU2614,-0.247,0.004,-0.316,0.041
DVU2615,-0.272,0.016,-0.308,0.007
DVU2616,-0.285,0.03,-0.262,0.012
DVU2617,-0.254,-0.013,-0.32,0.04
DVU2618,-0.258,-0.086,-0.341,-0.074
DVU2619,-0.302,0.036,-0.369,0.054
DVU2620,-0.255,0.017,-0.264,-0.008
DVU2621,-0.243,-0.025,-0.247,-0.041
DVU2622,-0.332,-0.025,-0.255,-0.014
DVU2623,-0.239,-0.018,-0.316,0.035
DVU2624,-0.311,0.046,-0.311,0.047
DVU2625,-0.387,0.06,-0.339,0.037
DVU2626,-0.316,-0.023,-0.275,0.039
DVU2627,-0.357,0.067,-0.252,0.015
DVU2628,-0.267,-0.023,-0.268,0.007
DVU2629,-0.353,0.022,-0.338,0.057
DVU2630,-0.221,-0.013,-0.315,0.031
DVU2631,-0.431,0.081,-0.325,0.055
DVU2632,-0.303,0.106,-0.25,0.122
DVU2633,-0.255,0.015,-0.266,0.018
DVU2634,-0.334,-0.016,-0.354,-0.003
DVU2635,-0.298,0.036,-0.256,-0.001
DVU2636,-0.331,0.082,-0.255,0.032
DVU2637,-0.303,0.043,-0.269,0.038
DVU2638,-0.267,-0.012,-0.219,-0.003
DVU2639,-0.228,0.046,-0.279,0.012
DVU2640,-0.299,-0.018,-0.29,-0.024
DVU2641,-0.242,-0.068,-0.282,-0.04
DVU2642,-0.272,0.007,-0.255,0.012
DVU2643,-0.239,-0.003,-0.268,-0.002
DVU2644,-0.284,0.018,-0.345,0.069
DVU2645,-0.296,-0.003,-0.351,0.028
DVU2646,-0.258,-0.001,-0.268,-0.039
DVU2647,-0.133,-0.122,-0.299,0
DVU2648,-0.267,-0.031,-0.253,-0.058
DVU2649,-0.336,-0.021,-0.201,-0.006
DVU2650,-0.328,0.049,-0.298,-0.007
DVU2651,-0.293,0.008,-0.253,0.015
DVU2652,-0.285,0.022,-0.261,0.013
DVU2653,-0.237,0.041,-0.341,0.096
DVU2654,-0.186,-0.069,-0.288,0.032
DVU2655,-0.268,-0.031,-0.269,-0.02
DVU2656,-0.242,-0.021,-0.282,-0.008
DVU2657,-0.286,0.005,-0.277,0.032
DVU2658,-0.249,0.016,-0.275,0.049
DVU2659,-0.359,0.071,-0.296,0.055
DVU2660,-0.397,0.08,-0.341,0.101
DVU2661,-0.233,-0.038,-0.28,0.016
DVU2662,-0.288,0.029,-0.31,0.059
DVU2663,-0.403,0.026,-0.32,0.028
DVU2664,-0.336,0.05,-0.262,0.048
DVU2665,-0.304,-0.081,-0.272,-0.055
DVU2666,-0.308,-0.001,-0.258,0.018
DVU2667,-0.284,0.001,-0.349,0.043
DVU2668,-0.267,-0.026,-0.279,-0.023
DVU2669,-0.172,-0.057,-0.161,-0.014
DVU2670,-0.188,-0.004,-0.12,-0.085
DVU2671,-0.195,-0.016,-0.26,0.054
DVU2672,-0.375,0.057,-0.303,0.04
DVU2673,-0.299,0.016,-0.326,0.07
DVU2674,-0.263,0.017,-0.278,0.029
DVU2675,-0.272,0.02,-0.196,-0.002
DVU2676,-0.288,0.079,-0.232,0.072
DVU2677,-0.247,-0.031,-0.269,-0.037
DVU2678,-0.292,0.021,-0.268,0.025
DVU2679,-0.297,0.03,-0.256,0.016
DVU2680,-0.255,-0.01,-0.207,-0.007
DVU2681,-0.24,0.121,-0.239,0.025
DVU2682,-0.309,-0.024,-0.291,-0.018
DVU2683,-0.287,-0.019,-0.3,-0.005
DVU2684,-0.316,0.033,-0.344,0.045
DVU2685,-0.285,0.091,-0.299,0.077
DVU2686,-0.322,0.045,-0.221,-0.013
DVU2687,-0.359,-0.001,-0.199,-0.02
DVU2688,-0.331,0.039,-0.318,0.042
DVU2689,-0.321,0.027,-0.299,0.027
DVU2690,-0.329,0.049,-0.254,-0.023
DVU2691,-0.273,0.011,-0.22,0
DVU2692,-0.367,0.092,-0.257,0
DVU2693,-0.237,0.008,-0.125,-0.052
DVU2694,-0.365,0.097,-0.251,0.021
DVU2695,-0.35,0.068,-0.23,-0.042
DVU2696,-0.342,0.05,-0.277,0.018
DVU2697,-0.302,-0.021,-0.246,-0.045
DVU2698,-0.348,0.075,-0.374,0.115
DVU2699,-0.318,0.026,-0.304,0.04
DVU2700,-0.268,-0.044,-0.228,-0.055
DVU2701,-0.336,-0.008,-0.243,-0.107
DVU2702,-0.346,0.059,-0.229,0.028
DVU2703,-0.449,0.082,-0.177,-0.045
DVU2704,-0.302,-0.02,-0.222,-0.019
DVU2705,-0.297,0.072,-0.286,0.024
DVU2706,-0.298,0.035,-0.233,-0.018
DVU2707,-0.319,0.027,-0.299,0.001
DVU2708,-0.288,0.041,-0.333,0.048
DVU4026,-0.303,0.047,-0.28,0.019
DVU2710,-0.265,-0.019,-0.304,0.028
DVU2711,-0.314,0.013,-0.35,0.009
DVU2712,-0.306,0.044,-0.352,0.043
DVU2713,-0.331,-0.02,-0.345,0.013
DVU2714,-0.297,0.075,-0.304,0.016
DVU2715,-0.333,0.001,-0.371,0.045
DVU2716,-0.305,0.028,-0.332,0.015
DVU2717,-0.303,-0.019,-0.163,-0.093
DVU2718,-0.461,0.063,-0.397,0.076
DVU2719,-0.379,-0.008,-0.259,-0.023
DVU2720,-0.247,-0.021,-0.319,0.018
DVU2721,-0.306,0.003,-0.245,-0.017
DVU2722,-0.279,0.03,-0.298,0.042
DVU2723,-0.355,0.055,-0.271,-0.002
DVU2724,-0.221,-0.088,-0.281,-0.042
DVU2725,-0.369,0.018,-0.27,-0.032
DVU2727,-0.347,0.034,-0.369,0.12
DVU2728,-0.326,0.021,-0.353,0.06
DVU2729,-0.297,-0.004,-0.298,0.046
DVU2730,-0.27,-0.08,-0.31,0.002
DVU2731,-0.322,-0.076,-0.291,0.014
DVU2732,-0.314,0.048,-0.226,0.03
DVU2733,-0.273,-0.038,-0.289,0
DVU4022,-0.275,0.045,-0.361,0.083
DVU2735,-0.262,0.002,-0.292,0.025
DVU2736,-0.266,-0.05,-0.251,-0.016
DVU2737,-0.303,0.008,-0.229,-0.037
DVU2738,-0.269,-0.044,-0.298,0.011
DVU2739,-0.279,0.003,-0.3,0.019
DVU2740,-0.257,-0.015,-0.245,-0.033
DVU2741,-0.3,-0.018,-0.27,-0.023
DVU2742,-0.278,-0.034,-0.29,-0.021
DVU2743,-0.263,0.016,-0.309,0.017
DVU2744,-0.214,-0.043,-0.261,-0.071
DVU2745,-0.351,-0.048,-0.331,0.024
DVU2746,-0.288,0.007,-0.273,-0.01
DVU2747,-0.265,0.015,-0.28,0.021
DVU2748,-0.358,0.061,-0.299,0.059
DVU2749,-0.348,0.039,-0.266,-0.023
DVU2750,-0.306,0.045,-0.271,0.026
DVU2751,-0.326,0.016,-0.349,0.036
DVU2752,-0.252,0.012,-0.251,0.011
DVU2753,-0.331,0.027,-0.308,0.017
DVU2754,-0.334,0.034,-0.335,0.043
DVU2755,-0.246,0.004,-0.238,-0.012
DVU2756,-0.277,-0.045,-0.296,-0.016
DVU2757,-0.263,0.024,-0.326,0.027
DVU2758,-0.243,-0.02,-0.334,0.018
DVU2759,-0.323,0.119,-0.542,0.286
DVU2760,-0.31,0.044,-0.344,0.048
DVU2761,-0.25,0.027,-0.265,0.014
DVU2762,-0.298,0.009,-0.239,-0.014
DVU2763,-0.279,0.027,-0.25,0
DVU2764,-0.291,-0.006,-0.324,0.043
DVU2765,-0.23,-0.026,-0.283,-0.007
DVU2766,-0.308,0.03,-0.357,0.06
DVU2767,-0.275,-0.006,-0.324,-0.018
DVU2768,-0.268,0.057,-0.327,0.091
DVU2769,-0.226,0.012,-0.259,-0.046
DVU2770,-0.287,0.026,-0.317,0.042
DVU2771,-0.254,0.009,-0.278,-0.02
DVU2772,-0.356,0.033,-0.278,0.026
DVU2773,-0.314,0.008,-0.311,0.01
DVU2774,-0.237,-0.066,-0.319,-0.045
DVU2775,-0.284,-0.088,-0.291,-0.047
DVU2776,-0.227,-0.022,-0.171,-0.057
DVU2777,-0.369,0.089,-0.241,0.028
DVU2778,-0.287,0.047,-0.228,0.005
DVU2779,-0.3,0.033,-0.275,-0.006
DVU2780,-0.26,-0.023,-0.273,-0.036
DVU2781,-0.309,0.075,-0.333,0.122
DVU2782,-0.295,0.059,-0.276,0.056
DVU2783,-0.345,0.046,-0.372,0.01
DVU2784,-0.312,-0.012,-0.288,0.008
DVU2785,-0.228,0.002,-0.236,0.047
DVU2786,-0.276,-0.027,-0.258,0.012
DVU2787,-0.314,0.031,-0.33,0.006
DVU2788,-0.325,0.101,-0.3,0.073
DVU2789,-0.285,-0.044,-0.26,-0.024
DVU2790,-0.395,0.153,-0.283,0.129
DVU2791,-0.292,-0.011,-0.335,0.042
DVU2792,-0.26,-0.022,-0.277,0.018
DVU2793,-0.294,0.003,-0.279,-0.048
DVU2794,-0.225,-0.055,-0.282,-0.049
DVU2795,-0.243,-0.055,-0.245,-0.061
DVU2796,-0.279,0.018,-0.343,0.02
DVU2797,-0.307,0.025,-0.264,0.032
DVU2798,-0.24,-0.039,-0.294,-0.036
DVU2799,-0.246,-0.015,-0.285,0.041
DVU2800,-0.337,0.003,-0.254,-0.029
DVU2801,-0.286,0,-0.269,-0.019
DVU2802,-0.348,0.08,-0.277,0.068
DVU2803,-0.319,0.049,-0.327,0.044
DVU2804,-0.266,-0.017,-0.263,-0.018
DVU2805,-0.25,-0.03,-0.286,-0.002
DVU2806,-0.282,-0.021,-0.278,-0.016
DVU2807,-0.274,-0.03,-0.269,-0.062
DVU2808,-0.218,-0.065,-0.325,0.008
DVU2809,-0.338,0.058,-0.378,0.047
DVU2810,-0.308,0.027,-0.251,0.026
DVU2811,-0.261,-0.003,-0.269,-0.024
DVU2813,-0.328,0.041,-0.404,0.02
DVU2814,-0.322,0.1,-0.402,0.14
DVU2815,-0.343,0.031,-0.284,0.006
DVU2816,-0.292,0.008,-0.289,0.007
DVU2817,-0.282,0.004,-0.288,-0.028
DVU2818,-0.391,0.126,-0.426,0.17
DVU2819,-0.276,0.006,-0.297,0.02
DVU2820,-0.297,0.017,-0.33,0.055
DVU2821,-0.205,0.01,-0.14,0.001
DVU2822,-0.202,-0.071,-0.255,-0.057
DVU2823,-0.221,-0.065,-0.31,0.001
DVU2824,-0.238,0.001,-0.29,0.008
DVU2825,-0.283,0.007,-0.32,0.027
DVU2826,-0.285,0.006,-0.352,0.077
DVU2827,-0.277,0.033,-0.296,0.033
DVU2828,-0.318,0.035,-0.301,0.045
DVU2829,-0.261,-0.081,-0.218,-0.102
DVU2830,-0.197,0,-0.236,0.004
DVU2831,-0.351,0.029,-0.304,0.014
DVU2832,-0.269,0.023,-0.306,0.052
DVU2833,-0.348,0.015,-0.326,0.12
DVU2834,-0.305,0.128,-0.277,0.07
