kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT
DVU0094,3,26,26,6,20,29,56,18,22,21,51,11,3,19,37,4,20,29,39,36,30,29,70,27,59,98,73,60,9,32,43,18,37,54,40,15,53,82,109,43,42,103,63,41,9,36,68,13,1,14,1,5,21,16,55,14,23,65,62,14,0,19,16,3
DVU0095,4,17,29,6,13,28,28,12,15,16,20,6,5,17,11,1,28,16,13,19,27,23,28,22,39,36,15,17,9,23,24,13,23,32,15,7,16,38,22,24,12,24,15,15,5,14,20,6,1,16,1,1,20,11,29,11,11,24,16,7,0,17,3,0
DVU0096,0,5,7,1,8,17,13,5,1,8,6,5,0,14,12,3,5,21,4,22,14,16,20,26,11,32,15,23,6,28,27,12,7,10,9,1,11,32,16,26,7,23,9,13,7,16,16,8,1,7,1,4,19,11,32,16,8,22,22,6,0,20,3,2
DVU0097,2,13,8,0,8,15,16,7,3,11,7,5,1,20,9,1,13,14,13,24,15,16,21,25,13,45,15,21,6,22,36,18,7,11,5,5,21,29,31,37,9,33,18,9,4,10,22,8,1,8,1,1,20,17,26,13,3,29,29,9,0,24,3,0
DVU0098,4,20,19,6,16,25,31,6,17,18,16,3,3,23,14,4,20,22,18,22,13,31,34,18,41,45,31,21,4,19,22,11,24,27,16,14,28,29,40,24,14,30,15,20,6,19,24,4,2,9,1,1,25,11,33,8,9,28,17,9,0,16,3,2
DVU0099,10,17,19,6,30,27,31,7,15,29,17,4,1,12,14,0,22,36,32,15,23,56,51,20,30,48,37,17,2,7,21,12,19,36,11,4,42,57,29,12,17,37,35,17,8,15,19,3,1,6,3,1,10,10,21,3,9,26,17,7,0,10,5,1
DVU0100,2,35,19,9,30,48,69,25,20,22,34,13,5,23,25,8,28,41,35,34,25,48,57,34,59,60,65,40,28,29,24,23,34,57,34,10,52,41,58,20,28,67,52,39,13,29,47,19,1,39,2,7,31,27,40,25,28,22,35,16,3,42,5,8
DVU0101,1,10,12,0,11,21,46,13,7,13,30,3,1,15,30,2,5,35,15,33,24,32,54,26,39,69,56,36,4,12,38,20,17,37,26,11,40,61,73,26,29,66,51,34,6,18,49,14,0,9,0,3,13,22,27,9,17,52,43,14,1,26,9,9
DVU0102,3,8,8,2,8,12,20,8,10,6,19,6,2,11,21,3,8,13,14,22,10,20,35,20,23,43,32,24,2,14,22,12,10,19,19,10,24,41,44,20,16,46,35,19,5,17,33,5,0,8,0,2,15,12,23,2,10,34,30,11,1,10,9,0
DVU0103,3,10,4,3,7,9,23,5,3,8,13,3,2,12,14,4,5,15,14,19,10,30,32,21,18,39,42,22,2,15,21,10,11,16,9,6,28,36,38,15,10,48,26,26,4,19,34,7,1,3,1,3,8,18,28,7,11,22,29,13,0,15,6,4
DVU0104,0,1,4,0,4,10,7,5,4,10,9,4,3,6,10,1,3,10,12,11,10,21,28,21,9,30,28,22,4,13,34,13,2,10,10,6,13,43,27,22,7,32,34,27,2,15,37,16,0,5,1,3,9,6,27,16,9,33,29,16,0,24,6,1
DVU0105,4,12,16,1,6,25,13,2,11,7,17,6,2,13,12,2,12,8,12,22,11,25,22,13,23,19,18,14,4,6,15,10,17,19,12,5,20,18,19,15,8,32,14,13,2,14,16,4,0,7,2,0,17,3,20,5,11,14,18,3,1,12,3,6
DVU0106,1,6,7,2,6,10,8,6,4,6,11,3,3,19,7,5,9,11,10,23,15,6,23,17,9,30,21,16,6,25,12,10,6,7,7,5,16,27,19,20,4,34,12,4,1,9,10,6,0,6,1,3,16,18,26,10,8,12,10,3,0,17,4,2
DVU0107,3,11,29,2,8,9,16,11,9,14,13,6,0,14,10,3,25,6,9,15,14,19,22,13,22,20,18,19,6,17,11,11,17,18,4,8,18,28,8,16,4,31,10,8,5,17,13,5,0,9,1,1,15,12,33,5,12,5,12,7,0,17,2,2
DVU0108,4,1,0,3,4,0,3,0,0,1,1,0,2,2,4,1,3,3,1,3,1,3,2,4,3,6,1,0,1,1,2,1,1,1,1,2,2,6,5,0,2,2,0,1,0,0,0,1,0,2,0,1,3,1,0,1,1,4,3,0,0,2,2,1
DVU0109,2,17,14,5,11,20,23,12,14,18,24,4,1,22,14,5,20,19,19,29,18,28,38,17,32,43,29,27,4,26,33,22,15,25,26,7,32,41,40,29,21,43,25,24,3,23,34,5,1,5,1,1,26,12,30,27,7,38,35,9,0,24,8,4
DVU0110,1,14,21,2,17,28,36,10,19,18,32,4,5,30,21,1,14,24,19,39,27,43,43,30,52,52,45,27,13,24,24,12,22,39,31,13,37,51,61,22,20,65,27,20,2,14,33,10,1,14,3,2,15,21,36,11,14,36,28,8,0,15,8,3
DVU0111,1,12,10,3,12,15,19,8,11,10,16,5,2,17,11,7,14,11,16,23,15,10,23,11,26,22,17,20,4,14,15,7,10,28,16,7,16,23,21,15,16,23,15,16,1,11,27,7,1,3,0,3,21,11,22,6,9,20,22,5,0,18,3,2
DVU0112,1,8,16,4,16,29,37,11,15,21,22,7,3,10,28,4,12,28,25,26,19,50,51,28,42,65,43,30,9,15,32,14,14,40,22,14,47,56,68,19,23,51,32,23,10,17,37,8,2,17,3,1,9,13,24,12,10,53,32,11,1,16,9,8
DVU0113,2,2,9,3,6,7,3,2,7,6,13,0,4,3,10,3,5,1,9,9,9,8,10,6,9,6,10,5,2,6,10,4,8,9,8,6,5,15,8,9,8,15,5,7,1,4,8,3,1,6,0,1,4,3,9,5,8,10,7,4,1,8,1,3
DVU0114,1,16,17,1,8,23,15,13,13,6,19,3,3,18,6,4,20,17,7,17,19,24,32,13,25,32,16,23,3,23,21,4,14,19,16,10,20,28,23,17,12,24,20,20,4,11,30,5,0,7,2,2,14,13,26,8,9,26,21,4,1,9,3,0
DVU0115,0,9,7,5,12,13,15,4,4,8,14,2,1,11,13,6,8,16,9,17,11,26,26,16,16,32,31,28,1,10,24,11,13,13,12,7,21,32,42,16,17,33,42,16,5,14,37,8,0,6,0,1,6,8,24,10,9,38,21,18,0,13,12,4
DVU0116,2,9,3,1,10,18,23,7,3,12,11,4,2,11,17,6,3,19,16,17,13,26,42,20,23,49,39,25,6,6,27,22,9,22,8,14,23,40,48,27,14,43,39,24,6,19,34,7,1,8,3,3,9,17,23,7,14,34,31,13,1,20,14,8
DVU0117,4,10,7,2,13,17,23,12,6,9,14,4,1,10,15,5,6,19,16,17,19,30,39,21,28,37,34,18,6,15,17,10,12,27,10,8,19,43,32,8,20,28,16,18,7,18,20,2,1,9,1,3,7,19,23,7,3,28,18,7,0,13,4,1
DVU0118,2,23,24,1,12,23,40,16,18,19,25,8,3,20,13,3,19,27,23,27,17,36,44,31,45,58,38,24,6,27,35,19,29,30,22,9,43,53,48,27,17,48,26,15,5,13,27,10,0,11,2,1,24,16,33,13,10,46,17,8,0,26,6,2
DVU0119,5,21,16,2,21,39,51,15,17,14,26,6,5,33,24,5,21,45,26,45,33,51,57,28,53,89,50,27,5,28,30,18,18,49,19,11,58,63,62,23,19,58,32,21,10,21,28,9,0,11,2,9,25,16,49,15,9,45,22,13,2,23,7,8
DVU0120,0,12,12,3,9,25,28,7,4,14,12,2,3,12,11,3,8,23,15,16,15,38,37,25,27,54,23,17,6,21,18,12,19,22,5,8,25,43,25,19,17,30,19,12,4,12,18,3,0,12,0,1,13,9,31,6,7,14,24,6,0,14,4,3
DVU0121,1,6,5,1,2,12,11,3,10,9,6,2,3,4,9,1,4,10,7,9,8,10,12,10,17,20,9,8,3,6,6,7,6,9,13,5,15,13,24,6,4,16,9,5,2,4,7,4,2,3,3,1,5,5,7,3,2,13,10,2,1,6,5,1
DVU0122,0,0,3,0,0,1,1,0,0,0,1,3,0,2,1,0,3,1,1,1,3,2,2,5,0,6,1,5,1,5,0,2,0,1,0,1,0,5,1,0,1,0,0,1,0,6,1,3,0,0,1,0,3,4,8,3,1,0,0,1,0,5,0,1
DVU0123,0,12,21,1,10,12,10,5,9,17,11,8,0,27,16,1,22,13,17,33,23,20,28,30,9,42,33,22,7,26,27,20,12,9,6,6,21,45,26,31,7,44,19,18,1,23,27,18,1,3,1,3,31,24,42,14,8,20,25,21,0,35,4,4
DVU0124,0,4,2,2,3,2,3,0,1,1,4,1,0,3,7,0,2,2,2,5,5,1,0,6,2,2,3,2,0,3,4,4,6,0,2,3,1,4,1,2,5,1,4,5,2,2,7,8,0,2,2,0,2,5,5,3,3,4,4,10,2,7,3,6
DVU0125,2,11,10,3,7,11,23,6,12,12,21,4,1,5,22,4,9,16,14,14,14,26,45,14,24,55,46,29,0,16,18,13,15,17,25,13,25,50,59,18,22,44,43,31,3,19,49,7,0,3,0,1,7,12,27,9,13,41,30,14,0,15,9,4
DVU0126,3,24,31,4,20,56,90,19,22,27,69,16,3,34,52,7,22,58,47,54,33,71,99,65,65,132,134,92,13,64,97,42,35,80,54,28,87,100,145,90,70,157,154,76,21,68,108,33,2,23,3,10,41,41,89,42,40,106,100,45,1,47,34,19
DVU0127,0,13,4,1,10,17,22,7,6,4,20,4,1,17,21,0,10,13,18,28,15,19,30,25,12,44,40,26,6,24,26,15,8,21,12,7,24,32,43,25,18,46,37,40,5,19,41,14,0,9,1,2,20,21,27,14,12,30,44,9,0,22,7,3
DVU0128,0,7,7,2,8,12,15,6,4,8,14,2,2,20,10,4,9,18,14,24,17,25,28,24,12,44,41,23,2,15,36,23,7,11,7,7,25,45,49,30,10,57,33,23,4,14,36,9,0,5,1,2,15,12,28,16,6,40,35,15,0,22,14,3
DVU0129,4,16,10,3,12,20,37,8,11,13,29,7,5,18,21,7,7,22,24,25,17,19,41,20,38,47,49,31,6,14,24,19,20,26,23,19,28,48,53,25,26,56,40,35,8,26,43,11,2,13,3,3,21,10,34,10,14,38,39,15,2,17,18,7
DVU0130,1,8,6,1,9,13,11,5,5,7,12,2,3,10,14,2,5,12,9,18,5,19,20,20,11,27,18,11,4,8,12,16,10,11,9,6,23,20,22,10,13,27,23,11,5,8,14,3,0,7,2,3,7,12,14,5,8,14,21,6,0,12,9,2
DVU0131,4,3,2,0,3,4,2,1,2,2,1,1,3,0,1,2,3,4,2,3,3,5,2,2,0,3,3,2,0,0,3,0,0,1,1,1,4,3,3,0,1,2,1,2,3,1,3,2,3,2,1,2,2,0,1,0,0,3,1,3,2,2,0,5
DVU0132,0,11,20,0,11,20,19,5,9,10,14,4,3,34,12,1,19,20,10,39,30,17,28,14,9,31,49,27,7,18,22,27,10,11,5,6,19,33,33,28,5,51,24,33,12,18,34,15,3,13,2,4,28,19,36,27,9,21,26,15,0,40,3,0
DVU0133,3,8,33,3,8,12,14,6,9,10,19,5,1,13,19,2,14,5,6,21,11,8,23,11,20,17,17,7,6,9,19,11,29,18,3,9,15,24,7,16,9,20,7,17,4,13,14,7,1,9,2,1,12,9,17,12,21,15,10,9,2,15,3,1
DVU0134,2,15,8,3,16,15,34,13,7,7,14,2,3,12,12,1,11,23,10,20,15,34,41,29,27,57,32,22,6,26,24,13,14,33,10,3,24,49,32,18,21,36,18,11,2,15,22,7,1,7,2,2,9,21,31,9,6,23,22,10,1,17,3,3
DVU0135,4,16,19,1,13,21,26,9,9,14,19,2,0,12,9,4,23,23,13,15,20,30,22,25,26,31,19,15,10,19,26,12,13,23,11,5,22,35,17,19,11,25,17,11,1,18,10,8,0,7,1,3,19,11,26,14,7,23,9,9,0,21,3,4
DVU0136,1,3,6,2,3,6,5,3,3,6,2,2,0,3,3,0,5,8,5,3,7,10,9,2,6,7,6,2,1,7,3,2,6,4,2,0,5,5,5,7,2,4,0,5,2,5,3,0,0,2,1,0,6,7,2,1,1,5,3,1,0,1,1,0
DVU0137,3,4,1,2,3,2,2,0,1,0,3,0,1,4,4,1,2,2,2,5,4,1,4,2,2,7,4,1,0,3,0,1,2,0,1,2,2,6,6,1,0,4,1,3,2,0,1,1,3,1,0,0,2,2,2,1,3,4,0,0,1,0,2,0
DVU0138,5,2,12,2,6,10,9,4,10,6,6,3,1,7,3,3,5,5,9,4,4,4,9,7,16,9,4,10,2,9,11,3,11,18,4,5,7,6,10,8,7,9,3,4,3,4,10,2,0,4,0,2,6,4,11,6,6,7,10,2,0,7,1,2
DVU0139,9,20,20,7,20,32,32,13,18,25,35,12,9,31,22,5,26,28,43,39,34,22,46,26,35,52,48,46,6,22,33,21,21,35,24,16,53,54,61,30,24,76,48,28,5,27,54,18,0,14,3,4,29,20,42,13,20,45,45,18,1,24,19,3
DVU0140,2,1,5,3,2,4,15,1,5,3,10,1,0,3,11,3,2,2,4,4,1,4,8,5,15,10,21,6,4,6,11,4,7,15,10,9,6,7,21,15,13,22,12,6,0,2,12,4,0,4,0,0,3,3,8,4,9,14,10,5,0,7,4,4
DVU0141,0,9,4,2,7,11,11,3,1,3,6,0,0,12,18,1,11,9,4,24,11,23,15,14,8,17,17,23,4,22,19,12,4,9,2,3,9,20,15,26,3,28,20,15,1,18,17,8,0,5,0,1,21,9,24,14,7,22,23,6,1,16,4,1
DVU0142,3,15,22,4,6,30,17,13,16,15,15,8,2,16,15,4,17,21,16,15,21,32,37,18,26,42,22,14,9,15,21,12,23,24,15,12,32,26,27,11,15,23,10,14,2,15,19,10,1,6,2,5,10,20,23,15,17,16,15,10,1,22,3,5
DVU0143,0,7,7,2,8,17,20,6,6,16,13,3,2,9,13,2,4,13,13,14,11,18,22,17,23,23,20,20,7,15,21,13,12,22,18,6,18,24,25,21,19,21,15,8,4,7,19,7,0,9,1,3,7,9,19,12,10,28,15,6,0,16,6,3
DVU0144,1,3,8,1,5,15,12,6,2,3,13,4,1,9,6,2,6,13,8,12,10,17,19,10,13,19,17,18,2,9,15,9,6,19,6,3,17,18,17,9,12,19,21,11,1,15,25,3,0,3,0,1,7,6,19,10,8,20,12,11,0,9,5,0
DVU0145,6,10,2,0,6,6,17,5,2,4,4,1,1,8,8,0,3,6,3,9,7,9,10,10,20,17,15,5,3,10,14,3,9,15,6,5,4,14,19,10,10,12,7,1,1,7,2,0,0,3,0,2,4,7,11,5,4,14,4,3,0,2,1,0
DVU0146,4,9,8,3,5,12,22,7,7,14,9,5,0,13,14,2,8,12,16,17,14,17,17,12,23,28,29,20,6,12,21,7,12,17,10,6,23,23,38,14,6,33,14,21,5,17,24,7,0,8,1,2,11,8,23,13,10,23,22,7,0,13,3,1
DVU0147,3,4,5,0,6,3,8,5,4,4,3,3,0,0,3,1,3,7,7,2,3,10,6,8,6,5,3,9,1,9,3,8,6,7,2,0,6,9,3,2,2,8,4,1,3,3,6,3,0,4,0,1,4,5,6,6,4,3,5,2,1,9,2,0
DVU0148,2,8,24,2,16,21,7,7,15,10,9,4,5,15,11,1,15,11,11,17,14,18,17,11,23,12,11,6,4,10,11,9,18,21,3,10,10,17,11,9,4,16,5,8,6,5,7,3,1,11,1,2,14,4,17,7,10,9,8,3,0,12,1,0
DVU0149,1,8,23,2,14,14,12,7,7,12,12,6,2,33,24,1,17,16,10,42,23,21,24,24,15,33,34,27,8,29,20,11,15,8,2,13,27,38,26,22,7,48,14,23,9,23,20,10,1,15,3,2,21,19,47,15,9,20,32,6,2,17,3,2
DVU0150,1,5,3,1,6,4,4,4,2,3,1,2,0,12,5,1,4,7,2,11,5,6,5,6,6,12,9,7,2,10,7,2,5,5,2,5,4,8,11,7,1,10,2,6,1,6,7,1,0,1,2,0,9,4,14,4,8,5,7,0,0,3,1,1
DVU0151,10,23,35,6,23,43,53,17,34,38,57,16,11,47,51,11,32,31,61,62,36,64,81,60,63,104,78,62,20,41,51,52,31,57,44,35,80,92,102,60,38,101,99,52,14,44,71,28,1,25,6,16,47,42,71,27,32,91,56,27,3,55,33,19
DVU0152,3,31,25,7,33,41,52,26,24,20,40,24,10,41,51,12,26,40,45,67,41,47,73,33,61,89,76,63,16,34,51,28,36,55,36,31,58,76,96,48,38,92,59,45,10,50,76,29,1,26,2,9,46,30,68,22,36,77,59,32,2,41,26,18
DVU0153,0,7,2,2,4,9,10,5,5,0,6,2,0,1,13,1,5,7,3,6,7,7,7,10,13,11,4,13,4,12,7,5,6,11,8,3,7,12,12,7,4,9,11,5,3,4,15,2,0,3,1,3,3,3,12,6,6,18,8,4,0,7,1,0
DVU0154,3,0,0,2,1,1,3,1,1,2,3,0,2,2,7,0,1,4,5,5,2,3,3,1,3,7,4,3,1,2,3,2,1,2,0,2,7,5,4,3,0,6,7,6,1,8,1,1,0,0,2,2,5,0,7,3,1,4,5,1,0,3,0,2
DVU0155,2,18,7,6,17,35,34,9,2,2,21,4,4,12,17,6,14,31,10,21,14,46,57,38,38,62,44,29,6,26,37,23,16,39,11,8,34,56,49,29,22,57,32,22,2,17,41,11,1,7,1,3,11,18,33,16,13,47,36,16,0,23,17,7
DVU0156,3,26,26,4,24,51,48,16,20,31,39,17,6,35,19,5,34,33,41,37,46,45,73,50,48,108,58,45,17,31,57,23,22,54,38,11,53,82,87,44,33,67,52,35,15,32,48,17,0,26,2,12,22,36,51,18,25,60,38,15,2,29,14,2
DVU0157,0,8,8,0,5,15,27,9,10,9,18,4,1,7,14,4,6,13,13,15,8,26,31,25,26,41,28,24,3,15,27,14,10,28,19,8,19,43,41,17,17,39,24,16,6,11,35,7,0,7,1,2,15,6,20,8,13,31,26,15,0,16,9,7
DVU0158,0,13,6,1,12,17,26,7,9,8,18,1,3,14,12,2,9,24,14,17,13,35,30,26,21,40,34,25,3,24,30,7,10,21,14,9,31,39,35,15,15,45,34,15,5,20,22,4,1,4,3,3,8,13,29,16,9,27,23,10,0,8,5,3
DVU0159,3,9,9,1,6,9,17,6,4,10,11,2,1,5,7,0,4,18,8,8,9,7,24,5,13,24,12,17,2,5,13,2,15,10,7,1,14,27,17,9,8,16,11,8,4,8,19,2,0,1,4,2,9,2,8,2,8,17,9,6,0,3,1,1
DVU0160,0,10,11,1,12,23,28,13,10,7,13,4,2,18,8,1,10,26,13,22,18,25,36,23,29,34,35,28,4,19,26,12,12,32,9,4,21,40,37,19,9,53,21,11,5,13,22,7,0,8,2,1,20,14,25,6,9,23,25,4,0,15,5,1
DVU0161,6,28,24,5,18,21,26,24,17,16,20,6,5,41,15,4,26,20,16,44,25,26,39,20,33,64,37,27,15,29,23,21,31,22,18,11,40,38,48,27,16,40,30,20,4,17,33,6,0,19,2,4,23,25,48,17,16,33,19,7,1,26,4,1
DVU0162,6,46,55,11,46,76,70,31,44,41,55,17,7,73,48,8,49,60,45,93,90,90,99,68,104,132,78,64,23,74,52,31,63,80,55,27,55,119,110,57,40,109,38,43,10,50,61,17,0,37,3,4,56,62,99,24,37,59,59,14,4,44,8,2
DVU0163,7,7,6,4,7,4,12,7,3,5,9,3,5,12,19,6,7,7,9,19,6,5,9,9,12,10,15,7,2,2,21,3,9,13,3,13,21,11,12,7,10,19,15,8,4,12,11,7,1,3,2,6,8,9,11,5,14,17,13,15,1,7,8,5
DVU0164,0,6,7,2,12,7,12,6,9,11,17,5,4,21,27,6,3,10,18,31,15,8,13,18,19,25,24,23,3,20,19,9,9,18,17,11,26,26,29,18,14,32,24,15,10,19,27,6,3,3,1,13,9,13,37,9,13,31,20,19,3,8,10,4
DVU0165,3,19,10,5,11,34,19,6,8,12,14,3,2,22,15,5,16,25,19,28,25,28,34,23,20,43,28,19,5,29,20,9,18,19,8,5,31,28,29,16,10,28,10,17,5,18,21,8,0,7,1,5,21,20,28,18,12,21,13,13,1,18,3,1
DVU0166,1,15,16,0,7,26,21,4,17,20,9,6,2,23,13,3,15,18,17,26,17,17,36,21,28,44,24,21,3,31,19,7,15,21,17,14,27,32,32,23,11,29,16,10,3,16,22,6,1,4,3,0,25,16,28,12,11,21,17,10,0,11,5,0
DVU0167,0,7,12,4,8,8,15,8,7,12,8,3,3,23,14,3,11,8,12,32,14,21,24,24,14,36,29,22,6,22,20,25,11,13,5,5,18,31,30,27,9,34,11,18,4,19,21,5,1,11,2,1,23,23,32,14,4,24,24,6,2,28,3,5
DVU0168,2,9,14,3,9,23,17,2,7,8,11,5,4,28,16,6,12,19,7,41,17,19,24,27,16,34,24,25,4,30,16,17,12,15,10,4,16,31,27,18,8,30,17,17,7,17,22,11,2,8,1,5,37,14,31,20,10,20,20,10,1,27,6,6
DVU0169,0,31,49,2,30,46,30,17,19,28,27,17,3,34,24,1,49,28,27,41,52,57,44,28,44,60,20,26,14,26,23,19,33,43,14,17,32,57,30,29,18,42,18,11,6,18,22,14,1,21,1,1,31,21,46,8,26,18,24,6,1,28,5,3
DVU0170,8,31,33,8,25,25,41,11,32,24,63,13,12,22,48,5,20,25,44,46,30,16,49,18,48,73,67,39,6,25,30,22,51,33,50,24,54,60,89,34,47,89,69,52,10,37,57,16,1,13,6,8,26,12,48,20,31,51,58,16,0,22,21,4
DVU0171,2,10,9,8,16,25,31,10,13,11,18,5,5,14,24,3,12,32,21,22,22,27,38,26,26,47,43,21,9,20,23,13,15,29,14,12,40,51,29,15,25,50,27,19,3,23,24,6,0,11,3,3,9,10,39,14,7,27,33,11,0,15,7,3
DVU0172,7,6,14,3,8,20,22,3,6,10,24,4,1,13,14,1,13,16,21,19,19,43,47,29,27,52,21,27,0,10,26,10,10,27,8,5,32,62,34,10,11,30,12,15,5,18,27,6,0,4,1,1,10,13,24,4,7,46,11,10,0,10,7,4
DVU0173,8,27,34,2,28,49,57,25,20,28,33,9,3,33,39,5,43,57,29,49,36,63,74,46,56,96,64,47,15,37,47,20,20,51,25,24,72,85,66,29,26,81,57,32,13,47,37,11,0,24,3,4,42,22,66,19,18,47,42,20,0,32,4,2
DVU0174,0,1,1,1,4,2,2,1,0,0,3,0,0,1,6,1,2,4,1,4,1,0,1,0,0,4,2,0,2,1,0,3,1,3,0,1,5,0,1,2,4,1,4,2,1,2,4,0,0,1,1,1,1,0,2,3,2,3,2,5,0,2,2,2
DVU0175,4,15,26,3,19,35,43,7,18,16,31,8,3,28,31,3,24,34,25,44,24,61,50,35,41,56,49,36,5,30,25,25,20,43,22,13,52,53,52,26,20,68,36,21,8,18,40,12,1,12,0,4,32,21,37,17,19,43,29,13,1,31,8,4
DVU0176,1,11,9,3,12,21,27,8,3,7,7,3,1,14,16,0,8,33,4,19,15,42,34,26,21,41,29,18,1,17,19,13,15,21,6,7,24,40,30,7,12,28,16,18,3,12,23,7,0,3,2,1,13,14,18,9,13,25,22,6,1,11,8,0
DVU0177,2,7,18,0,9,18,15,11,11,11,17,0,1,8,9,4,17,21,11,12,18,19,42,16,16,47,19,16,7,22,9,12,8,22,10,5,19,46,18,17,13,25,9,10,0,10,20,4,0,3,1,4,15,12,23,6,5,17,12,8,0,16,4,1
DVU0179,2,13,10,1,9,18,36,8,13,16,33,7,0,13,20,2,12,20,30,17,13,31,40,24,33,52,57,35,5,30,28,14,12,35,26,8,39,45,70,25,20,64,51,35,8,22,49,11,0,3,3,8,18,14,31,20,16,47,29,13,1,18,8,5
DVU0180,3,10,5,4,9,9,22,10,6,4,11,1,1,10,13,5,6,16,9,17,11,23,24,10,16,35,28,14,2,11,20,11,13,19,8,6,18,26,28,15,15,28,25,16,2,9,17,7,0,5,0,1,10,10,19,9,10,20,20,4,1,18,4,1
DVU0181,0,3,2,2,5,10,12,3,3,2,10,3,0,8,14,4,4,10,9,20,8,18,17,19,11,30,24,13,5,15,18,15,3,12,7,2,16,28,28,19,8,36,28,16,1,14,19,4,0,5,0,1,14,6,21,12,3,23,26,6,0,16,7,2
DVU0182,4,17,26,2,16,27,26,13,16,14,14,6,3,21,14,4,26,20,12,23,20,24,20,18,31,28,14,15,9,16,18,12,19,34,11,10,22,21,21,12,19,18,13,8,5,12,13,3,0,11,1,6,23,10,21,12,9,16,17,4,1,17,1,3
DVU0183,14,25,33,10,29,35,38,14,31,34,41,10,5,35,38,8,25,36,45,61,44,19,57,20,50,73,47,23,7,22,23,15,41,45,36,10,67,68,63,20,28,71,28,16,5,22,24,8,2,10,3,5,27,18,35,13,23,40,27,9,3,14,14,6
DVU0184,7,3,6,9,10,2,3,0,4,2,7,6,4,6,17,7,6,7,4,8,2,4,3,6,2,4,7,7,4,1,11,4,5,1,8,8,7,6,9,8,9,14,10,10,6,5,12,11,8,4,1,8,6,3,5,6,7,10,19,11,7,8,7,6
DVU0186,9,14,23,3,11,18,10,9,11,13,10,7,1,11,18,3,15,9,9,22,20,19,18,16,16,19,15,14,6,15,19,12,25,16,8,5,16,23,16,18,11,18,6,9,4,5,21,10,0,9,2,2,8,13,20,9,16,23,13,10,2,19,4,2
DVU0187,6,13,12,11,13,20,23,12,11,13,11,7,8,23,20,5,21,16,14,31,21,19,24,23,21,38,21,16,8,24,33,20,12,30,11,10,21,30,25,27,18,26,20,15,4,18,16,14,3,9,5,3,27,18,24,23,14,26,27,14,0,27,12,3
DVU0188,2,0,3,1,1,2,3,0,7,0,6,0,0,5,4,0,1,2,2,3,1,2,3,2,3,2,5,3,0,0,1,3,3,3,8,4,4,2,5,1,5,7,5,4,1,1,5,0,0,1,0,0,2,2,2,1,4,3,5,0,0,1,2,0
DVU0189,7,16,43,2,16,30,40,14,26,37,20,14,4,27,27,1,26,24,21,33,30,27,44,40,51,59,42,33,11,28,46,24,34,41,32,21,33,60,59,37,25,51,33,18,9,23,34,17,1,19,2,2,25,24,42,18,26,42,32,18,0,31,11,1
DVU0190,0,1,3,5,3,2,3,6,2,3,1,1,3,4,7,3,5,3,1,8,4,1,4,2,3,5,2,5,2,5,4,1,1,8,3,2,6,1,7,3,5,3,4,1,0,1,5,4,3,2,1,1,4,7,1,1,4,6,6,3,2,3,3,8
DVU0191,7,14,21,3,18,24,26,11,12,28,31,10,1,17,17,4,20,22,37,26,27,40,62,35,31,47,56,36,7,24,39,22,18,29,22,6,47,72,54,34,23,75,48,22,9,19,37,14,0,14,1,3,13,28,28,12,10,57,33,11,1,21,18,4
DVU0192,6,18,19,4,19,18,30,17,12,20,23,6,5,14,35,5,16,20,16,28,17,21,41,24,34,31,46,23,9,25,33,19,23,30,24,22,31,37,41,31,37,56,25,23,8,20,32,9,2,16,2,4,13,27,22,14,17,33,47,17,2,17,14,7
DVU0193,6,11,24,3,11,13,16,3,16,17,23,4,1,8,17,1,19,12,14,7,10,8,16,16,20,15,15,10,4,10,22,7,18,15,22,12,23,24,21,15,15,24,12,8,4,6,12,5,1,5,0,4,8,5,7,9,17,27,9,5,1,5,7,5
DVU0194,13,20,33,11,22,40,35,16,24,36,33,14,14,29,31,11,25,33,36,40,33,36,61,38,47,70,49,37,12,23,39,33,36,39,31,21,53,62,75,29,35,65,40,29,15,29,40,11,3,21,7,12,26,30,32,24,22,48,47,15,2,31,22,11
