,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2
DVU0318,-0.331,0.007,-0.187,-0.046,-0.229,-0.054,-0.299,0.032
DVU0319,-0.39,-0.003,-0.226,-0.004,-0.307,0.016,-0.306,-0.008
DVU0320,-0.379,-0.052,-0.244,-0.05,-0.269,-0.041,-0.348,0.003
DVU0321,-0.376,-0.051,-0.21,-0.051,-0.297,-0.046,-0.282,-0.034
DVU0322,-0.299,-0.109,-0.194,-0.073,-0.223,-0.087,-0.262,-0.077
DVU0323,-0.361,-0.016,-0.188,-0.003,-0.293,0.01,-0.271,-0.009
DVU0324,-0.338,0.079,-0.179,0.094,-0.314,-0.012,-0.335,0.145
DVU0325,-0.37,0.011,-0.209,0,-0.304,0.025,-0.284,0.002
DVU0326,-0.341,-0.032,-0.179,-0.014,-0.278,0.004,-0.244,-0.028
DVU0327,-0.401,-0.015,-0.198,-0.022,-0.288,-0.004,-0.314,0.005
DVU0328,-0.364,0.017,-0.177,0.006,-0.23,0.001,-0.315,0.046
DVU0329,-0.299,-0.069,-0.178,-0.08,-0.26,-0.013,-0.246,-0.046
DVU0330,-0.402,0.029,-0.199,-0.005,-0.285,0.018,-0.312,0.035
DVU0331,-0.356,-0.023,-0.19,-0.009,-0.269,-0.014,-0.276,-0.001
DVU0332,-0.398,0.101,-0.209,0.038,-0.321,0.103,-0.303,0.059
DVU0333,-0.37,-0.009,-0.205,0.011,-0.305,-0.009,-0.301,0.039
DVU0334,-0.316,-0.033,-0.175,-0.027,-0.264,-0.035,-0.258,-0.022
DVU0335,-0.402,0.022,-0.183,0.003,-0.337,0.024,-0.272,0.032
DVU0336,-0.385,0.011,-0.21,-0.006,-0.285,0.004,-0.323,0.036
DVU0337,-0.344,0.027,-0.192,-0.027,-0.273,0.027,-0.289,0.001
DVU0338,-0.318,-0.017,-0.188,0.019,-0.266,0.013,-0.233,0.027
DVU0339,-0.349,0.033,-0.195,0.014,-0.266,0.006,-0.267,0.086
DVU0340,-0.474,0.049,-0.246,-0.011,-0.358,0.042,-0.381,0.051
DVU0341,-0.374,0.018,-0.203,0.042,-0.259,0.035,-0.293,0.049
DVU0342,-0.415,0.021,-0.231,0.001,-0.333,0.01,-0.317,0.007
DVU0343,-0.378,0.006,-0.239,-0.018,-0.303,0.014,-0.345,0.003
DVU0344,-0.37,-0.006,-0.217,-0.016,-0.271,0.006,-0.307,-0.004
DVU0345,-0.561,0.127,-0.285,0.034,-0.349,0.046,-0.561,0.17
DVU0346,-0.363,0.01,-0.196,-0.007,-0.296,0.019,-0.287,0.005
DVU0347,-0.398,-0.005,-0.228,0.029,-0.299,0.035,-0.338,0.017
DVU0348,-0.384,0.048,-0.198,0.007,-0.296,0.063,-0.313,0.035
DVU0349,-0.361,-0.01,-0.195,-0.013,-0.247,-0.004,-0.303,0.011
DVU0350,-0.386,0,-0.197,-0.023,-0.305,0.003,-0.3,-0.022
DVU0351,-0.39,-0.012,-0.205,-0.004,-0.277,-0.01,-0.308,0.012
DVU0352,-0.338,-0.037,-0.204,-0.025,-0.26,-0.022,-0.293,-0.021
DVU0353,-0.388,-0.026,-0.21,-0.02,-0.268,-0.017,-0.343,-0.014
DVU0354,-0.413,0.057,-0.18,0.02,-0.311,0.046,-0.354,0.037
DVU0355,-0.381,0.026,-0.176,0.005,-0.28,0.022,-0.278,0.037
DVU0356,-0.347,-0.054,-0.199,-0.009,-0.285,0.042,-0.262,-0.043
DVU0357,-0.394,0.048,-0.182,0.009,-0.338,0.047,-0.282,0.032
DVU0358,-0.343,0.006,-0.193,-0.023,-0.29,0.002,-0.268,0.008
DVU0359,-0.238,-0.118,-0.158,-0.092,-0.196,-0.108,-0.195,-0.088
DVU0360,-0.382,0.018,-0.188,0,-0.271,0.011,-0.325,0.033
DVU0361,-0.382,0.055,-0.162,0.012,-0.314,0.058,-0.225,0.041
DVU0362,-0.409,-0.001,-0.226,-0.005,-0.343,-0.006,-0.336,0.036
DVU0363,-0.381,0.035,-0.165,0.003,-0.295,0.027,-0.284,0.023
DVU0364,-0.378,-0.033,-0.19,0.02,-0.303,0.016,-0.3,-0.005
DVU0365,-0.337,0.015,-0.193,0.013,-0.273,0.007,-0.277,0.03
DVU0366,-0.325,0,-0.177,-0.026,-0.242,0.009,-0.275,-0.031
DVU0367,-0.438,0.07,-0.204,0.011,-0.366,0.054,-0.306,0.041
DVU0368,-0.35,-0.076,-0.154,0.022,-0.311,0.028,-0.152,0.057
DVU0369,-0.582,0.121,-0.379,0.175,-0.567,0.109,-0.486,0.156
DVU0370,-0.3,-0.019,-0.217,0.035,-0.288,0.061,-0.179,-0.053
DVU0371,-0.409,0.005,-0.226,0.01,-0.37,0.073,-0.276,-0.045
DVU0372,-0.313,-0.007,-0.155,-0.022,-0.215,-0.029,-0.267,0.023
DVU0373,-0.331,-0.022,-0.185,-0.004,-0.253,0.009,-0.264,-0.019
DVU0374,-0.356,-0.008,-0.204,-0.032,-0.256,-0.008,-0.302,-0.008
DVU0375,-0.332,-0.061,-0.206,-0.057,-0.248,-0.06,-0.278,-0.05
DVU0376,-0.261,-0.023,-0.113,0.013,-0.168,0.01,-0.211,0.013
DVU0377,-0.378,0.026,-0.197,0.029,-0.275,-0.008,-0.31,0.073
DVU0378,-0.321,0.063,-0.172,0.028,-0.235,0.058,-0.265,0.062
DVU0379,-0.441,0.063,-0.213,0.061,-0.332,0.082,-0.302,0.057
DVU0380,-0.383,0.012,-0.197,0.026,-0.312,0.025,-0.276,0.037
DVU0381,-0.382,-0.039,-0.198,-0.006,-0.274,-0.031,-0.317,0.022
DVU0382,-0.431,0.107,-0.214,0.096,-0.33,0.083,-0.367,0.147
DVU0383,-0.472,0.054,-0.179,0.003,-0.33,0.05,-0.323,0.037
DVU0384,-0.355,-0.008,-0.181,-0.007,-0.269,0,-0.315,0.021
DVU0385,-0.208,-0.061,-0.204,0.034,-0.355,0.029,-0.124,-0.065
DVU0386,-0.323,0.015,-0.188,-0.031,-0.271,0.02,-0.244,-0.009
DVU0387,-0.378,0.053,-0.207,0.027,-0.312,0.062,-0.323,0.042
DVU0388,-0.335,-0.001,-0.173,0.005,-0.25,0.024,-0.246,0
DVU0389,-0.37,0.005,-0.201,-0.021,-0.281,-0.019,-0.325,0
DVU0390,-0.378,-0.001,-0.203,-0.005,-0.296,-0.015,-0.297,0.035
DVU0391,-0.371,0.025,-0.215,-0.007,-0.284,0.005,-0.32,0.028
DVU0392,-0.41,0.069,-0.207,0.051,-0.337,0.046,-0.312,0.084
DVU0393,-0.368,0.049,-0.171,0.036,-0.308,0.067,-0.255,0.032
DVU0394,-0.356,0.027,-0.178,-0.013,-0.311,-0.013,-0.256,0.042
DVU0395,-0.387,0.063,-0.193,0.029,-0.301,0.045,-0.302,0.069
DVU0396,-0.202,-0.113,-0.164,-0.015,-0.167,-0.03,-0.169,-0.072
DVU0397,-0.363,-0.003,-0.208,0.005,-0.269,0.009,-0.319,0.015
DVU0398,-0.364,-0.013,-0.206,-0.033,-0.283,-0.027,-0.306,0
DVU0399,-0.387,0.065,-0.195,0.062,-0.265,0.054,-0.344,0.072
DVU0400,-0.346,-0.021,-0.195,0.03,-0.299,0.028,-0.234,0.011
DVU0401,-0.383,0.05,-0.19,0.015,-0.293,0.047,-0.315,0.023
DVU0402,-0.296,-0.07,-0.187,-0.034,-0.247,-0.032,-0.24,-0.043
DVU0403,-0.347,-0.066,-0.229,0.002,-0.285,-0.01,-0.303,-0.052
DVU0404,-0.264,-0.145,-0.169,-0.041,-0.223,-0.066,-0.205,-0.085
DVU0405,-0.333,-0.001,-0.195,0.009,-0.265,0.007,-0.276,0.024
DVU0406,-0.358,0.028,-0.185,0.028,-0.259,0.03,-0.309,0.046
DVU0407,-0.338,-0.047,-0.203,0.004,-0.293,0.012,-0.244,-0.039
DVU0408,-0.341,-0.055,-0.181,-0.027,-0.261,-0.038,-0.272,-0.033
DVU0409,-0.279,-0.11,-0.183,-0.081,-0.245,-0.07,-0.203,-0.077
DVU0410,-0.296,-0.087,-0.163,-0.039,-0.213,-0.077,-0.203,-0.051
DVU0411,-0.364,-0.014,-0.181,-0.011,-0.273,0.003,-0.278,-0.002
DVU0412,-0.345,-0.043,-0.191,-0.048,-0.253,-0.034,-0.261,-0.019
DVU0413,-0.375,-0.08,-0.211,-0.055,-0.24,-0.069,-0.326,-0.035
DVU0414,-0.33,0,-0.2,-0.006,-0.244,-0.001,-0.285,-0.001
DVU0415,-0.324,-0.029,-0.185,0.007,-0.272,0.014,-0.23,-0.023
DVU0416,-0.364,0.004,-0.182,-0.002,-0.282,-0.007,-0.287,0.023
DVU0417,-0.358,0.005,-0.193,0.023,-0.274,0.015,-0.296,0.019
DVU0418,-0.352,-0.026,-0.182,-0.022,-0.281,0.01,-0.248,-0.019
DVU0419,-0.369,0.029,-0.201,0.009,-0.305,0.04,-0.276,0.01
DVU0420,-0.351,-0.072,-0.213,-0.139,-0.402,-0.032,-0.155,-0.165
DVU0421,-0.363,0.013,-0.183,0.025,-0.323,0.052,-0.254,0.029
DVU0422,-0.346,0,-0.174,0.01,-0.253,0.014,-0.281,0.017
DVU0423,-0.395,-0.071,-0.195,0.031,-0.323,0.003,-0.292,-0.022
DVU0424,-0.392,0.06,-0.196,0.049,-0.304,0.056,-0.292,0.071
DVU0425,-0.404,0.028,-0.212,0.001,-0.341,0.039,-0.315,0.025
DVU0426,-0.37,-0.025,-0.211,-0.002,-0.304,0.001,-0.297,0
DVU0427,-0.439,0.118,-0.186,0.024,-0.348,0.107,-0.331,0.108
DVU0428,-0.348,0.023,-0.23,0.066,-0.295,0.041,-0.333,0.073
DVU0429,-0.334,0.091,-0.16,0.069,-0.281,0.063,-0.253,0.074
DVU0430,-0.399,0.034,-0.242,0.029,-0.302,0.039,-0.336,0.054
DVU0431,-0.32,-0.174,-0.193,-0.128,-0.21,-0.111,-0.28,-0.162
DVU0432,-0.345,-0.173,-0.224,-0.067,-0.263,-0.125,-0.286,-0.131
DVU0433,-0.385,-0.01,-0.214,-0.012,-0.291,0.016,-0.3,-0.017
DVU0434,-0.372,-0.003,-0.207,-0.007,-0.292,-0.001,-0.294,0.011
DVU0435,-0.259,-0.149,-0.231,-0.061,-0.192,-0.096,-0.333,-0.072
DVU0436,-0.383,0.047,-0.21,0.031,-0.297,0.042,-0.3,0.059
DVU0437,-0.377,0.005,-0.206,0.01,-0.311,0.036,-0.271,0.009
DVU0438,-0.373,-0.041,-0.206,-0.027,-0.29,-0.011,-0.287,-0.029
DVU0439,-0.288,0.043,-0.127,0.084,-0.23,0.053,-0.232,0.035
DVU0440,-0.362,0.018,-0.198,0.019,-0.301,0.041,-0.27,0.034
DVU0441,-0.394,-0.035,-0.21,0.011,-0.305,0,-0.299,-0.004
DVU0442,-0.347,0.005,-0.186,0.022,-0.278,0.047,-0.254,0.006
DVU0443,-0.427,0.069,-0.223,0.031,-0.353,0.086,-0.281,0.057
DVU0444,-0.369,0.024,-0.163,0.017,-0.271,0.029,-0.285,0.024
DVU0445,-0.356,-0.031,-0.176,-0.028,-0.262,-0.018,-0.276,-0.01
DVU0446,-0.375,-0.008,-0.221,-0.01,-0.3,-0.002,-0.315,0.01
DVU0447,-0.42,-0.072,-0.208,-0.025,-0.251,-0.049,-0.36,-0.03
DVU0448,-0.344,-0.011,-0.2,0.009,-0.289,0.004,-0.255,0.013
DVU0449,-0.358,-0.004,-0.183,0.006,-0.265,-0.002,-0.285,0.022
DVU0450,-0.359,0.01,-0.188,0.018,-0.291,0.039,-0.256,0.013
DVU0451,-0.386,0.025,-0.204,0.019,-0.297,0.024,-0.305,0.043
DVU0452,-0.364,0.056,-0.19,0.024,-0.271,0.046,-0.285,0.049
DVU0453,-0.346,0.008,-0.195,-0.006,-0.296,0.021,-0.264,-0.007
DVU0454,-0.412,0.162,-0.159,0.079,-0.282,0.078,-0.329,0.145
DVU0455,-0.379,0.062,-0.171,0.004,-0.333,0.06,-0.211,0.022
DVU0456,-0.347,-0.037,-0.214,0.01,-0.235,-0.005,-0.321,0.006
DVU0457,-0.36,0.028,-0.183,0.015,-0.268,0.038,-0.284,0.022
DVU0458,-0.364,0.027,-0.254,0.056,-0.254,-0.064,-0.374,0.163
DVU0459,-0.421,-0.021,-0.289,-0.099,-0.394,-0.01,-0.425,-0.058
DVU0460,-0.414,0.003,-0.228,0.051,-0.335,0.038,-0.298,0.024
DVU0461,-0.403,-0.017,-0.205,-0.016,-0.318,0.017,-0.276,-0.007
DVU0462,-0.336,0.018,-0.195,-0.006,-0.259,0.011,-0.278,0.008
DVU0463,-0.379,0.012,-0.197,0.003,-0.311,0.04,-0.299,0.007
DVU0464,-0.424,0.01,-0.202,-0.018,-0.333,0.031,-0.296,-0.018
DVU0465,-0.347,0.008,-0.188,0.011,-0.289,0.031,-0.244,0.014
DVU0466,-0.402,0.029,-0.212,0.021,-0.374,0.087,-0.254,-0.018
DVU0467,-0.378,0.028,-0.214,0.014,-0.328,0.064,-0.269,0.004
DVU0468,-0.324,0.021,-0.18,-0.021,-0.293,-0.004,-0.22,-0.003
DVU0469,-0.409,0.09,-0.198,0.037,-0.345,0.05,-0.284,0.072
DVU0470,-0.402,0.052,-0.201,0.001,-0.337,0.065,-0.285,0.01
DVU0471,-0.377,0.01,-0.187,-0.018,-0.336,0.028,-0.257,0
DVU0472,-0.442,0.056,-0.231,0.133,-0.301,0.072,-0.398,0.077
DVU0473,-0.511,-0.013,-0.328,-0.011,-0.379,-0.101,-0.533,0.06
DVU0474,-0.372,0.019,-0.2,-0.002,-0.322,0.021,-0.276,0.008
DVU0475,-0.422,0.008,-0.232,0.038,-0.309,0.02,-0.389,0.067
DVU0476,-0.566,0.192,-0.282,0.087,-0.434,0.176,-0.408,0.102
DVU0477,-0.363,-0.021,-0.203,-0.022,-0.285,-0.009,-0.279,-0.009
DVU0478,-0.427,0.026,-0.228,-0.011,-0.345,0.051,-0.322,-0.01
DVU0479,-0.392,0.034,-0.193,-0.002,-0.345,0.044,-0.265,0.03
DVU0480,-0.441,0.06,-0.216,0.022,-0.347,0.056,-0.328,0.038
DVU0481,-0.462,0.053,-0.256,0.001,-0.349,0.024,-0.373,0.06
DVU0482,-0.332,-0.035,-0.177,-0.021,-0.231,-0.01,-0.271,-0.018
DVU0483,-0.338,-0.01,-0.191,-0.007,-0.262,-0.004,-0.275,0.001
DVU0484,-0.382,-0.007,-0.184,-0.009,-0.319,0.018,-0.26,-0.001
DVU0485,-0.366,0,-0.195,0.006,-0.322,0.037,-0.259,-0.013
DVU0486,-0.401,0.093,-0.177,0.064,-0.342,0.119,-0.274,0.083
DVU0487,-0.299,-0.05,-0.197,-0.062,-0.212,-0.05,-0.278,-0.04
DVU0488,-0.321,-0.05,-0.17,-0.016,-0.233,-0.023,-0.248,-0.021
DVU0489,-0.366,0,-0.207,-0.012,-0.28,0.017,-0.29,-0.014
DVU0491,-0.353,0.003,-0.182,0.011,-0.296,0.035,-0.259,-0.006
DVU0492,-0.371,-0.005,-0.207,-0.018,-0.28,-0.042,-0.319,0.031
DVU0493,-0.342,-0.048,-0.177,-0.009,-0.284,0.016,-0.208,-0.053
DVU0494,-0.334,0.008,-0.183,-0.006,-0.264,0.003,-0.266,0.019
DVU0495,-0.34,-0.018,-0.179,-0.015,-0.252,-0.033,-0.265,-0.001
DVU0496,-0.322,-0.01,-0.193,-0.015,-0.252,0.002,-0.271,-0.005
DVU0497,-0.461,0.16,-0.182,0.125,-0.334,0.119,-0.317,0.181
DVU0498,-0.437,0.095,-0.205,0.045,-0.343,0.089,-0.307,0.051
DVU0499,-0.459,0.075,-0.235,0.006,-0.354,0.061,-0.353,0.069
DVU0500,-0.339,-0.032,-0.179,-0.012,-0.271,0.003,-0.238,-0.037
DVU0501,-0.322,-0.089,-0.182,-0.068,-0.213,-0.064,-0.284,-0.063
DVU0502,-0.418,0.066,-0.231,0.084,-0.333,0.086,-0.336,0.05
DVU0503,-0.324,-0.065,-0.207,-0.017,-0.24,-0.037,-0.271,-0.03
DVU0504,-0.293,-0.102,-0.196,-0.033,-0.181,-0.152,-0.271,0.031
DVU0505,-0.4,0.076,-0.197,0.039,-0.337,0.061,-0.285,0.073
DVU0506,-0.323,-0.057,-0.183,-0.027,-0.268,-0.033,-0.236,-0.021
DVU0507,-0.346,-0.034,-0.227,-0.05,-0.269,-0.037,-0.28,-0.049
DVU0508,-0.323,-0.048,-0.197,-0.026,-0.232,-0.023,-0.267,-0.039
DVU0509,-0.322,0.023,-0.179,0.015,-0.311,0.057,-0.232,-0.028
DVU0510,-0.32,-0.064,-0.187,-0.011,-0.232,-0.041,-0.258,-0.015
DVU0511,-0.328,0.017,-0.174,0.058,-0.195,-0.005,-0.326,0.065
DVU0512,-0.341,-0.058,-0.186,-0.023,-0.248,-0.005,-0.252,-0.073
DVU0513,-0.338,-0.03,-0.206,-0.048,-0.276,-0.012,-0.244,-0.065
DVU0514,-0.379,0.026,-0.206,-0.006,-0.314,0.051,-0.271,0.004
DVU0515,-0.377,-0.026,-0.218,-0.006,-0.295,-0.002,-0.288,-0.027
DVU0516,-0.382,-0.007,-0.208,0.013,-0.287,0.01,-0.288,0.028
DVU0517,-0.346,0.023,-0.19,-0.005,-0.278,0.016,-0.285,0.008
DVU0518,-0.356,-0.074,-0.2,-0.032,-0.271,-0.064,-0.293,-0.009
DVU0519,-0.354,-0.08,-0.206,-0.052,-0.288,-0.039,-0.265,-0.061
DVU0520,-0.366,-0.078,-0.207,-0.047,-0.299,-0.046,-0.27,-0.054
DVU0521,-0.463,0.07,-0.211,-0.038,-0.361,0.028,-0.31,-0.018
DVU0522,-0.356,0.005,-0.176,-0.019,-0.247,0.031,-0.261,0.011
DVU0523,-0.34,0.092,-0.158,0.06,-0.238,0.069,-0.263,0.085
DVU0524,-0.335,0.009,-0.181,0,-0.281,0.015,-0.246,0.014
DVU0525,-0.329,-0.063,-0.145,-0.024,-0.246,-0.031,-0.229,-0.04
DVU0526,-0.401,0.009,-0.201,-0.003,-0.33,0.017,-0.299,0.013
DVU0527,-0.376,0.047,-0.181,0.009,-0.293,0.041,-0.297,0.041
DVU0528,-0.349,-0.013,-0.187,-0.033,-0.29,0.012,-0.257,-0.022
DVU0529,-0.447,0.154,-0.217,0.084,-0.335,0.107,-0.365,0.144
DVU0530,-0.404,-0.023,-0.204,-0.071,-0.359,0.009,-0.284,-0.103
DVU0531,-0.325,0.003,-0.197,0.017,-0.262,0.004,-0.275,0.017
DVU0532,-0.399,-0.048,-0.218,-0.003,-0.315,-0.005,-0.295,-0.011
DVU0533,-0.538,0.128,-0.259,0.063,-0.439,0.106,-0.363,0.097
DVU0534,-0.375,-0.111,-0.228,-0.067,-0.283,-0.059,-0.3,-0.08
DVU0535,-0.316,-0.055,-0.191,0,-0.232,-0.034,-0.272,-0.008
DVU0536,-0.338,-0.042,-0.207,-0.036,-0.237,-0.052,-0.306,-0.002
DVU0537,-0.438,0.18,-0.172,0.151,-0.278,0.14,-0.429,0.111
DVU0538,-0.328,-0.036,-0.175,-0.001,-0.29,0.01,-0.209,-0.021
DVU0539,-0.319,-0.014,-0.151,-0.015,-0.228,-0.028,-0.249,0.019
DVU0540,-0.377,0,-0.184,-0.009,-0.263,0.001,-0.291,0.011
DVU0541,-0.343,-0.105,-0.195,-0.001,-0.192,-0.025,-0.295,-0.025
DVU0542,-0.427,-0.014,-0.225,-0.005,-0.321,-0.024,-0.323,0.036
DVU0543,-0.375,0.003,-0.196,-0.011,-0.28,-0.004,-0.294,0.018
DVU0544,-0.364,-0.112,-0.172,-0.009,-0.263,-0.037,-0.235,-0.062
DVU0545,-0.413,0.094,-0.182,0.098,-0.357,0.127,-0.257,0.075
DVU0546,-0.375,0.043,-0.16,0.016,-0.302,0.029,-0.287,0.013
DVU0547,-0.354,-0.052,-0.223,-0.012,-0.266,-0.032,-0.296,-0.016
DVU0548,-0.347,0.001,-0.217,-0.011,-0.245,-0.03,-0.328,0.051
DVU0549,-0.329,-0.044,-0.188,-0.039,-0.3,-0.027,-0.222,-0.037
DVU0550,-0.335,0.012,-0.169,0.043,-0.244,0.029,-0.243,0.036
DVU0551,-0.348,-0.041,-0.186,-0.044,-0.221,-0.061,-0.297,-0.018
DVU0552,-0.349,0.017,-0.19,-0.011,-0.283,0.001,-0.275,0.004
DVU0553,-0.397,0.037,-0.223,-0.019,-0.238,0.035,-0.406,-0.011
DVU0554,-0.374,-0.018,-0.182,0.024,-0.291,-0.005,-0.278,0.017
DVU0555,-0.289,0.02,-0.17,0.027,-0.237,0.039,-0.283,0.019
DVU0556,-0.333,0.023,-0.192,0.027,-0.32,0.055,-0.201,0.01
DVU0558,-0.42,0.05,-0.275,0.13,-0.392,0.123,-0.268,0.059
DVU0560,-0.392,0.064,-0.223,0.091,-0.296,0.065,-0.331,0.078
DVU0561,-0.404,0.057,-0.2,0.035,-0.295,0.047,-0.33,0.036
DVU0562,-0.205,-0.067,-0.164,-0.041,-0.159,-0.048,-0.183,-0.038
DVU0563,-0.285,-0.028,-0.21,-0.013,-0.293,0.009,-0.22,-0.025
DVU0564,-0.34,0.022,-0.191,0.001,-0.284,0.038,-0.267,-0.009
DVU0565,-0.358,-0.042,-0.2,-0.018,-0.25,-0.03,-0.294,0.002
DVU0566,-0.328,-0.014,-0.208,0.032,-0.265,0.014,-0.28,0.022
DVU0567,-0.358,-0.049,-0.187,-0.046,-0.236,-0.019,-0.304,-0.047
DVU0568,-0.369,0.042,-0.218,0.031,-0.3,0.034,-0.313,0.065
DVU0569,-0.323,0.003,-0.182,0.005,-0.27,0.005,-0.248,0.022
DVU0570,-0.41,-0.042,-0.281,-0.032,-0.302,-0.046,-0.362,-0.001
DVU0571,-0.399,-0.019,-0.225,-0.009,-0.305,-0.005,-0.326,-0.01
DVU0572,-0.43,0.081,-0.191,0.036,-0.357,0.03,-0.337,0.075
DVU0573,-0.354,-0.013,-0.19,0.001,-0.238,0.004,-0.272,-0.028
DVU4025,-0.304,-0.022,-0.157,-0.039,-0.274,-0.03,-0.202,-0.036
DVU0575,-0.414,-0.029,-0.215,-0.026,-0.345,-0.026,-0.274,0.024
DVU0576,-0.377,0.01,-0.191,0.021,-0.274,0.01,-0.312,0.042
DVU0577,-0.356,0.011,-0.179,0.032,-0.275,0.043,-0.281,0.022
DVU0578,-0.374,0.058,-0.196,0.037,-0.314,0.098,-0.255,0.02
DVU0579,-0.425,0.02,-0.179,0.009,-0.341,0.026,-0.275,0.029
DVU0580,-0.369,0.019,-0.203,-0.003,-0.303,0.004,-0.268,0.009
DVU0581,-0.377,-0.077,-0.198,-0.003,-0.285,-0.001,-0.257,-0.029
DVU0582,-0.358,-0.023,-0.199,-0.03,-0.256,-0.012,-0.297,-0.013
DVU0583,-0.375,0.018,-0.17,0.005,-0.257,-0.016,-0.316,0.046
DVU0584,-0.383,0.055,-0.19,0.005,-0.317,0.039,-0.305,0.02
DVU0585,-0.344,-0.015,-0.192,-0.025,-0.285,0.005,-0.256,-0.024
DVU0586,-0.382,0.099,-0.128,0.087,-0.271,0.026,-0.304,0.124
DVU0588,-0.364,0.022,-0.173,0.009,-0.287,0.055,-0.243,0
DVU0589,-0.318,-0.043,-0.177,-0.004,-0.278,0,-0.202,-0.014
DVU0590,-0.343,-0.021,-0.194,0.031,-0.276,-0.009,-0.271,0.021
DVU0591,-0.336,-0.036,-0.206,-0.026,-0.277,-0.023,-0.252,-0.023
DVU0592,-0.341,-0.042,-0.211,0.004,-0.248,-0.018,-0.287,0.014
DVU0593,-0.382,-0.006,-0.212,-0.017,-0.281,-0.001,-0.336,-0.005
DVU0594,-0.381,-0.006,-0.208,0.01,-0.316,0.028,-0.267,-0.006
DVU0595,-0.407,0.05,-0.183,0.026,-0.296,0.036,-0.284,0.059
DVU0596,-0.358,-0.048,-0.208,-0.045,-0.251,-0.061,-0.299,-0.022
DVU0597,-0.358,-0.008,-0.2,-0.017,-0.276,0.001,-0.284,-0.001
DVU0598,-0.406,-0.048,-0.227,-0.046,-0.311,-0.031,-0.333,-0.038
DVU0599,-0.416,-0.018,-0.23,-0.032,-0.334,0,-0.328,-0.023
DVU0600,-0.391,-0.017,-0.204,-0.004,-0.333,-0.024,-0.307,0.009
DVU0601,-0.361,0.043,-0.201,0.039,-0.326,0.073,-0.25,0.013
DVU0602,-0.396,0.053,-0.184,0.01,-0.275,0.016,-0.348,0.027
DVU0603,-0.379,-0.014,-0.191,-0.053,-0.262,-0.026,-0.306,-0.02
DVU0604,-0.649,0.229,-0.295,0.142,-0.439,0.172,-0.465,0.204
DVU0605,-0.552,0.15,-0.243,0.08,-0.447,0.175,-0.359,0.095
DVU0606,-0.274,-0.084,-0.175,-0.02,-0.231,-0.063,-0.195,-0.027
DVU0607,-0.342,-0.065,-0.21,0.001,-0.25,-0.042,-0.277,-0.008
DVU0608,-0.35,-0.017,-0.213,0,-0.268,-0.015,-0.289,0.026
DVU0609,-0.379,0.006,-0.206,-0.008,-0.287,0.026,-0.308,-0.021
DVU0610,-0.347,-0.025,-0.187,-0.008,-0.257,-0.03,-0.27,-0.009
DVU0611,-0.316,-0.039,-0.165,0.011,-0.219,-0.019,-0.263,0.028
DVU0612,-0.364,-0.007,-0.192,-0.01,-0.271,0.004,-0.297,0.004
DVU0613,-0.407,-0.027,-0.168,-0.024,-0.343,0.01,-0.196,-0.078
DVU0614,-0.46,0.022,-0.23,0,-0.361,-0.005,-0.307,0.065
DVU0615,-0.324,0.115,-0.158,0.079,-0.337,0.079,-0.186,0.097
DVU0616,-0.426,-0.066,-0.206,-0.052,-0.333,-0.056,-0.311,-0.004
DVU0617,-0.396,-0.035,-0.241,-0.029,-0.323,0.002,-0.306,-0.05
DVU0618,-0.247,0.012,-0.107,-0.079,-0.173,-0.061,-0.187,0.006
DVU0619,-0.38,0.038,-0.198,0.003,-0.273,0.006,-0.324,0.044
DVU0620,-0.347,0.02,-0.201,-0.015,-0.262,0.032,-0.306,-0.019
DVU0621,-0.392,0.036,-0.212,0.022,-0.331,0.038,-0.294,0.027
DVU0622,-0.368,0.001,-0.187,-0.019,-0.278,-0.018,-0.294,0.025
DVU0623,-0.39,0.09,-0.185,0.089,-0.296,0.137,-0.288,0.068
DVU0624,-0.415,0.004,-0.234,0.011,-0.312,-0.002,-0.328,0.019
DVU0625,-0.359,0.009,-0.192,0,-0.284,0.028,-0.286,0.004
DVU0626,-0.344,0,-0.179,0.04,-0.246,0.058,-0.204,-0.003
DVU0627,-0.421,0.032,-0.236,0.015,-0.38,0.072,-0.296,-0.011
DVU0628,-0.377,-0.028,-0.217,0.004,-0.322,0.023,-0.259,-0.033
DVU0629,-0.424,0,-0.248,-0.035,-0.322,-0.018,-0.35,0.015
DVU0630,-0.45,0.096,-0.205,0.013,-0.333,0.047,-0.341,0.074
DVU0631,-0.346,-0.008,-0.187,0.005,-0.253,-0.005,-0.292,0.019
DVU0632,-0.435,0.048,-0.2,-0.008,-0.287,0.021,-0.335,0.041
DVU0633,-0.376,0.026,-0.204,-0.007,-0.276,0.001,-0.319,0.03
DVU0634,-0.345,0.027,-0.183,0.006,-0.251,0.005,-0.288,0.055
DVU0635,-0.38,0.028,-0.219,-0.007,-0.301,-0.002,-0.327,0.043
DVU0636,-0.39,0.009,-0.222,-0.004,-0.333,0.016,-0.277,-0.004
DVU0637,-0.344,-0.045,-0.212,-0.053,-0.26,-0.041,-0.277,-0.038
DVU0638,-0.354,0.005,-0.167,0.01,-0.226,0.004,-0.302,0.04
DVU0639,-0.303,-0.056,-0.159,-0.045,-0.21,-0.066,-0.267,-0.016
