kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT
DVU0363,30,95,46,33,74,121,138,63,81,126,103,37,19,54,60,20
DVU0364,11,43,11,22,36,66,69,37,31,63,46,25,9,36,39,10
DVU0365,17,49,22,23,48,92,102,44,39,100,67,31,7,45,46,23
DVU0366,16,59,29,27,61,118,105,55,45,109,69,29,9,53,49,18
DVU0367,28,50,30,27,51,52,74,37,43,71,83,51,12,41,62,22
DVU0368,7,2,9,4,5,3,6,4,10,6,15,11,0,7,12,3
DVU0369,2,4,3,12,6,1,3,2,4,4,5,10,9,3,12,18
DVU0370,20,7,8,14,13,7,4,7,8,8,4,5,9,9,9,11
DVU0371,58,99,71,55,90,97,148,90,98,133,111,88,36,96,101,53
DVU0372,16,34,25,33,49,66,62,56,38,72,62,28,5,61,51,34
DVU0373,89,151,117,81,163,242,270,127,156,233,159,125,30,176,127,66
DVU0374,94,162,119,90,202,278,274,136,141,283,188,124,27,167,156,57
DVU0375,67,91,57,42,93,119,138,71,81,126,92,58,15,85,71,23
DVU0376,19,17,15,9,17,23,22,18,19,21,27,12,5,19,15,8
DVU0377,37,60,49,40,73,81,110,44,63,99,73,44,13,68,47,16
DVU0378,20,18,20,15,29,31,24,14,20,27,23,15,4,22,18,14
DVU0379,34,54,45,41,60,29,45,42,61,45,40,38,19,48,54,22
DVU0380,77,121,83,64,116,135,155,95,122,144,110,72,29,101,101,37
DVU0381,44,75,44,67,109,130,130,106,54,137,114,83,22,133,101,42
DVU0382,22,13,13,21,27,20,23,9,15,27,22,21,6,19,27,14
DVU0383,6,14,19,9,19,36,39,19,18,37,55,42,4,26,40,6
DVU0384,20,33,22,31,46,61,64,33,29,64,41,24,10,46,32,16
DVU0385,12,5,6,8,7,5,7,7,5,13,11,5,6,3,11,11
DVU0386,46,48,55,26,53,68,74,46,62,77,49,28,13,48,39,17
DVU0387,14,31,17,34,41,54,68,56,21,73,66,41,20,61,50,30
DVU0388,26,45,31,32,56,75,81,44,44,82,67,41,7,54,56,26
DVU0389,17,25,27,31,48,50,70,47,22,76,65,45,13,64,46,28
DVU0390,35,94,34,52,79,146,173,81,81,150,130,77,19,89,102,40
DVU0391,26,66,36,37,80,100,112,46,47,111,90,43,12,61,53,21
DVU0392,25,68,40,51,72,118,150,68,67,144,109,72,19,78,94,24
DVU0393,28,44,47,31,53,90,100,58,57,113,123,64,13,54,86,28
DVU0394,28,67,28,41,61,122,113,64,61,121,101,39,14,50,80,32
DVU0395,11,24,18,25,34,30,42,25,24,44,41,19,8,33,28,13
DVU0396,24,14,24,13,21,24,26,13,24,29,18,12,6,17,15,7
DVU0397,26,46,40,26,59,69,82,47,35,83,50,36,17,59,33,23
DVU0398,76,144,98,88,163,170,186,101,129,169,134,71,37,137,86,37
DVU0399,18,52,45,25,60,83,93,49,48,100,44,36,14,50,46,25
DVU0400,9,39,24,17,29,59,71,40,40,69,38,22,10,32,37,15
DVU0401,21,44,27,25,45,73,53,29,37,53,34,20,14,30,31,15
DVU0402,74,88,69,42,84,134,131,85,94,113,90,74,21,99,81,34
DVU0403,49,79,50,48,91,114,123,66,64,111,71,65,21,90,68,35
DVU0404,19,17,23,5,18,15,16,18,21,18,12,12,5,17,13,7
DVU0405,44,69,57,61,82,127,164,72,84,149,135,83,21,100,95,63
DVU0406,22,48,29,50,78,84,81,76,28,103,78,43,21,84,64,49
DVU0407,39,35,28,27,46,47,66,37,34,68,55,36,10,46,44,26
DVU0408,68,124,115,109,146,151,224,124,160,199,186,114,42,171,134,80
DVU0409,13,29,21,7,27,28,38,29,27,45,25,10,3,20,23,5
DVU0410,33,41,37,32,36,43,60,38,63,40,36,30,10,53,37,16
DVU0411,39,133,57,54,135,171,190,118,94,204,123,65,15,106,116,53
DVU0412,29,44,32,26,52,52,68,41,42,64,58,37,8,53,43,16
DVU0413,26,85,39,53,108,115,147,99,52,137,117,77,16,132,81,53
DVU0414,45,67,55,61,88,136,169,71,75,159,112,59,19,102,70,31
DVU0415,46,77,67,39,76,141,199,79,98,192,162,87,9,85,111,55
DVU0416,46,80,34,46,79,110,106,92,59,110,83,51,22,87,80,33
DVU0417,65,134,97,86,142,153,223,124,128,203,164,99,48,152,109,52
DVU0418,54,85,62,49,87,107,117,64,88,106,106,63,20,77,79,26
DVU0419,20,68,52,49,73,98,142,66,73,138,110,65,22,75,83,38
DVU0420,6,12,2,5,8,12,21,12,11,20,24,11,1,9,18,4
DVU0421,15,49,29,35,45,80,102,47,58,94,95,52,10,51,73,37
DVU0422,100,241,135,120,251,338,365,209,207,350,248,124,38,234,181,77
DVU0423,7,24,21,19,25,31,44,21,31,40,45,32,8,26,38,13
DVU0424,31,85,56,57,97,125,158,91,76,157,127,91,25,104,110,55
DVU0425,13,43,30,26,46,96,94,57,34,104,63,46,19,50,60,25
DVU0426,26,74,42,60,92,131,148,94,64,159,123,70,20,101,103,45
DVU0427,12,11,8,10,13,14,16,10,10,20,22,11,6,8,17,9
DVU0428,14,12,19,19,21,22,33,14,19,40,28,18,9,16,26,10
DVU0429,20,20,25,11,21,45,46,29,25,48,20,22,9,28,25,7
DVU0430,38,72,51,36,83,101,123,66,59,116,64,73,16,84,75,19
DVU0431,16,34,20,18,32,44,36,26,31,28,22,15,9,32,18,11
DVU0432,24,29,23,17,37,45,53,21,25,42,35,37,6,40,29,10
DVU0433,18,42,28,36,62,65,82,82,30,99,55,52,13,85,72,27
DVU0434,50,94,66,96,142,175,192,157,83,223,162,97,31,174,145,59
DVU0435,5,8,6,5,14,7,4,6,3,10,6,2,3,6,5,8
DVU0436,30,43,40,43,52,41,81,38,59,79,60,38,16,49,54,32
DVU0437,40,90,75,44,103,112,181,62,95,188,177,78,11,68,105,31
DVU0438,90,192,123,128,244,293,327,181,157,324,297,185,42,236,216,90
DVU0439,8,17,6,11,12,44,35,21,17,34,19,11,5,17,21,12
DVU0440,31,67,54,41,87,106,156,69,68,176,177,80,8,69,113,29
DVU0441,35,134,37,51,105,213,252,103,102,212,126,85,14,114,111,33
DVU0442,57,77,53,57,88,120,132,69,75,118,85,57,23,94,66,25
DVU0443,12,58,20,22,47,82,100,47,49,103,51,28,3,33,61,18
DVU0444,38,159,82,62,164,298,277,123,126,282,205,88,14,123,136,45
DVU0445,44,124,59,62,133,206,214,98,98,207,165,66,14,114,98,22
DVU0446,32,80,43,68,111,153,176,108,58,179,138,87,22,136,105,51
DVU0447,12,25,7,18,28,25,38,20,18,27,21,16,4,34,16,8
DVU0448,40,77,52,46,74,92,132,67,77,125,100,56,23,71,75,38
DVU0449,168,337,196,197,371,432,469,264,294,448,372,191,66,319,267,150
DVU0450,33,70,40,28,62,77,120,58,59,103,80,50,16,67,53,28
DVU0451,30,92,61,73,112,156,215,115,83,218,183,110,31,132,135,65
DVU0452,54,118,58,48,123,205,219,91,88,227,132,63,13,88,101,51
DVU0453,82,189,146,105,178,269,431,194,216,403,376,195,46,211,237,105
DVU0454,11,18,14,9,20,19,24,14,14,24,20,15,7,16,15,8
DVU0455,22,38,24,28,35,68,72,58,46,82,81,51,9,45,83,25
DVU0456,32,57,46,53,82,77,120,57,60,107,59,55,14,95,56,37
DVU0457,35,87,48,46,96,126,148,81,71,157,102,48,14,81,80,30
DVU0458,27,10,5,15,12,10,12,7,7,10,1,9,12,11,8,11
DVU0459,2,7,5,4,5,11,6,9,2,9,7,6,8,4,7,9
DVU0460,20,47,31,35,59,71,95,35,44,88,77,57,9,54,64,14
DVU0461,29,58,42,29,59,88,115,53,60,115,106,60,9,54,79,15
DVU0462,35,74,57,35,85,116,136,76,70,147,94,56,12,76,79,27
DVU0463,23,69,49,43,74,122,169,69,69,168,157,82,18,75,101,31
DVU0464,20,45,34,26,48,74,85,43,48,78,60,55,10,53,61,27
DVU0465,43,89,77,59,110,128,195,76,99,198,177,91,16,94,116,30
DVU0466,12,38,17,26,39,60,77,32,33,71,72,39,9,39,49,16
DVU0467,19,56,37,36,63,83,131,56,58,143,98,50,8,51,83,26
DVU0468,16,46,29,23,51,78,98,45,41,110,85,33,6,38,57,17
DVU0469,26,40,25,36,48,70,106,37,49,100,105,62,4,51,80,15
DVU0470,36,83,41,45,92,90,131,61,65,146,145,60,12,55,99,26
DVU0471,13,39,28,27,41,60,104,43,45,99,97,44,8,50,56,19
DVU0472,25,29,11,38,47,22,13,30,10,27,8,12,22,34,25,48
DVU0473,5,6,4,18,10,6,5,7,5,3,5,9,14,13,7,11
DVU0474,60,75,68,44,77,74,94,49,82,102,91,46,28,43,68,48
DVU0475,21,24,16,39,32,21,23,32,18,26,23,27,28,37,33,40
DVU0476,9,9,9,13,14,10,10,9,9,15,13,25,8,9,30,23
DVU0477,42,81,59,40,87,108,134,58,77,125,107,54,15,73,64,18
DVU0478,14,60,28,27,54,76,116,50,45,102,81,57,16,58,60,19
DVU0479,30,81,67,60,79,125,170,77,106,172,180,89,23,73,130,37
DVU0480,11,36,26,26,33,63,93,37,46,82,64,62,9,45,71,27
DVU0481,36,77,42,44,76,69,110,43,64,96,74,64,22,56,73,25
DVU0482,39,110,55,50,106,181,166,97,92,153,103,54,17,106,78,41
DVU0483,58,150,97,69,154,266,290,118,143,285,179,94,19,127,135,50
DVU0484,18,44,37,30,45,68,92,41,56,84,89,49,10,50,60,21
DVU0485,13,36,25,37,50,53,76,56,36,85,93,50,12,61,70,32
DVU0486,6,19,13,19,22,25,37,15,25,35,36,16,4,20,26,11
DVU0487,13,31,21,18,40,63,60,28,24,68,41,16,5,29,28,15
DVU0488,53,66,54,46,78,172,154,70,77,145,98,59,12,91,72,27
DVU0489,35,84,61,46,85,120,155,78,84,152,105,68,21,82,89,33
DVU0491,44,71,61,53,74,83,143,69,87,131,107,65,24,84,79,30
DVU0492,26,74,31,43,73,111,131,70,56,123,91,50,19,77,67,22
DVU0493,14,23,14,14,19,23,37,19,26,34,22,11,5,18,21,8
DVU0494,33,63,47,37,79,121,131,78,55,149,118,58,12,76,85,27
DVU0495,32,75,49,31,73,139,165,71,69,159,85,58,13,75,72,30
DVU0496,101,226,149,86,248,319,374,185,183,401,251,94,30,180,155,65
DVU0497,9,17,5,11,20,24,28,18,11,31,15,11,2,18,20,8
DVU0498,54,130,53,58,121,129,185,85,99,164,119,66,21,97,91,33
DVU0499,11,33,14,20,36,35,46,20,26,47,30,14,5,22,27,9
DVU0500,58,115,79,56,114,163,221,118,115,213,212,116,20,125,145,58
DVU0501,37,51,51,24,63,84,93,45,52,96,52,42,10,54,47,20
DVU0502,16,32,15,29,38,21,53,21,27,54,30,16,11,26,29,25
DVU0503,88,129,109,95,162,259,300,104,152,260,148,120,19,177,123,37
DVU0504,23,20,22,5,23,20,23,19,18,26,14,13,6,19,12,6
DVU0505,28,56,56,36,62,83,83,47,63,88,86,60,23,48,72,23
DVU0506,33,54,36,40,69,100,109,62,52,109,92,55,9,77,71,33
DVU0507,19,21,20,11,27,22,26,19,19,28,13,15,6,23,16,5
DVU0508,153,180,214,84,216,350,443,124,230,389,258,179,31,214,142,32
DVU0509,8,10,14,8,10,20,31,9,17,29,27,11,5,11,12,8
DVU0510,60,70,86,64,96,102,163,55,106,133,93,59,18,111,49,21
DVU0511,18,23,28,19,32,62,60,27,29,51,39,34,8,45,27,16
DVU0512,34,57,50,29,67,64,81,36,54,71,66,42,14,56,37,24
DVU0513,38,56,41,30,66,62,84,41,50,76,72,39,10,59,41,17
DVU0514,26,42,42,24,50,82,119,37,51,118,111,69,7,46,77,31
DVU0515,29,53,38,21,56,65,87,32,44,80,57,42,11,42,42,17
DVU0516,41,63,51,39,83,101,128,53,59,125,112,80,11,76,85,29
DVU0517,45,101,90,38,113,223,247,87,92,246,180,104,24,100,105,37
DVU0518,12,25,24,17,32,42,50,35,29,60,31,22,5,32,37,11
DVU0519,105,187,109,61,194,163,221,109,133,184,186,108,29,153,96,58
DVU0520,59,132,85,47,126,129,176,83,111,147,135,85,26,106,83,41
DVU0521,11,17,19,14,19,11,24,9,21,20,22,12,9,15,11,2
DVU0522,17,37,33,20,42,46,54,30,38,51,38,23,9,38,26,19
DVU0523,27,20,31,8,26,21,32,12,25,33,25,15,7,17,11,4
DVU0524,18,28,36,20,30,26,41,22,45,38,30,15,10,27,20,10
DVU0525,25,40,38,27,52,33,61,46,45,74,70,28,8,45,48,28
DVU0526,20,59,42,66,87,98,146,94,59,167,157,96,21,101,134,56
DVU0527,17,31,25,26,38,62,65,36,35,71,66,37,9,37,53,24
DVU0528,7,15,18,14,20,42,57,41,21,63,47,32,5,40,42,15
DVU0529,25,34,21,26,42,42,44,22,29,49,29,18,10,25,31,5
DVU0530,12,36,17,12,28,44,45,24,27,39,40,23,9,22,28,10
DVU0531,74,97,90,54,106,138,132,72,109,139,97,66,25,74,93,19
DVU0532,8,34,15,25,43,73,72,60,22,75,53,46,9,66,56,23
DVU0533,6,14,6,8,11,8,8,12,10,7,11,9,6,10,13,4
DVU0534,28,74,28,43,75,96,130,104,50,118,86,76,19,117,87,35
DVU0535,61,72,70,27,80,129,126,54,74,128,84,52,14,60,59,22
DVU0536,96,114,106,53,146,198,176,74,107,195,114,73,19,87,94,30
DVU0537,8,14,10,12,22,18,12,7,6,19,9,6,8,8,10,16
DVU0538,23,35,37,38,50,44,80,47,53,91,90,41,7,51,68,33
DVU0539,67,105,83,54,119,112,129,94,107,131,120,50,15,106,77,34
DVU0540,88,188,108,98,196,233,255,154,167,231,158,105,31,186,140,73
DVU0541,4,5,8,7,11,5,5,9,6,6,4,11,4,14,10,16
DVU0542,20,16,25,28,27,15,27,25,28,32,34,38,13,31,47,16
DVU0543,28,46,41,59,72,90,104,76,50,100,104,79,23,106,85,46
DVU0544,30,24,32,11,28,30,33,19,32,29,34,30,7,27,26,9
DVU0545,9,21,25,23,25,27,37,22,36,45,42,27,7,18,47,14
DVU0546,16,14,5,9,14,15,11,12,9,12,13,7,6,11,12,10
DVU0547,65,72,73,37,95,94,120,53,67,122,76,64,19,74,61,26
DVU0548,16,40,31,58,77,72,96,67,34,103,69,42,17,97,53,36
DVU0549,36,54,37,54,67,96,121,101,57,137,131,65,21,98,101,47
DVU0550,44,49,50,36,56,60,81,46,65,83,51,33,14,51,50,19
DVU0551,30,45,41,34,62,60,70,44,45,75,54,25,13,56,34,16
DVU0552,57,42,50,67,57,46,65,55,64,66,67,62,38,69,77,83
DVU0553,27,23,13,20,32,12,8,15,10,16,10,5,14,16,10,20
DVU0554,41,37,51,67,53,31,63,56,68,57,71,75,33,78,87,70
DVU0555,20,8,17,19,8,12,12,14,20,13,8,16,16,13,20,38
DVU0556,27,14,24,15,18,12,21,9,29,23,20,10,5,11,18,7
DVU0558,14,5,6,5,5,4,5,3,4,4,9,17,7,4,14,19
DVU0560,48,22,33,50,28,19,21,26,41,25,15,44,36,28,56,89
DVU0561,49,52,64,72,70,51,75,74,71,81,63,78,46,86,92,79
DVU0562,33,8,25,15,19,12,17,13,25,23,15,9,4,18,15,15
DVU0563,52,44,50,42,48,44,61,48,62,69,66,44,27,44,64,59
DVU0564,24,23,32,14,29,32,31,11,28,35,37,26,11,13,27,22
DVU0565,43,84,54,43,94,87,110,47,69,95,76,48,17,72,49,28
DVU0566,31,38,32,23,49,40,58,30,34,61,45,22,10,38,27,19
DVU0567,27,62,36,52,86,90,107,79,49,105,87,63,14,105,75,42
DVU0568,33,69,38,43,76,107,131,64,54,148,77,37,20,54,70,19
DVU0569,69,84,75,74,104,109,191,73,109,179,154,81,20,105,103,50
DVU0570,9,9,5,13,11,6,12,8,6,10,9,16,10,12,15,25
DVU0571,33,65,46,44,75,98,126,52,62,118,120,76,17,70,85,25
DVU0572,4,21,20,11,19,22,34,22,21,32,42,24,12,22,23,9
DVU0573,18,23,19,15,27,36,49,24,25,35,30,34,6,42,25,17
DVU4025,31,33,44,30,41,52,72,26,56,74,84,35,10,32,49,14
DVU0575,16,24,9,15,17,24,34,12,25,26,16,13,5,13,22,10
DVU0576,23,32,28,15,35,30,40,21,30,36,36,26,10,28,24,17
DVU0577,24,40,48,37,56,69,91,62,56,110,68,46,12,59,74,29
DVU0578,14,42,37,20,47,59,100,36,48,96,102,56,4,45,63,19
DVU0579,13,42,27,26,35,50,75,38,48,63,84,42,13,43,50,19
DVU0580,33,59,30,38,57,76,124,63,56,116,103,67,13,69,86,35
DVU0581,22,54,28,31,59,62,76,34,49,65,65,36,4,50,47,19
DVU0582,68,159,90,79,183,193,220,119,118,214,153,84,27,149,106,56
DVU0583,27,95,48,34,93,147,155,83,64,144,113,59,21,92,64,32
DVU0584,24,63,35,28,59,77,109,62,44,101,100,54,24,66,54,38
DVU0585,65,156,90,77,149,233,308,136,149,280,242,116,25,157,147,63
DVU0586,3,12,10,11,18,25,23,15,11,27,22,8,4,17,13,5
DVU0588,31,48,42,23,43,68,68,39,61,65,53,45,9,37,61,17
DVU0589,21,37,36,31,45,57,83,43,54,85,89,34,5,49,54,17
DVU0590,13,24,15,25,30,28,36,21,25,37,34,23,10,26,33,24
DVU0591,73,103,123,75,143,144,220,87,140,232,186,108,18,115,137,54
DVU0592,9,33,25,25,40,37,67,21,37,51,51,32,6,44,28,15
DVU0593,8,31,18,30,51,49,69,44,15,75,66,35,12,58,39,20
DVU0594,15,51,41,24,44,74,103,58,58,102,98,61,14,52,77,30
DVU0595,13,20,19,14,30,32,34,18,15,39,23,24,7,23,26,10
DVU0596,20,41,38,31,43,65,105,38,56,87,59,48,11,58,48,25
DVU0597,40,104,68,65,126,147,197,107,92,200,161,87,19,126,114,62
DVU0598,30,75,34,73,97,120,156,108,59,150,112,91,25,136,111,44
DVU0599,30,70,37,64,87,130,158,104,56,152,116,101,27,127,115,47
DVU0600,21,33,46,58,59,63,111,38,55,113,105,56,22,62,68,19
DVU0601,13,22,26,21,28,27,45,21,31,48,49,23,9,24,32,15
DVU0602,10,25,14,10,26,37,41,23,16,38,32,23,7,27,22,11
DVU0603,6,16,8,14,20,22,19,27,12,26,17,15,6,24,26,8
DVU0604,8,18,4,10,19,6,8,5,11,6,3,5,3,8,9,8
DVU0605,13,7,9,16,10,3,4,1,16,3,5,9,7,5,14,6
DVU0606,27,47,49,39,57,61,106,50,71,96,84,51,7,70,63,45
DVU0607,65,106,75,55,122,136,139,78,95,140,114,73,18,93,95,35
DVU0608,102,138,136,88,179,157,214,74,154,199,170,105,29,130,108,50
DVU0609,26,49,26,28,58,57,75,41,38,77,35,23,7,48,37,10
DVU0610,37,64,39,34,66,90,111,53,57,96,75,46,14,70,49,19
DVU0611,22,62,30,26,65,88,97,60,43,92,62,34,10,68,42,26
DVU0612,29,66,43,51,94,108,135,74,49,133,114,71,17,104,75,57
DVU0613,5,6,7,2,6,3,9,4,10,7,9,9,0,6,10,5
DVU0614,16,23,17,11,17,16,31,12,27,21,18,21,7,16,21,7
DVU0615,19,6,11,10,6,1,9,8,13,8,12,12,9,9,13,18
DVU0616,14,29,19,17,29,30,37,21,27,30,34,26,9,28,27,15
DVU0617,13,25,13,16,19,17,24,20,19,17,21,18,15,21,18,14
DVU0618,8,4,14,9,7,2,5,10,16,10,16,8,5,8,14,19
DVU0619,55,102,80,56,119,141,158,77,95,163,102,62,24,89,82,34
DVU0620,10,21,9,17,21,43,48,25,20,41,30,19,6,32,23,18
DVU0621,45,103,65,43,94,110,175,82,94,171,116,67,23,77,92,40
DVU0622,84,187,109,82,199,278,271,158,145,289,189,103,34,152,157,61
DVU0623,13,12,14,18,19,16,21,22,15,20,25,24,10,30,24,34
DVU0624,29,38,27,20,51,36,41,18,28,48,40,27,6,24,35,11
DVU0625,86,127,104,53,124,160,146,78,123,143,112,77,36,78,94,33
DVU0626,14,31,28,17,32,31,56,22,37,41,48,34,6,38,29,15
DVU0627,30,52,39,41,65,85,125,49,59,134,110,68,8,53,97,16
DVU0628,21,55,46,42,59,82,151,57,72,142,118,74,13,70,90,26
DVU0629,19,38,32,44,52,34,53,24,46,53,27,23,16,38,37,24
DVU0630,2,7,7,11,12,19,14,9,10,15,9,14,3,13,18,13
DVU0631,40,112,61,48,110,209,211,73,94,189,143,66,16,93,78,22
DVU0632,19,61,32,21,60,73,74,28,48,65,31,23,6,36,30,10
DVU0633,91,160,124,86,187,250,286,135,138,283,185,112,45,165,123,53
DVU0634,15,39,19,16,35,69,72,34,33,63,42,29,6,39,34,21
DVU0635,32,113,42,46,117,142,175,125,60,196,156,83,25,108,121,45
DVU0636,34,68,63,54,79,74,152,64,86,154,142,90,20,73,115,45
DVU0637,55,93,62,66,112,115,168,69,86,144,110,68,23,112,68,37
DVU0638,20,49,30,52,76,82,69,75,40,79,55,37,15,92,57,38
DVU0639,35,49,44,32,63,74,86,41,52,84,62,28,9,57,35,22
DVU0640,35,34,39,41,59,72,63,52,50,62,64,32,5,78,42,24
DVU0641,51,76,61,50,82,75,112,62,78,111,118,65,26,69,82,30
DVU0642,19,36,29,37,44,75,90,51,48,105,80,40,9,44,75,30
DVU0643,15,33,24,18,39,72,68,52,33,80,81,39,3,46,60,29
DVU0644,11,24,10,24,28,13,8,19,12,14,8,4,18,17,12,11
DVU0645,81,87,138,89,135,141,225,89,150,227,189,129,29,135,143,52
DVU0646,22,68,28,26,60,89,97,50,46,87,50,29,15,52,38,13
DVU0647,24,74,30,31,69,117,119,46,59,99,75,38,8,61,46,18
DVU0648,15,57,17,29,58,85,102,51,35,98,78,46,10,56,60,18
DVU0649,11,42,23,24,50,94,141,91,29,153,114,71,10,87,89,26
DVU0650,23,57,40,29,66,115,102,56,49,108,68,40,10,59,56,15
DVU0651,14,65,27,29,83,132,117,86,28,148,113,45,10,73,77,41
DVU0652,28,44,53,45,66,63,100,52,68,104,92,52,9,70,70,34
DVU0653,51,126,72,44,111,193,205,104,113,190,142,68,18,104,94,50
DVU0654,34,77,35,39,71,152,168,74,65,155,91,61,15,81,78,30
DVU0655,29,69,36,28,66,92,114,48,55,106,69,31,12,53,42,16
DVU0656,9,14,9,4,7,26,22,17,18,20,16,11,3,12,17,4
DVU0657,8,28,19,11,26,35,55,26,23,50,34,25,8,29,25,11
DVU0658,14,19,20,22,23,49,65,21,32,59,38,23,5,31,30,10
DVU0659,29,51,30,24,54,81,81,45,42,79,71,44,9,50,54,26
DVU0660,9,40,19,20,40,59,63,35,33,60,54,30,6,38,41,19
DVU0661,22,54,31,28,58,111,127,51,51,124,108,62,5,58,78,30
DVU0662,28,61,44,46,77,100,109,53,58,107,79,45,16,71,57,20
DVU0663,29,58,37,38,70,105,110,38,54,108,90,47,8,52,63,19
DVU0664,47,83,51,49,101,116,141,58,69,137,95,52,13,80,66,26
DVU0665,45,56,56,38,70,62,83,49,71,89,60,31,9,57,52,17
DVU0666,35,76,49,37,79,87,112,75,65,98,48,45,17,92,48,35
DVU0667,35,84,42,43,86,84,91,72,61,95,52,42,22,70,65,45
DVU0668,47,84,95,63,111,103,192,80,104,198,147,88,26,101,104,43
DVU0669,33,44,42,47,42,34,61,56,57,58,59,45,34,57,57,44
DVU0670,33,36,44,67,63,79,91,92,50,106,123,111,35,104,132,105
DVU0671,75,106,84,63,119,164,181,93,104,180,120,75,29,107,95,42
DVU0672,22,2,7,22,6,2,5,3,10,3,3,9,16,9,10,23
DVU0673,11,8,8,14,16,4,5,8,8,13,5,8,5,8,17,29
DVU0674,17,31,30,29,44,55,94,54,33,100,80,61,14,61,69,43
DVU0675,34,41,47,35,51,66,81,49,59,77,63,52,14,63,59,30
DVU0676,18,30,33,39,47,63,73,76,40,90,101,60,14,76,85,42
DVU0677,44,74,44,42,75,122,110,67,61,104,72,48,24,74,59,29
DVU0678,5,5,3,8,6,6,4,7,7,7,18,6,3,5,13,1
DVU0679,79,103,70,50,105,144,169,98,102,161,104,47,16,108,72,38
DVU0680,53,141,95,72,172,224,222,135,117,233,153,91,20,155,123,66
DVU0681,82,148,90,76,156,194,220,128,138,198,136,83,20,158,109,67
DVU0682,33,47,48,35,56,84,79,41,56,71,47,46,18,58,46,23
DVU0683,34,64,46,34,62,80,95,49,67,86,48,39,15,56,51,25
DVU0684,53,82,71,36,84,107,126,61,81,118,86,49,23,71,52,36
DVU0685,40,82,57,59,83,102,165,62,97,138,129,86,17,90,100,54
DVU0686,14,22,19,17,23,44,56,25,31,62,51,35,4,20,53,12
DVU0687,57,110,77,63,111,128,202,111,109,191,179,109,29,123,131,54
DVU0688,15,28,19,15,32,37,53,33,24,60,59,29,6,30,41,19
DVU0689,21,28,22,14,23,36,57,21,35,50,53,27,6,23,33,21
DVU0690,18,37,23,33,41,59,64,49,39,59,58,41,13,58,52,27
DVU0691,18,51,31,31,54,76,92,82,39,106,72,71,19,71,94,52
DVU0692,40,70,36,57,79,108,116,119,56,120,82,78,28,124,102,44
DVU0693,43,54,37,26,56,77,73,40,44,70,51,56,16,45,61,18
DVU0694,87,116,108,64,160,241,221,128,104,243,172,94,24,150,112,51
DVU4027,37,39,43,20,52,51,51,34,40,61,43,43,10,37,50,21
DVU0696,4,7,9,5,7,7,14,9,11,17,10,5,4,6,9,4
DVU0697,59,94,70,55,110,144,159,82,91,139,105,67,17,118,69,39
DVU0698,16,52,19,21,49,55,60,37,34,54,46,22,9,40,31,27
DVU0700,95,172,149,89,204,215,277,113,183,255,214,113,22,167,126,62
DVU0701,68,137,103,86,143,193,248,113,141,254,236,110,41,113,155,48
DVU0702,19,22,22,22,32,32,42,16,26,49,41,30,8,19,41,25
DVU0703,75,114,109,76,137,144,208,95,128,180,120,102,34,146,93,44
DVU0704,26,41,30,32,43,37,65,29,39,48,47,42,20,48,35,17
DVU0705,14,42,29,78,83,117,139,87,49,141,122,82,17,126,104,53
DVU0706,15,24,13,18,33,41,51,37,19,59,33,29,3,38,43,14
DVU0707,61,61,60,35,68,108,94,58,73,88,78,52,14,71,60,35
DVU0708,15,8,7,13,11,6,9,8,10,7,15,9,7,13,10,4
DVU0709,22,11,16,17,14,13,19,13,18,20,26,14,11,15,18,13
DVU0710,32,80,81,61,111,158,204,83,85,231,178,84,25,87,116,48
DVU0711,13,39,28,19,41,60,75,32,40,72,66,40,5,37,49,25
DVU0712,64,79,61,33,84,105,117,67,68,120,92,58,20,69,69,24
DVU0713,22,42,21,55,75,75,77,69,27,91,95,51,16,88,71,30
DVU0714,19,41,29,56,64,75,90,79,39,107,88,51,23,85,78,29
DVU0715,26,53,36,34,62,60,83,42,52,72,72,41,9,62,46,17
DVU0716,27,35,35,28,50,48,74,38,39,76,75,50,8,51,57,25
DVU0717,57,93,71,83,134,141,153,84,98,162,113,50,16,116,85,52
DVU0718,32,16,29,21,15,17,40,19,43,27,27,24,8,31,25,24
DVU0719,46,47,53,49,64,45,73,41,61,75,53,51,23,56,62,43
DVU0720,42,90,58,48,92,129,138,86,80,139,89,55,24,87,78,54
DVU0721,85,156,125,113,146,188,308,173,192,281,271,190,56,190,230,106
DVU0722,43,85,93,81,113,102,176,66,117,165,149,83,29,105,96,53
DVU0723,31,52,52,53,69,126,140,56,72,147,115,64,15,66,92,31
DVU0724,31,80,28,59,97,136,167,101,46,160,131,80,23,125,92,50
DVU0725,51,170,78,70,154,251,253,138,136,251,184,68,28,124,124,67
DVU0726,40,91,37,46,88,114,137,73,60,122,84,43,26,85,51,30
DVU0727,12,58,28,31,58,77,63,34,45,61,62,28,13,36,44,24
DVU0728,13,18,7,12,21,11,10,7,7,11,2,5,10,9,6,21
DVU0729,14,30,21,21,22,31,59,27,38,47,44,20,11,31,26,13
DVU0730,21,76,30,35,64,98,129,49,63,115,79,49,14,51,68,24
DVU0731,30,96,49,39,103,167,144,104,64,158,123,49,16,97,79,43
