,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU0045,58.560139,60.5742,62.774402,51.804331,58.396525,53.76682,55.963263,53.64368,56.320456,50.103606,52.26115,51.707552,58.158287,52.318206,55.626559,55.175206,53.436086,48.859405,52.017804,46.325706,53.207736,45.13954,55.938957,52.286906,50.98963,49.000926,50.041103,55.305519,44.107159,48.580446,1530884,1582701,1519460,1340945,1635953,1345017,1345765,1377051,1416763,1410158,1328522,1430956,1440608,1360072,1474256,1479388,1472982,1266135,1316627,1273948,1450019,1223463,1391673,1489770,1359266,1330379,1348440,1439310,1162324,1362894
DVU0046,70.153747,68.404301,67.007213,61.311984,63.417994,67.495546,62.761492,62.867018,58.962534,68.095094,66.037273,61.274465,56.334393,58.808832,62.224829,58.525374,55.753926,57.002866,56.695499,60.405117,50.885017,58.938842,58.691117,61.49791,58.107381,53.009062,55.283032,59.228689,49.353504,57.41451,1712301,1693666,1766497,1457004,1555046,1545567,1643779,1353691,1558941,1728522,1617407,1494576,1394501,1476583,1605211,1454540,1273388,1383752,1365832,1465568,1212435,1455278,1513327,1428947,1196974,1331508,1302815,1444390,1229018,1409952
DVU0047,58.713783,56.271577,57.326659,56.295441,59.505375,62.231475,58.47959,61.112933,55.099925,57.464128,57.121826,59.958111,56.002853,62.038733,58.071201,58.275919,51.892807,49.110564,54.387365,53.380274,49.999063,57.467255,54.689572,58.009265,52.278345,55.574242,53.037182,53.745062,52.768014,47.934431,1273487,1346371,1421252,1384025,1589454,1565875,1453146,1553644,1493430,1488090,1442075,1565656,1402235,1527298,1387376,1431932,1236383,1275020,1328068,1331476,1351676,1416437,1359893,1398609,1357305,1336490,1453646,1335297,1330661,1265642
DVU0048,90.620708,92.140773,82.070501,84.909355,94.356161,87.203118,82.324503,88.653923,88.14078,81.395019,87.591279,88.738882,85.304175,88.833928,82.642571,79.270146,84.264568,86.65237,81.404267,87.01365,84.560003,83.10054,78.812963,85.006421,83.586775,76.864262,89.638036,82.30834,80.557945,82.613494,2400103,2172011,2140524,2104757,2230009,2140136,2028257,2179211,2150185,2199634,2177341,2297620,2208006,2167330,2075364,2034768,2089867,2255898,2069981,2248042,2194447,2000445,2115794,1974631,2219400,2090137,2211553,2178169,1932603,2116134
DVU0049,120.409084,124.448521,120.93578,116.087276,132.215493,125.337802,119.431151,123.878646,122.775287,122.522911,125.910715,121.957068,123.024765,120.178424,116.286814,125.188769,124.646268,124.533381,123.592317,123.608921,113.175281,112.133917,123.500891,114.130669,115.210992,120.03564,122.059269,119.999268,118.513074,112.781403,3068445,2958045,3066522,2994490,3232865,3141087,2890105,3112508,2895641,3003891,3126289,3142289,2953148,3100105,2763193,2972378,3104436,2974088,2992819,3144805,2946482,2912560,2937463,2886588,2764849,2941529,3022840,3001098,2947496,2984967
DVU0050,81.292106,79.158658,77.556605,72.015791,82.872298,81.119371,76.394346,80.603376,81.160847,80.032789,76.641555,82.170023,78.889853,78.561546,82.196814,75.25474,85.226075,78.422775,72.161808,75.00246,72.103323,75.430756,76.324955,80.313023,78.683023,71.082322,80.645647,76.237393,71.538417,73.520175,2291165,2336171,2075381,2058802,2277335,2205980,2088127,2271320,2172124,2187707,2195867,2219869,2120145,2165656,2281092,2011162,2206811,2186510,1877326,2050113,2012887,2040623,2083223,2154345,2116775,1987756,2228955,2097036,1953971,1973074
DVU0051,90.321386,96.904918,86.927679,83.703702,92.161352,92.610848,86.8714,85.431625,92.092199,90.528807,88.778243,85.905834,85.053808,86.613466,78.119523,82.084467,79.392607,85.870168,92.334484,81.73826,82.236283,84.148378,85.591106,80.258372,77.083921,81.262379,83.55205,77.472886,77.672658,75.821558,2380392,2453701,2353504,2159381,2311703,2242607,2246250,2427633,2346046,2362623,2106577,2404959,2228497,2288793,2038377,2192333,1934183,2165406,2300746,2116523,2099104,2095464,2152245,2129598,2194564,2179579,2094675,2009821,2060317,2091047
DVU0052,108.734364,114.850628,120.945746,114.906499,115.064947,115.524903,103.619817,106.613008,115.349386,110.276177,117.188344,114.449388,107.877988,111.636552,112.676862,100.72833,107.332334,102.182959,108.701931,110.148135,106.601422,112.530046,96.94787,107.906551,108.713048,104.135995,106.968844,101.184517,111.177076,115.216275,2927469,3026748,2843772,2863181,3081390,2856859,2714040,2780323,2910375,2724628,2979117,2719632,2729805,2770246,2784047,2506623,2749900,2625270,2695607,2714224,2812217,2623008,2430845,2535166,2670929,2509560,2743411,2535854,2667058,2758417
DVU0053,214.542896,206.259395,199.086046,203.142232,209.344212,214.797648,212.073806,204.35568,211.84124,208.236154,207.501644,202.934494,210.451947,204.928033,203.276126,205.40263,208.583005,202.737748,198.17742,204.745029,204.354758,197.646224,204.059723,196.43635,207.568831,200.950111,191.391172,206.746178,194.772177,203.846294,6536769,6191419,5887462,6046338,6414580,6072498,6385013,5917933,5969358,6168124,5937885,5896390,5964443,6120807,6152600,6134568,5945893,5943973,5868417,6205062,5899461,5794795,5948258,6204513,6047651,5929851,6002889,6201966,5709955,6026823
DVU0054,155.148287,151.054011,147.758474,141.784613,151.572934,144.095118,143.220775,138.688114,133.229368,145.761124,135.119477,136.719011,143.315984,132.997857,146.006488,137.847007,139.719865,146.861073,141.844274,128.797094,133.282041,136.931691,130.334629,130.091996,136.184446,136.374387,136.932409,138.428604,130.987863,132.361929,4240129,4360502,4296740,4217493,4494429,4333651,4178932,4016864,3935588,4066666,4143647,4005189,4061801,3868376,4188974,4090626,4041493,4126748,4150773,3836492,3731272,4058045,3854121,3791101,3972684,3985837,3862840,4136293,3903577,3824791
DVU0055,112.421043,108.983918,96.435393,111.836881,112.1359,103.75943,103.239914,107.067205,103.061349,105.479667,101.782708,109.079812,100.259876,103.107802,102.726893,111.432111,101.801542,100.508496,103.721766,97.502574,96.704902,105.182987,98.116186,96.42019,100.724618,91.347083,90.477118,102.78607,98.584325,94.747607,2955249,2872006,2673903,3020632,2945955,2804675,2903678,2767445,2819791,2743606,2540401,2826399,2604076,2659715,2743081,2856366,2633599,2745704,2588616,2600049,2440054,2614103,2699373,2463968,2534791,2613151,2371408,2515928,2501240,2343014
DVU0056,128.162016,122.391584,116.164622,115.098002,124.241996,114.523877,120.952322,110.703273,114.933525,122.774002,122.745539,116.722408,117.615998,110.392576,116.187865,120.667467,114.537966,113.612511,125.072152,113.373944,110.986175,108.596219,116.425085,112.454902,107.869494,103.288095,108.457659,106.861916,108.065564,105.528279,3251918,3099575,2851324,3071201,3231840,2894919,3098367,2838396,2939668,2970738,2985453,2913207,2945826,2813180,2904487,3035925,2835952,2639497,3075937,2916250,2815548,2911093,2736994,2781113,2723526,2744116,2734741,2741721,2913356,2826054
DVU0057,76.124687,90.691245,85.069689,67.946767,75.363097,84.264691,83.765678,79.650866,71.544093,72.776976,79.436104,82.627548,71.950132,74.577926,73.953232,83.304415,67.54716,74.504501,81.199917,80.513338,66.697449,70.762393,74.94628,73.326717,67.129113,72.374449,74.790655,72.15315,70.076969,69.113023,1956549,2185249,2129355,1873118,1965686,2190832,2045537,2053817,1899898,1867896,2043562,2092639,2015851,1980571,1927364,2098928,1909145,2059753,2093849,2068517,1878413,1900681,1889145,1850239,1784726,1870035,1995847,1829636,1786240,1711796
DVU0058,137.848224,143.658015,137.968024,145.601237,139.218532,137.474058,138.41,137.148561,127.480037,142.141306,133.308067,138.345871,138.6066,131.378575,133.132995,130.808508,137.117171,139.437992,132.364813,131.779699,133.54815,135.516473,126.355073,125.757678,129.373348,134.896577,135.986675,128.770176,136.406821,129.182125,3398484,3408250,3270280,3258421,3339774,3359926,3202580,3283878,3079471,3376691,3258804,3194011,3221201,3139853,3249854,3161496,3225784,3217332,3255910,3096854,3108573,3294552,2972529,2977093,3126635,3194218,3150997,2999712,3258254,2948334
DVU0059,440.543579,426.188108,432.051329,430.348518,432.655879,443.608099,420.389303,441.619562,441.036031,429.632115,432.621253,431.881006,427.386826,444.253004,426.188819,440.251853,445.302817,430.495681,436.214618,430.629826,433.647744,431.226151,443.583856,443.394604,428.369297,437.12974,447.645723,428.478403,429.545291,443.45134,11370492,11332926,11291315,11367745,11111150,11602481,11066535,11042658,11068882,11069750,10913669,10813004,11045098,10884352,11095721,10776071,11188113,11116386,10975016,11015882,11122163,11063899,11112836,11210646,11122040,10921232,11276791,10707714,10918462,11184166
DVU0060,140.044103,125.851497,140.285417,136.313831,132.221389,131.440271,126.106555,141.623781,121.523162,131.851263,137.968738,122.397269,146.77194,118.247626,138.477598,122.974348,123.789632,129.243139,124.071675,129.255212,123.42214,130.671434,118.087081,121.655846,130.35989,119.05461,138.818516,118.366757,135.607309,126.025647,3331427,3268648,3554971,3325057,3133947,3387380,3131435,3418735,3050746,3284245,3307969,3126085,3452605,3057047,3376544,3090030,3194756,3146782,3213098,3385443,3133133,3550654,3047921,3191747,3043403,2937990,3316793,3069369,3344757,3029780
DVU0061,308.408063,319.863532,309.841798,299.737667,322.660872,329.438022,313.428185,312.705062,332.489721,322.578568,308.78654,324.147623,326.912224,317.916708,309.600224,321.622993,316.118592,295.120619,321.806644,322.955434,305.322436,315.889947,328.393387,323.692763,315.788911,311.300043,321.777237,311.119348,313.179257,310.377123,9232053,9369117,9250929,9095033,9783588,9525310,9415668,9060284,9545475,9382817,9224498,9661979,9551681,9214700,9411206,9299414,9256900,8725823,9185640,9454004,9107445,9349918,9863502,9402450,9524930,9148918,9494930,9593351,9285024,9140851
DVU0062,182.929675,176.432959,162.39744,169.122923,177.587998,181.469419,161.575543,177.396852,171.528732,178.393164,169.877858,177.806866,176.325264,160.56654,171.92213,171.433016,164.805785,174.910589,167.707399,175.759563,171.026001,168.708433,176.864132,168.442679,174.432827,166.290005,167.440548,168.814808,169.610559,173.448179,5082366,4572231,4515718,4476472,4400398,4827941,4170306,4600293,4312833,4608174,4129336,4696264,4628220,4148227,4477501,4505490,4329702,4428838,4613773,4438927,4315738,4267580,4659969,4260812,4380160,4503212,4227592,4369030,4202551,4659730
DVU0063,63.006028,62.443013,57.064631,56.735615,61.892196,64.096508,52.031621,51.30089,48.917384,56.250307,53.373531,50.478027,57.561272,56.029253,50.217739,50.23919,51.371878,47.870822,52.212255,47.356598,56.006598,48.875034,43.58223,48.895846,49.524736,46.92394,46.06789,51.316929,50.092592,47.598958,1525691,1320019,1325134,1320220,1421208,1442566,1168124,1304131,1121442,1454124,1107002,1241995,1248297,1326245,1107161,1200457,1170049,1137568,1264267,1097940,1300043,1018630,1096636,1126826,1201559,1063980,1143805,1141476,1078097,1176673
DVU0064,114.129528,103.981549,112.124419,105.092004,107.114533,108.512166,109.675235,105.34413,112.409342,102.669233,112.307181,103.04522,111.448476,106.617152,108.130259,100.354814,105.740317,109.663533,108.350557,100.66143,99.486483,105.337953,103.9653,111.42912,105.556136,97.812302,105.74172,102.377569,104.734047,97.903329,3532777,2912145,3324072,3098353,3071957,3222475,3159874,3094021,3291627,3111445,3117271,2821852,3117775,3000645,3285114,2712950,3056223,3223606,3013328,2808328,2866667,3108689,3055326,2961748,3179933,2905400,3209391,2802181,2972329,2784757
DVU0065,81.023257,80.343778,86.646709,77.56711,77.521938,82.381761,83.707972,82.966563,73.043404,75.62414,79.704457,78.150873,78.180107,72.26378,75.279987,69.308549,79.021743,78.074413,78.786661,77.774072,70.741377,82.625126,77.256119,76.468502,72.052145,74.96894,76.819897,73.482518,76.964245,70.952796,2547322,2442176,2752896,2325913,2561938,2481587,2505291,2324466,2198079,2313307,2467635,2431074,2334090,2282706,2219894,2208814,2355438,2377561,2355338,2397961,2193592,2407468,2305315,2253433,2141381,2193792,2188030,2230547,2414024,2303949
DVU0066,70.939016,73.607097,70.149932,69.064524,69.926386,71.903365,63.277746,74.115461,66.020297,65.979714,67.185546,59.143072,63.478671,64.702117,64.223607,64.672325,65.949502,61.928413,62.915725,65.825992,65.725429,59.73342,61.282272,60.519115,59.3074,62.434317,59.066638,59.483151,61.629215,64.256383,1934761,2041444,1946382,1944995,1914408,1993806,1874402,2133010,1832831,1847349,1999649,1696374,1846957,1844698,1911427,1937350,1793447,1896412,1700930,1754751,1840595,1746490,1805890,1623238,1769109,1732504,1719384,1823323,1789516,1886762
DVU0067,32.827686,40.441013,31.840354,24.507924,36.326648,34.422901,27.386047,29.934476,31.406816,30.165762,24.540279,29.732738,32.336111,28.66167,25.62808,31.375499,29.741399,27.850489,28.644789,30.931495,27.363774,25.841771,30.587648,31.040008,26.262132,25.778868,31.338928,29.239223,26.435998,28.037157,907119,1073483,906142,873703,936133,893975,909901,862070,870180,816470,697528,855750,923266,781216,761722,819777,804018,819338,808164,734270,738477,788097,858418,810784,654175,691332,882198,796565,742588,724246
DVU0068,181.306457,184.012467,181.833474,178.9883,180.702956,179.781823,170.984458,176.930432,177.462785,173.575762,173.075869,180.659985,176.490289,182.896677,180.191003,175.672503,175.286463,186.392179,176.917948,168.60279,171.552958,180.671054,176.299512,172.599921,183.257925,165.378294,170.860819,169.890663,164.148787,167.733594,4815864,4717553,4707338,4905353,4563788,4653035,4456586,4569547,4651172,4661348,4573982,4627170,4428690,4623556,4718819,4468954,4594419,4884629,4612552,4552192,4409700,4733274,4504352,4529038,4796148,4520281,4737278,4481883,4506251,4373893
DVU0069,519.627493,565.300045,511.8902,518.146792,511.64523,522.98715,481.675011,527.388532,528.330796,522.466965,520.862889,511.98416,513.301328,504.189421,529.840344,526.694632,511.955307,535.255507,529.582347,521.200111,515.61559,520.84632,521.125846,526.892722,524.047789,546.343699,517.580637,509.038279,523.616814,521.331791,13048349,13923764,12573574,12141114,13118588,13050517,11971613,13281890,13115058,12385973,12587936,13103699,12783600,12405302,13049462,12855521,12424674,13078807,13030562,12725762,12564401,13060675,12768065,12937967,12985050,13376788,12489406,12442660,13139530,12892747
DVU0070,166.582273,164.307775,164.747661,161.209511,171.07572,161.073361,152.107503,156.336925,162.732645,153.580154,145.252219,161.332527,161.353239,168.080891,159.587624,160.517698,150.788533,152.944703,157.226706,157.277764,156.479589,157.172158,158.59949,154.825326,148.725119,145.416279,152.780539,157.143404,146.192755,151.178945,4628656,4562994,4423897,4567865,4722632,4507785,4378067,4347699,4309834,4244277,4123121,4254190,4386125,4366761,4425801,4231370,4058342,4161036,4256098,4396214,4240603,4284533,4312628,4173950,4175770,4122089,4164512,4251485,4120686,4252423
DVU0071,151.321467,154.016802,157.101502,153.329384,151.10119,150.915626,142.613111,151.387758,155.300992,150.867596,140.324298,143.312663,143.631148,142.236289,146.67905,144.360591,140.170457,150.542931,142.255839,154.128293,145.840733,139.71022,149.524548,150.757316,145.979735,119.596886,129.619455,132.038838,130.601991,133.793694,3870567,3768110,3585822,3841632,3676434,3639170,3424359,3681774,3750744,3637151,3312273,3515938,3631678,3429695,3457864,3496858,3356559,3482885,3411912,3687547,3563176,3343236,3551609,3524242,3294711,2933997,3225424,3379736,3328651,3324903
DVU0072,110.044594,109.266738,102.194884,103.968852,104.47176,105.746089,103.567708,103.726474,94.88358,103.830705,101.615475,92.127966,105.743387,105.885832,101.872126,93.28966,97.650402,101.070486,103.647504,100.419913,89.96396,102.900139,96.68592,98.135121,91.293232,90.837966,91.457887,97.050641,93.317198,97.544143,2795813,2866837,2640499,2767200,2870686,2777268,2799248,2720961,2324777,2826372,2764600,2450624,2741132,2830425,2579945,2391703,2633976,2433449,2592993,2592379,2503418,2709241,2703293,2479737,2532624,2673720,2341733,2368200,2435188,2425095
DVU0073,141.626045,144.505979,130.556021,123.146886,135.024797,130.295667,123.681189,135.158113,129.159671,131.062313,123.763174,129.77084,133.582373,122.104272,129.237152,128.08482,128.318171,118.923286,126.396498,133.108315,120.555848,131.381907,124.753667,126.390371,119.65276,127.707093,122.945206,125.378013,129.979896,116.146636,4218864,4351133,4030684,3697030,4058131,3813990,3746100,3946538,3814231,3914590,3866843,3957561,4033401,3731164,3740102,3922923,3791407,3788673,3864854,3944666,3575762,3853655,3765293,3736726,3669951,3885438,3759576,3864607,3868814,3395237
DVU0074,55.823895,50.663208,50.541526,57.164345,54.989376,56.549199,52.25406,51.910557,54.661362,49.308341,50.859476,58.239089,52.5099,50.692058,55.875988,49.431465,49.61084,51.920661,51.438558,50.272521,51.307261,52.897884,52.05507,52.257548,47.80682,51.354483,45.776219,46.476432,53.359206,42.441816,1338563,1272969,1348051,1500628,1469891,1459799,1370458,1186091,1300922,1302406,1296377,1346437,1342440,1316895,1456943,1267540,1191618,1276507,1177485,1283745,1317511,1365554,1400540,1370147,1200972,1296052,1135299,1086088,1162302,1118979
DVU0075,132.598003,138.233632,134.92554,133.393082,133.891417,145.703674,130.901936,132.680461,123.093294,133.886499,131.440175,132.466536,138.992161,128.789658,128.948652,114.94702,125.600096,126.433739,124.024935,137.575501,130.557275,139.439143,126.717913,130.394661,129.363266,118.453905,132.658198,128.421747,136.40701,123.120044,3737007,3845810,3741347,3658132,3726462,3753540,3503868,3478821,3502469,3726099,3513802,3455445,3616888,3548437,3407151,3172092,3417022,3430266,3202857,3635522,3509017,3688570,3424727,3592115,3232260,3182385,3366239,3410390,3677478,3350268
DVU0076,132.086035,142.81574,135.451967,138.59508,147.764988,135.444629,130.567533,132.65728,135.488067,129.078967,121.94872,127.355934,135.631418,128.743386,130.075296,122.686732,130.789494,125.321575,125.84632,132.164717,131.266836,130.738562,135.706686,123.439723,126.250902,124.118131,117.904672,122.226092,125.224707,124.778819,3455701,3615776,3491163,3409533,3821149,3568537,3334817,3385732,3553015,3311352,3282758,3345144,3517468,3449748,3343634,3289130,3249339,3243416,3341957,3219745,3232123,3451311,3340778,3355071,3232518,3087407,3016777,3107593,3151106,3397504
DVU0077,125.071257,129.85253,116.510176,126.553125,125.696493,126.431171,121.018106,119.862799,135.761241,121.499141,115.94087,123.473239,120.831258,124.502501,126.374749,123.578262,124.10106,121.671553,115.097448,121.29663,124.723589,112.812822,126.397823,117.871959,113.615711,119.781396,122.474533,117.940824,105.471676,108.249611,3382356,3655658,3181755,3235856,3471568,3357544,3293843,3220814,3528620,3124662,3160219,3310070,3191576,3203360,3346317,3103565,3277501,3191962,3074129,3123109,3439446,3152640,3216563,3212043,3151291,3068141,3327103,3182781,2922974,3051741
DVU0078,35.551303,33.735147,32.984959,33.754815,31.155043,33.375252,32.095923,29.908164,30.881812,30.821848,34.985238,31.973994,29.617298,33.294513,31.978088,32.762508,29.773493,30.750456,31.555825,28.511148,30.226592,30.731674,23.498377,29.040203,25.991164,27.294375,24.958276,22.943891,22.519626,24.629719,1074470,936928,949825,1015488,933614,987978,949143,907692,953756,808125,1067505,980701,837810,991007,933067,1046525,951668,916730,890282,834108,913648,914040,752237,902267,764863,785124,746053,728245,750715,797900
DVU0079,66.086606,68.069426,71.589596,58.299484,69.409098,66.87674,65.105153,67.387364,67.14834,71.857108,69.842697,67.403674,66.040005,67.739198,69.140032,68.249311,68.515347,66.394921,68.657974,67.495532,70.851948,65.466014,67.774895,66.773188,63.355372,66.067698,63.582095,67.145341,64.384907,63.574846,2410691,2196816,2343835,1910376,2230585,2174051,2095803,2367189,2085361,2377391,2222571,2144002,2042571,2193199,2191565,2214015,2207213,1991981,2121015,2106751,2310396,2005818,2064271,2146534,2062306,2018124,1992706,2244451,2105429,1959460
